# FORPRINT: Thu Feb 23 22:02:41 2017
#  lam[um]   F2/F1    F2/F1err-  F2/F1err+
   2.12000   0.16522   0.00335  -0.00213
   2.12100   0.16526   0.00337  -0.00214
   2.12200   0.16530   0.00338  -0.00215
   2.12300   0.16533   0.00339  -0.00217
   2.12400   0.16537   0.00341  -0.00218
   2.12500   0.16541   0.00342  -0.00219
   2.12600   0.16544   0.00342  -0.00219
   2.12700   0.16547   0.00342  -0.00220
   2.12800   0.16550   0.00343  -0.00220
   2.12900   0.16554   0.00343  -0.00220
   2.13000   0.16557   0.00343  -0.00220
   2.13100   0.16560   0.00343  -0.00221
   2.13200   0.16563   0.00343  -0.00221
   2.13300   0.16566   0.00344  -0.00221
   2.13400   0.16570   0.00344  -0.00221
   2.13500   0.16573   0.00344  -0.00222
   2.13600   0.16570   0.00344  -0.00222
   2.13700   0.16568   0.00344  -0.00222
   2.13800   0.16565   0.00344  -0.00221
   2.13900   0.16563   0.00345  -0.00221
   2.14000   0.16560   0.00345  -0.00221
   2.14100   0.16558   0.00345  -0.00221
   2.14200   0.16555   0.00345  -0.00221
   2.14300   0.16553   0.00345  -0.00221
   2.14400   0.16550   0.00345  -0.00221
   2.14500   0.16548   0.00346  -0.00221
   2.14600   0.16554   0.00345  -0.00220
   2.14700   0.16561   0.00345  -0.00220
   2.14800   0.16567   0.00345  -0.00220
   2.14900   0.16574   0.00345  -0.00220
   2.15000   0.16580   0.00345  -0.00220
   2.15100   0.16587   0.00345  -0.00220
   2.15200   0.16593   0.00344  -0.00219
   2.15300   0.16600   0.00344  -0.00219
   2.15400   0.16606   0.00344  -0.00219
   2.15500   0.16613   0.00344  -0.00219
   2.15600   0.16692   0.00352  -0.00226
   2.15700   0.16772   0.00360  -0.00234
   2.15800   0.16853   0.00368  -0.00241
   2.15900   0.16936   0.00376  -0.00249
   2.16000   0.17019   0.00384  -0.00257
   2.16100   0.17104   0.00393  -0.00265
   2.16200   0.17189   0.00401  -0.00273
   2.16300   0.17276   0.00410  -0.00281
   2.16400   0.17364   0.00419  -0.00289
   2.16500   0.17453   0.00427  -0.00298
   2.16600   0.17368   0.00421  -0.00291
   2.16700   0.17283   0.00414  -0.00284
   2.16800   0.17198   0.00407  -0.00277
   2.16900   0.17115   0.00401  -0.00270
   2.17000   0.17031   0.00394  -0.00263
   2.17100   0.16949   0.00388  -0.00256
   2.17200   0.16867   0.00381  -0.00250
   2.17300   0.16785   0.00375  -0.00243
   2.17400   0.16705   0.00368  -0.00237
   2.17500   0.16624   0.00362  -0.00230
   2.17600   0.16622   0.00363  -0.00231
   2.17700   0.16619   0.00364  -0.00231
   2.17800   0.16616   0.00365  -0.00232
   2.17900   0.16614   0.00366  -0.00233
   2.18000   0.16611   0.00366  -0.00233
   2.18100   0.16608   0.00367  -0.00234
   2.18200   0.16606   0.00368  -0.00234
   2.18300   0.16603   0.00369  -0.00235
   2.18400   0.16600   0.00370  -0.00236
   2.18500   0.16598   0.00371  -0.00236
   2.18600   0.16591   0.00369  -0.00235
   2.18700   0.16584   0.00367  -0.00233
   2.18800   0.16577   0.00366  -0.00232
   2.18900   0.16570   0.00364  -0.00230
   2.19000   0.16563   0.00362  -0.00228
   2.19100   0.16556   0.00361  -0.00227
   2.19200   0.16549   0.00359  -0.00225
   2.19300   0.16542   0.00357  -0.00223
   2.19400   0.16536   0.00356  -0.00222
   2.19500   0.16529   0.00354  -0.00220
   2.19600   0.16513   0.00350  -0.00216
   2.19700   0.16498   0.00346  -0.00212
   2.19800   0.16482   0.00342  -0.00208
   2.19900   0.16466   0.00338  -0.00204
   2.20000   0.16451   0.00334  -0.00201
   2.20100   0.16435   0.00330  -0.00197
   2.20200   0.16419   0.00326  -0.00193
   2.20300   0.16403   0.00322  -0.00188
   2.20400   0.16387   0.00318  -0.00184
   2.20500   0.16371   0.00314  -0.00180
   2.20600   0.16396   0.00319  -0.00186
   2.20700   0.16421   0.00325  -0.00191
   2.20800   0.16445   0.00330  -0.00196
   2.20900   0.16470   0.00336  -0.00201
   2.21000   0.16495   0.00341  -0.00206
   2.21100   0.16519   0.00347  -0.00211
   2.21200   0.16544   0.00352  -0.00216
   2.21300   0.16569   0.00358  -0.00222
   2.21400   0.16594   0.00363  -0.00227
   2.21500   0.16619   0.00369  -0.00232
   2.21600   0.16599   0.00366  -0.00228
   2.21700   0.16580   0.00363  -0.00225
   2.21800   0.16560   0.00360  -0.00221
   2.21900   0.16540   0.00356  -0.00218
   2.22000   0.16521   0.00353  -0.00214
   2.22100   0.16501   0.00350  -0.00211
   2.22200   0.16481   0.00347  -0.00207
   2.22300   0.16461   0.00344  -0.00203
   2.22400   0.16441   0.00341  -0.00200
   2.22500   0.16421   0.00337  -0.00196
   2.22600   0.16429   0.00340  -0.00199
   2.22700   0.16436   0.00343  -0.00201
   2.22800   0.16443   0.00346  -0.00204
   2.22900   0.16451   0.00348  -0.00207
   2.23000   0.16458   0.00351  -0.00209
   2.23100   0.16465   0.00354  -0.00212
   2.23200   0.16473   0.00357  -0.00215
   2.23300   0.16480   0.00360  -0.00217
   2.23400   0.16487   0.00363  -0.00220
   2.23500   0.16495   0.00365  -0.00223
   2.23600   0.16498   0.00366  -0.00223
   2.23700   0.16501   0.00366  -0.00223
   2.23800   0.16504   0.00367  -0.00223
   2.23900   0.16508   0.00367  -0.00224
   2.24000   0.16511   0.00368  -0.00224
   2.24100   0.16514   0.00368  -0.00224
   2.24200   0.16517   0.00369  -0.00224
   2.24300   0.16521   0.00369  -0.00225
   2.24400   0.16524   0.00370  -0.00225
   2.24500   0.16527   0.00370  -0.00225
   2.24600   0.16538   0.00372  -0.00227
   2.24700   0.16549   0.00373  -0.00228
   2.24800   0.16559   0.00375  -0.00230
   2.24900   0.16570   0.00376  -0.00231
   2.25000   0.16581   0.00378  -0.00233
   2.25100   0.16592   0.00379  -0.00234
   2.25200   0.16603   0.00381  -0.00235
   2.25300   0.16613   0.00382  -0.00237
   2.25400   0.16624   0.00384  -0.00238
   2.25500   0.16635   0.00385  -0.00240
   2.25600   0.16619   0.00383  -0.00237
   2.25700   0.16602   0.00381  -0.00235
   2.25800   0.16585   0.00378  -0.00232
   2.25900   0.16568   0.00376  -0.00229
   2.26000   0.16551   0.00374  -0.00227
   2.26100   0.16534   0.00371  -0.00224
   2.26200   0.16518   0.00369  -0.00221
   2.26300   0.16501   0.00367  -0.00218
   2.26400   0.16484   0.00365  -0.00216
   2.26500   0.16467   0.00362  -0.00213
   2.26600   0.16482   0.00365  -0.00216
   2.26700   0.16497   0.00367  -0.00218
   2.26800   0.16512   0.00370  -0.00221
   2.26900   0.16528   0.00372  -0.00223
   2.27000   0.16543   0.00374  -0.00226
   2.27100   0.16558   0.00377  -0.00228
   2.27200   0.16574   0.00379  -0.00231
   2.27300   0.16589   0.00382  -0.00233
   2.27400   0.16605   0.00384  -0.00236
   2.27500   0.16620   0.00387  -0.00238
   2.27600   0.16613   0.00387  -0.00238
   2.27700   0.16606   0.00388  -0.00238
   2.27800   0.16599   0.00389  -0.00239
   2.27900   0.16591   0.00390  -0.00239
   2.28000   0.16584   0.00391  -0.00239
   2.28100   0.16577   0.00392  -0.00239
   2.28200   0.16570   0.00392  -0.00239
   2.28300   0.16562   0.00393  -0.00239
   2.28400   0.16555   0.00394  -0.00239
   2.28500   0.16548   0.00395  -0.00239
   2.28600   0.16427   0.00379  -0.00221
   2.28700   0.16306   0.00363  -0.00202
   2.28800   0.16185   0.00347  -0.00184
   2.28900   0.16063   0.00331  -0.00166
   2.29000   0.15942   0.00315  -0.00147
   2.29100   0.15819   0.00299  -0.00129
   2.29200   0.15697   0.00283  -0.00110
   2.29300   0.15575   0.00266  -0.00092
   2.29400   0.15452   0.00250  -0.00073
   2.29500   0.15329   0.00234  -0.00055
   2.29600   0.15396   0.00242  -0.00064
   2.29700   0.15462   0.00250  -0.00074
   2.29800   0.15529   0.00258  -0.00083
   2.29900   0.15596   0.00266  -0.00093
   2.30000   0.15664   0.00274  -0.00103
   2.30100   0.15731   0.00282  -0.00112
   2.30200   0.15798   0.00290  -0.00122
   2.30300   0.15866   0.00298  -0.00132
   2.30400   0.15934   0.00306  -0.00141
   2.30500   0.16002   0.00314  -0.00151
   2.30600   0.16016   0.00316  -0.00153
   2.30700   0.16031   0.00318  -0.00155
   2.30800   0.16046   0.00320  -0.00158
   2.30900   0.16061   0.00322  -0.00160
   2.31000   0.16076   0.00325  -0.00162
   2.31100   0.16091   0.00327  -0.00164
   2.31200   0.16106   0.00329  -0.00166
   2.31300   0.16121   0.00331  -0.00169
   2.31400   0.16136   0.00334  -0.00171
   2.31500   0.16151   0.00336  -0.00173
   2.31600   0.16026   0.00324  -0.00159
   2.31700   0.15902   0.00313  -0.00144
   2.31800   0.15776   0.00301  -0.00130
   2.31900   0.15651   0.00290  -0.00116
   2.32000   0.15525   0.00278  -0.00101
   2.32100   0.15399   0.00267  -0.00087
   2.32200   0.15273   0.00255  -0.00072
   2.32300   0.15146   0.00243  -0.00058
   2.32400   0.15019   0.00232  -0.00043
   2.32500   0.14892   0.00220  -0.00029
   2.32600   0.14966   0.00226  -0.00036
   2.32700   0.15040   0.00232  -0.00044
   2.32800   0.15114   0.00238  -0.00052
   2.32900   0.15188   0.00244  -0.00059
   2.33000   0.15262   0.00249  -0.00067
   2.33100   0.15337   0.00255  -0.00075
   2.33200   0.15412   0.00261  -0.00082
   2.33300   0.15487   0.00267  -0.00090
   2.33400   0.15562   0.00273  -0.00098
   2.33500   0.15638   0.00279  -0.00105
   2.33600   0.15673   0.00282  -0.00109
   2.33700   0.15707   0.00285  -0.00113
   2.33800   0.15742   0.00288  -0.00117
   2.33900   0.15777   0.00291  -0.00120
   2.34000   0.15812   0.00293  -0.00124
   2.34100   0.15847   0.00296  -0.00128
   2.34200   0.15882   0.00299  -0.00132
   2.34300   0.15917   0.00302  -0.00135
   2.34400   0.15952   0.00305  -0.00139
   2.34500   0.15987   0.00308  -0.00143
   2.34600   0.15865   0.00300  -0.00132
   2.34700   0.15743   0.00292  -0.00120
   2.34800   0.15621   0.00284  -0.00109
   2.34900   0.15498   0.00276  -0.00098
   2.35000   0.15375   0.00268  -0.00086
   2.35100   0.15251   0.00260  -0.00075
   2.35200   0.15128   0.00252  -0.00063
   2.35300   0.15003   0.00244  -0.00052
   2.35400   0.14879   0.00236  -0.00040
   2.35500   0.14754   0.00228  -0.00029
   2.35600   0.14841   0.00234  -0.00037
   2.35700   0.14929   0.00240  -0.00045
   2.35800   0.15017   0.00246  -0.00052
   2.35900   0.15105   0.00251  -0.00060
   2.36000   0.15193   0.00257  -0.00068
   2.36100   0.15281   0.00263  -0.00076
   2.36200   0.15370   0.00269  -0.00084
   2.36300   0.15458   0.00275  -0.00092
   2.36400   0.15547   0.00281  -0.00099
   2.36500   0.15636   0.00286  -0.00107
   2.36600   0.15662   0.00289  -0.00110
   2.36700   0.15689   0.00292  -0.00114
   2.36800   0.15715   0.00295  -0.00117
   2.36900   0.15742   0.00297  -0.00120
   2.37000   0.15769   0.00300  -0.00123
   2.37100   0.15796   0.00303  -0.00126
   2.37200   0.15823   0.00306  -0.00129
   2.37300   0.15850   0.00308  -0.00132
   2.37400   0.15877   0.00311  -0.00135
   2.37500   0.15904   0.00314  -0.00139
   2.37600   0.15796   0.00307  -0.00129
   2.37700   0.15688   0.00300  -0.00119
   2.37800   0.15580   0.00293  -0.00109
   2.37900   0.15472   0.00286  -0.00099
   2.38000   0.15363   0.00279  -0.00089
   2.38100   0.15254   0.00272  -0.00080
   2.38200   0.15144   0.00265  -0.00070
   2.38300   0.15035   0.00258  -0.00060
   2.38400   0.14924   0.00251  -0.00050
   2.38500   0.14814   0.00244  -0.00040
   2.38600   0.14885   0.00249  -0.00046
   2.38700   0.14957   0.00253  -0.00052
   2.38800   0.15029   0.00257  -0.00058
   2.38900   0.15100   0.00262  -0.00064
   2.39000   0.15172   0.00266  -0.00070
   2.39100   0.15244   0.00270  -0.00076
   2.39200   0.15316   0.00275  -0.00082
   2.39300   0.15388   0.00279  -0.00089
   2.39400   0.15460   0.00284  -0.00095
   2.39500   0.15533   0.00288  -0.00101
   2.39600   0.15564   0.00291  -0.00104
   2.39700   0.15596   0.00294  -0.00108
   2.39800   0.15628   0.00297  -0.00111
   2.39900   0.15659   0.00300  -0.00115
   2.40000   0.15691   0.00303  -0.00119
   2.40100   0.15723   0.00306  -0.00122
   2.40200   0.15755   0.00309  -0.00126
   2.40300   0.15787   0.00312  -0.00129
   2.40400   0.15819   0.00315  -0.00133
   2.40500   0.15851   0.00318  -0.00137
   2.40600   0.15766   0.00312  -0.00128
   2.40700   0.15681   0.00307  -0.00120
   2.40800   0.15596   0.00301  -0.00112
   2.40900   0.15510   0.00296  -0.00104
   2.41000   0.15425   0.00290  -0.00096
   2.41100   0.15339   0.00284  -0.00088
   2.41200   0.15252   0.00279  -0.00080
   2.41300   0.15166   0.00273  -0.00071
   2.41400   0.15079   0.00267  -0.00063
   2.41500   0.14992   0.00261  -0.00055
   2.41600   0.15045   0.00266  -0.00060
   2.41700   0.15099   0.00270  -0.00066
   2.41800   0.15152   0.00274  -0.00071
   2.41900   0.15206   0.00279  -0.00077
   2.42000   0.15260   0.00283  -0.00082
   2.42100   0.15313   0.00287  -0.00088
   2.42200   0.15367   0.00292  -0.00093
   2.42300   0.15421   0.00296  -0.00099
   2.42400   0.15475   0.00301  -0.00105
   2.42500   0.15530   0.00305  -0.00110
   2.42600   0.15561   0.00309  -0.00115
   2.42700   0.15593   0.00313  -0.00119
   2.42800   0.15624   0.00317  -0.00123
   2.42900   0.15656   0.00321  -0.00128
   2.43000   0.15688   0.00325  -0.00132
   2.43100   0.15720   0.00329  -0.00137
   2.43200   0.15752   0.00333  -0.00141
   2.43300   0.15784   0.00337  -0.00146
   2.43400   0.15816   0.00341  -0.00150
   2.43500   0.15848   0.00345  -0.00154
   2.43600   0.15797   0.00340  -0.00149
   2.43700   0.15746   0.00336  -0.00143
   2.43800   0.15695   0.00332  -0.00138
   2.43900   0.15644   0.00327  -0.00132
   2.44000   0.15593   0.00323  -0.00126
   2.44100   0.15542   0.00319  -0.00121
   2.44200   0.15490   0.00315  -0.00115
   2.44300   0.15439   0.00310  -0.00109
   2.44400   0.15387   0.00306  -0.00104
   2.44500   0.15335   0.00301  -0.00098
   2.44600   0.15346   0.00304  -0.00100
   2.44700   0.15356   0.00306  -0.00102
   2.44800   0.15366   0.00308  -0.00104
   2.44900   0.15377   0.00310  -0.00106
   2.45000   0.15387   0.00312  -0.00108
   2.45100   0.15398   0.00315  -0.00110
   2.45200   0.15409   0.00317  -0.00112
   2.45300   0.15419   0.00319  -0.00114
   2.45400   0.15430   0.00321  -0.00116
   2.45500   0.15441   0.00324  -0.00118
   2.45600   0.15486   0.00326  -0.00122
   2.45700   0.15532   0.00329  -0.00126
   2.45800   0.15578   0.00332  -0.00130
   2.45900   0.15623   0.00334  -0.00134
   2.46000   0.15669   0.00337  -0.00138
   2.46100   0.15715   0.00340  -0.00143
   2.46200   0.15761   0.00342  -0.00147
   2.46300   0.15807   0.00345  -0.00151
   2.46400   0.15853   0.00348  -0.00155
   2.46500   0.15899   0.00350  -0.00159
   2.46600   0.15876   0.00350  -0.00157
   2.46700   0.15854   0.00349  -0.00156
   2.46800   0.15831   0.00348  -0.00154
   2.46900   0.15808   0.00347  -0.00152
   2.47000   0.15785   0.00347  -0.00151
   2.47100   0.15762   0.00346  -0.00149
   2.47200   0.15739   0.00345  -0.00147
   2.47300   0.15716   0.00344  -0.00146
   2.47400   0.15692   0.00344  -0.00144
   2.47500   0.15669   0.00343  -0.00142
   2.47600   0.15646   0.00343  -0.00141
   2.47700   0.15622   0.00344  -0.00140
   2.47800   0.15599   0.00344  -0.00139
   2.47900   0.15575   0.00345  -0.00138
   2.48000   0.15552   0.00345  -0.00137
   2.48100   0.15528   0.00346  -0.00136
   2.48200   0.15504   0.00346  -0.00135
   2.48300   0.15480   0.00347  -0.00134
   2.48400   0.15456   0.00348  -0.00133
   2.48500   0.15432   0.00348  -0.00131
   2.48600   0.15477   0.00349  -0.00134
   2.48700   0.15523   0.00349  -0.00137
   2.48800   0.15568   0.00350  -0.00139
   2.48900   0.15613   0.00350  -0.00142
   2.49000   0.15659   0.00351  -0.00144
   2.49100   0.15704   0.00352  -0.00147
   2.49200   0.15749   0.00352  -0.00149
   2.49300   0.15795   0.00353  -0.00152
   2.49400   0.15841   0.00353  -0.00154
   2.49500   0.15886   0.00354  -0.00157
   2.49600   0.15903   0.00357  -0.00160
   2.49700   0.15919   0.00360  -0.00163
   2.49800   0.15935   0.00363  -0.00167
   2.49900   0.15952   0.00365  -0.00170
   2.50000   0.15968   0.00368  -0.00173
   2.50100   0.15985   0.00371  -0.00176
   2.50200   0.16001   0.00374  -0.00180
   2.50300   0.16018   0.00377  -0.00183
   2.50400   0.16034   0.00380  -0.00186
   2.50500   0.16051   0.00382  -0.00189
   2.50600   0.16001   0.00380  -0.00185
   2.50700   0.15950   0.00377  -0.00180
   2.50800   0.15900   0.00374  -0.00175
   2.50900   0.15850   0.00372  -0.00171
   2.51000   0.15799   0.00369  -0.00166
   2.51100   0.15748   0.00366  -0.00161
   2.51200   0.15697   0.00363  -0.00156
   2.51300   0.15646   0.00361  -0.00152
   2.51400   0.15595   0.00358  -0.00147
   2.51500   0.15544   0.00355  -0.00142
   2.51600   0.15586   0.00356  -0.00145
   2.51700   0.15629   0.00358  -0.00147
   2.51800   0.15672   0.00359  -0.00150
   2.51900   0.15714   0.00360  -0.00152
   2.52000   0.15757   0.00362  -0.00155
   2.52100   0.15800   0.00363  -0.00157
   2.52200   0.15843   0.00364  -0.00160
   2.52300   0.15886   0.00366  -0.00163
   2.52400   0.15929   0.00367  -0.00165
   2.52500   0.15972   0.00368  -0.00168
   2.52600   0.15983   0.00371  -0.00170
   2.52700   0.15994   0.00373  -0.00173
   2.52800   0.16004   0.00376  -0.00175
   2.52900   0.16015   0.00378  -0.00178
   2.53000   0.16026   0.00381  -0.00180
   2.53100   0.16037   0.00383  -0.00183
   2.53200   0.16047   0.00386  -0.00185
   2.53300   0.16058   0.00388  -0.00188
   2.53400   0.16069   0.00391  -0.00190
   2.53500   0.16080   0.00393  -0.00193
   2.53600   0.16064   0.00393  -0.00192
   2.53700   0.16048   0.00393  -0.00192
   2.53800   0.16032   0.00393  -0.00191
   2.53900   0.16016   0.00393  -0.00191
   2.54000   0.16000   0.00393  -0.00190
   2.54100   0.15984   0.00393  -0.00189
   2.54200   0.15968   0.00393  -0.00189
   2.54300   0.15952   0.00393  -0.00188
   2.54400   0.15935   0.00393  -0.00188
   2.54500   0.15919   0.00392  -0.00187
   2.54600   0.15930   0.00393  -0.00188
   2.54700   0.15941   0.00394  -0.00189
   2.54800   0.15952   0.00395  -0.00189
   2.54900   0.15962   0.00396  -0.00190
   2.55000   0.15973   0.00396  -0.00191
   2.55100   0.15984   0.00397  -0.00192
   2.55200   0.15995   0.00398  -0.00193
   2.55300   0.16006   0.00399  -0.00194
   2.55400   0.16017   0.00399  -0.00195
   2.55500   0.16028   0.00400  -0.00195
   2.55600   0.16044   0.00401  -0.00197
   2.55700   0.16061   0.00403  -0.00198
   2.55800   0.16077   0.00404  -0.00199
   2.55900   0.16094   0.00405  -0.00200
   2.56000   0.16110   0.00406  -0.00202
   2.56100   0.16127   0.00407  -0.00203
   2.56200   0.16143   0.00409  -0.00204
   2.56300   0.16160   0.00410  -0.00206
   2.56400   0.16177   0.00411  -0.00207
   2.56500   0.16193   0.00412  -0.00208
   2.56600   0.16197   0.00412  -0.00209
   2.56700   0.16200   0.00412  -0.00209
   2.56800   0.16204   0.00412  -0.00210
   2.56900   0.16207   0.00413  -0.00210
   2.57000   0.16211   0.00413  -0.00211
   2.57100   0.16214   0.00413  -0.00211
   2.57200   0.16218   0.00413  -0.00212
   2.57300   0.16221   0.00413  -0.00212
   2.57400   0.16225   0.00413  -0.00213
   2.57500   0.16229   0.00413  -0.00213
   2.57600   0.16207   0.00415  -0.00214
   2.57700   0.16185   0.00417  -0.00215
   2.57800   0.16163   0.00419  -0.00215
   2.57900   0.16141   0.00421  -0.00216
   2.58000   0.16119   0.00423  -0.00216
   2.58100   0.16097   0.00425  -0.00217
   2.58200   0.16075   0.00427  -0.00218
   2.58300   0.16052   0.00429  -0.00218
   2.58400   0.16030   0.00431  -0.00219
