# FORPRINT: Thu Feb 23 22:02:41 2017
#  lam[um]   F2/F1    F2/F1err-  F2/F1err+
   2.66000   0.16380   0.00479  -0.00269
   2.66100   0.16376   0.00479  -0.00269
   2.66200   0.16372   0.00480  -0.00268
   2.66300   0.16368   0.00480  -0.00268
   2.66400   0.16363   0.00480  -0.00268
   2.66500   0.16359   0.00481  -0.00268
   2.66600   0.16395   0.00481  -0.00269
   2.66700   0.16431   0.00482  -0.00271
   2.66800   0.16468   0.00482  -0.00272
   2.66900   0.16504   0.00482  -0.00274
   2.67000   0.16540   0.00483  -0.00276
   2.67100   0.16577   0.00483  -0.00277
   2.67200   0.16613   0.00484  -0.00279
   2.67300   0.16650   0.00484  -0.00280
   2.67400   0.16687   0.00484  -0.00282
   2.67500   0.16723   0.00485  -0.00284
   2.67600   0.16708   0.00484  -0.00283
   2.67700   0.16692   0.00483  -0.00282
   2.67800   0.16676   0.00482  -0.00281
   2.67900   0.16660   0.00481  -0.00280
   2.68000   0.16644   0.00480  -0.00279
   2.68100   0.16628   0.00479  -0.00278
   2.68200   0.16613   0.00479  -0.00278
   2.68300   0.16597   0.00478  -0.00277
   2.68400   0.16581   0.00477  -0.00276
   2.68500   0.16565   0.00476  -0.00275
   2.68600   0.16557   0.00477  -0.00275
   2.68700   0.16550   0.00477  -0.00276
   2.68800   0.16542   0.00478  -0.00276
   2.68900   0.16535   0.00479  -0.00277
   2.69000   0.16527   0.00480  -0.00277
   2.69100   0.16519   0.00481  -0.00278
   2.69200   0.16511   0.00482  -0.00278
   2.69300   0.16504   0.00482  -0.00279
   2.69400   0.16496   0.00483  -0.00279
   2.69500   0.16488   0.00484  -0.00279
   2.69600   0.16495   0.00484  -0.00280
   2.69700   0.16502   0.00484  -0.00280
   2.69800   0.16510   0.00484  -0.00280
   2.69900   0.16517   0.00484  -0.00280
   2.70000   0.16524   0.00484  -0.00280
   2.70100   0.16531   0.00484  -0.00281
   2.70200   0.16538   0.00484  -0.00281
   2.70300   0.16545   0.00484  -0.00281
   2.70400   0.16553   0.00484  -0.00281
   2.70500   0.16560   0.00484  -0.00282
   2.70600   0.16563   0.00485  -0.00282
   2.70700   0.16567   0.00486  -0.00283
   2.70800   0.16571   0.00486  -0.00284
   2.70900   0.16575   0.00487  -0.00285
   2.71000   0.16578   0.00488  -0.00286
   2.71100   0.16582   0.00489  -0.00287
   2.71200   0.16586   0.00490  -0.00288
   2.71300   0.16589   0.00491  -0.00288
   2.71400   0.16593   0.00492  -0.00289
   2.71500   0.16597   0.00493  -0.00290
   2.71600   0.16599   0.00493  -0.00291
   2.71700   0.16602   0.00493  -0.00291
   2.71800   0.16605   0.00494  -0.00291
   2.71900   0.16607   0.00494  -0.00292
   2.72000   0.16610   0.00494  -0.00292
   2.72100   0.16612   0.00495  -0.00292
   2.72200   0.16615   0.00495  -0.00293
   2.72300   0.16617   0.00495  -0.00293
   2.72400   0.16620   0.00496  -0.00293
   2.72500   0.16622   0.00496  -0.00294
   2.72600   0.16621   0.00496  -0.00294
   2.72700   0.16620   0.00497  -0.00294
   2.72800   0.16618   0.00497  -0.00294
   2.72900   0.16617   0.00497  -0.00294
   2.73000   0.16615   0.00497  -0.00294
   2.73100   0.16614   0.00498  -0.00294
   2.73200   0.16612   0.00498  -0.00294
   2.73300   0.16611   0.00498  -0.00294
   2.73400   0.16610   0.00498  -0.00295
   2.73500   0.16608   0.00499  -0.00295
   2.73600   0.16615   0.00499  -0.00295
   2.73700   0.16622   0.00499  -0.00295
   2.73800   0.16629   0.00499  -0.00295
   2.73900   0.16636   0.00499  -0.00295
   2.74000   0.16643   0.00499  -0.00296
   2.74100   0.16650   0.00499  -0.00296
   2.74200   0.16657   0.00499  -0.00296
   2.74300   0.16664   0.00499  -0.00296
   2.74400   0.16671   0.00500  -0.00297
   2.74500   0.16678   0.00500  -0.00297
   2.74600   0.16705   0.00502  -0.00299
   2.74700   0.16731   0.00504  -0.00301
   2.74800   0.16758   0.00506  -0.00303
   2.74900   0.16785   0.00508  -0.00304
   2.75000   0.16811   0.00510  -0.00306
   2.75100   0.16838   0.00512  -0.00308
   2.75200   0.16866   0.00514  -0.00310
   2.75300   0.16893   0.00516  -0.00312
   2.75400   0.16920   0.00518  -0.00314
   2.75500   0.16948   0.00520  -0.00316
   2.75600   0.16933   0.00520  -0.00316
   2.75700   0.16918   0.00520  -0.00316
   2.75800   0.16903   0.00520  -0.00316
   2.75900   0.16888   0.00521  -0.00315
   2.76000   0.16873   0.00521  -0.00315
   2.76100   0.16858   0.00521  -0.00315
   2.76200   0.16843   0.00521  -0.00314
   2.76300   0.16828   0.00521  -0.00314
   2.76400   0.16813   0.00521  -0.00314
   2.76500   0.16797   0.00521  -0.00314
   2.76600   0.16787   0.00521  -0.00313
   2.76700   0.16776   0.00521  -0.00313
   2.76800   0.16765   0.00521  -0.00313
   2.76900   0.16755   0.00521  -0.00313
   2.77000   0.16744   0.00520  -0.00313
   2.77100   0.16733   0.00520  -0.00312
   2.77200   0.16722   0.00520  -0.00312
   2.77300   0.16712   0.00520  -0.00312
   2.77400   0.16701   0.00520  -0.00312
   2.77500   0.16690   0.00519  -0.00312
   2.77600   0.16694   0.00519  -0.00312
   2.77700   0.16697   0.00520  -0.00312
   2.77800   0.16701   0.00520  -0.00312
   2.77900   0.16704   0.00520  -0.00312
   2.78000   0.16708   0.00520  -0.00313
   2.78100   0.16711   0.00520  -0.00313
   2.78200   0.16715   0.00520  -0.00313
   2.78300   0.16718   0.00520  -0.00313
   2.78400   0.16722   0.00521  -0.00313
   2.78500   0.16726   0.00521  -0.00314
   2.78600   0.16729   0.00521  -0.00314
   2.78700   0.16733   0.00521  -0.00314
   2.78800   0.16737   0.00521  -0.00314
   2.78900   0.16741   0.00521  -0.00314
   2.79000   0.16745   0.00521  -0.00314
   2.79100   0.16749   0.00521  -0.00315
   2.79200   0.16753   0.00521  -0.00315
   2.79300   0.16757   0.00521  -0.00315
   2.79400   0.16761   0.00521  -0.00315
   2.79500   0.16765   0.00521  -0.00315
   2.79600   0.16765   0.00521  -0.00316
   2.79700   0.16765   0.00521  -0.00316
   2.79800   0.16764   0.00522  -0.00316
   2.79900   0.16764   0.00522  -0.00316
   2.80000   0.16764   0.00522  -0.00316
   2.80100   0.16764   0.00523  -0.00316
   2.80200   0.16764   0.00523  -0.00316
   2.80300   0.16764   0.00523  -0.00317
   2.80400   0.16764   0.00524  -0.00317
   2.80500   0.16764   0.00524  -0.00317
   2.80600   0.16762   0.00523  -0.00316
   2.80700   0.16761   0.00523  -0.00316
   2.80800   0.16760   0.00522  -0.00315
   2.80900   0.16758   0.00522  -0.00314
   2.81000   0.16757   0.00521  -0.00314
   2.81100   0.16755   0.00520  -0.00313
   2.81200   0.16754   0.00520  -0.00312
   2.81300   0.16753   0.00519  -0.00312
   2.81400   0.16751   0.00518  -0.00311
   2.81500   0.16750   0.00518  -0.00311
   2.81600   0.16753   0.00519  -0.00312
   2.81700   0.16756   0.00520  -0.00313
   2.81800   0.16760   0.00522  -0.00314
   2.81900   0.16763   0.00523  -0.00315
   2.82000   0.16766   0.00524  -0.00316
   2.82100   0.16770   0.00525  -0.00317
   2.82200   0.16773   0.00527  -0.00318
   2.82300   0.16777   0.00528  -0.00319
   2.82400   0.16780   0.00529  -0.00320
   2.82500   0.16783   0.00530  -0.00322
   2.82600   0.16787   0.00530  -0.00322
   2.82700   0.16790   0.00530  -0.00322
   2.82800   0.16793   0.00530  -0.00322
   2.82900   0.16796   0.00530  -0.00322
   2.83000   0.16800   0.00530  -0.00322
   2.83100   0.16803   0.00530  -0.00322
   2.83200   0.16806   0.00530  -0.00322
   2.83300   0.16809   0.00530  -0.00323
   2.83400   0.16813   0.00530  -0.00323
   2.83500   0.16816   0.00530  -0.00323
   2.83600   0.16818   0.00532  -0.00324
   2.83700   0.16819   0.00533  -0.00324
   2.83800   0.16821   0.00534  -0.00325
   2.83900   0.16822   0.00535  -0.00326
   2.84000   0.16824   0.00536  -0.00327
   2.84100   0.16825   0.00537  -0.00327
   2.84200   0.16827   0.00538  -0.00328
   2.84300   0.16829   0.00539  -0.00329
   2.84400   0.16830   0.00540  -0.00330
   2.84500   0.16832   0.00541  -0.00330
   2.84600   0.16831   0.00541  -0.00330
   2.84700   0.16831   0.00541  -0.00330
   2.84800   0.16831   0.00540  -0.00330
   2.84900   0.16830   0.00540  -0.00329
   2.85000   0.16830   0.00540  -0.00329
   2.85100   0.16829   0.00539  -0.00329
   2.85200   0.16829   0.00539  -0.00328
   2.85300   0.16829   0.00539  -0.00328
   2.85400   0.16828   0.00538  -0.00328
   2.85500   0.16828   0.00538  -0.00328
   2.85600   0.16837   0.00539  -0.00328
   2.85700   0.16847   0.00540  -0.00329
   2.85800   0.16857   0.00541  -0.00330
   2.85900   0.16867   0.00542  -0.00330
   2.86000   0.16876   0.00543  -0.00331
   2.86100   0.16886   0.00544  -0.00332
   2.86200   0.16896   0.00545  -0.00333
   2.86300   0.16906   0.00546  -0.00333
   2.86400   0.16916   0.00547  -0.00334
   2.86500   0.16926   0.00548  -0.00335
   2.86600   0.16953   0.00549  -0.00336
   2.86700   0.16981   0.00550  -0.00338
   2.86800   0.17009   0.00551  -0.00339
   2.86900   0.17036   0.00553  -0.00340
   2.87000   0.17064   0.00554  -0.00342
   2.87100   0.17092   0.00555  -0.00343
   2.87200   0.17121   0.00556  -0.00344
   2.87300   0.17149   0.00558  -0.00346
   2.87400   0.17178   0.00559  -0.00347
   2.87500   0.17206   0.00560  -0.00349
   2.87600   0.17176   0.00559  -0.00348
   2.87700   0.17145   0.00558  -0.00346
   2.87800   0.17114   0.00557  -0.00345
   2.87900   0.17084   0.00556  -0.00344
   2.88000   0.17053   0.00555  -0.00343
   2.88100   0.17023   0.00554  -0.00342
   2.88200   0.16993   0.00553  -0.00341
   2.88300   0.16962   0.00551  -0.00339
   2.88400   0.16932   0.00550  -0.00338
   2.88500   0.16902   0.00549  -0.00337
   2.88600   0.16899   0.00549  -0.00337
   2.88700   0.16896   0.00549  -0.00337
   2.88800   0.16893   0.00549  -0.00337
   2.88900   0.16890   0.00549  -0.00337
   2.89000   0.16887   0.00550  -0.00337
   2.89100   0.16885   0.00550  -0.00337
   2.89200   0.16882   0.00550  -0.00336
   2.89300   0.16879   0.00550  -0.00336
   2.89400   0.16876   0.00550  -0.00336
   2.89500   0.16873   0.00550  -0.00336
   2.89600   0.16872   0.00549  -0.00336
   2.89700   0.16872   0.00549  -0.00335
   2.89800   0.16871   0.00548  -0.00335
   2.89900   0.16871   0.00547  -0.00334
   2.90000   0.16870   0.00547  -0.00334
   2.90100   0.16870   0.00546  -0.00333
   2.90200   0.16869   0.00545  -0.00333
   2.90300   0.16868   0.00545  -0.00332
   2.90400   0.16868   0.00544  -0.00331
   2.90500   0.16867   0.00544  -0.00331
   2.90600   0.16870   0.00544  -0.00331
   2.90700   0.16873   0.00544  -0.00331
   2.90800   0.16876   0.00544  -0.00331
   2.90900   0.16879   0.00545  -0.00332
   2.91000   0.16882   0.00545  -0.00332
   2.91100   0.16885   0.00545  -0.00332
   2.91200   0.16888   0.00545  -0.00332
   2.91300   0.16891   0.00546  -0.00332
   2.91400   0.16894   0.00546  -0.00332
   2.91500   0.16897   0.00546  -0.00333
   2.91600   0.16884   0.00545  -0.00331
   2.91700   0.16872   0.00544  -0.00329
   2.91800   0.16860   0.00542  -0.00327
   2.91900   0.16848   0.00541  -0.00326
   2.92000   0.16836   0.00540  -0.00324
   2.92100   0.16824   0.00538  -0.00322
   2.92200   0.16811   0.00537  -0.00320
   2.92300   0.16799   0.00536  -0.00319
   2.92400   0.16787   0.00534  -0.00317
   2.92500   0.16774   0.00533  -0.00315
   2.92600   0.16785   0.00535  -0.00317
   2.92700   0.16796   0.00537  -0.00319
   2.92800   0.16807   0.00538  -0.00321
   2.92900   0.16818   0.00540  -0.00323
   2.93000   0.16829   0.00542  -0.00325
   2.93100   0.16839   0.00544  -0.00327
   2.93200   0.16850   0.00545  -0.00329
   2.93300   0.16861   0.00547  -0.00331
   2.93400   0.16872   0.00549  -0.00332
   2.93500   0.16883   0.00551  -0.00334
   2.93600   0.16885   0.00552  -0.00336
   2.93700   0.16888   0.00554  -0.00337
   2.93800   0.16890   0.00555  -0.00338
   2.93900   0.16892   0.00557  -0.00339
   2.94000   0.16895   0.00558  -0.00341
   2.94100   0.16897   0.00560  -0.00342
   2.94200   0.16899   0.00561  -0.00343
   2.94300   0.16902   0.00563  -0.00345
   2.94400   0.16904   0.00564  -0.00346
   2.94500   0.16907   0.00566  -0.00347
   2.94600   0.16906   0.00566  -0.00347
   2.94700   0.16906   0.00566  -0.00347
   2.94800   0.16906   0.00565  -0.00346
   2.94900   0.16906   0.00565  -0.00346
   2.95000   0.16906   0.00565  -0.00346
   2.95100   0.16906   0.00565  -0.00345
   2.95200   0.16906   0.00565  -0.00345
   2.95300   0.16906   0.00564  -0.00345
   2.95400   0.16905   0.00564  -0.00345
   2.95500   0.16905   0.00564  -0.00344
   2.95600   0.16907   0.00564  -0.00344
   2.95700   0.16909   0.00564  -0.00344
   2.95800   0.16912   0.00564  -0.00344
   2.95900   0.16914   0.00564  -0.00344
   2.96000   0.16916   0.00564  -0.00344
   2.96100   0.16918   0.00564  -0.00344
   2.96200   0.16920   0.00564  -0.00344
   2.96300   0.16922   0.00564  -0.00344
   2.96400   0.16924   0.00564  -0.00344
   2.96500   0.16926   0.00564  -0.00344
   2.96600   0.16928   0.00564  -0.00345
   2.96700   0.16930   0.00564  -0.00345
   2.96800   0.16931   0.00564  -0.00345
   2.96900   0.16933   0.00565  -0.00345
   2.97000   0.16935   0.00565  -0.00346
   2.97100   0.16936   0.00565  -0.00346
   2.97200   0.16938   0.00566  -0.00346
   2.97300   0.16940   0.00566  -0.00346
   2.97400   0.16942   0.00566  -0.00347
   2.97500   0.16943   0.00566  -0.00347
   2.97600   0.16942   0.00567  -0.00347
   2.97700   0.16940   0.00567  -0.00347
   2.97800   0.16938   0.00567  -0.00346
   2.97900   0.16937   0.00567  -0.00346
   2.98000   0.16935   0.00567  -0.00346
   2.98100   0.16933   0.00567  -0.00346
   2.98200   0.16932   0.00567  -0.00346
   2.98300   0.16930   0.00568  -0.00346
   2.98400   0.16928   0.00568  -0.00346
   2.98500   0.16927   0.00568  -0.00346
   2.98600   0.16928   0.00568  -0.00346
   2.98700   0.16929   0.00569  -0.00346
   2.98800   0.16930   0.00569  -0.00347
   2.98900   0.16930   0.00569  -0.00347
   2.99000   0.16931   0.00570  -0.00347
   2.99100   0.16932   0.00570  -0.00348
   2.99200   0.16933   0.00571  -0.00348
   2.99300   0.16934   0.00571  -0.00348
   2.99400   0.16935   0.00572  -0.00348
   2.99500   0.16936   0.00572  -0.00349
   2.99600   0.16937   0.00572  -0.00349
   2.99700   0.16938   0.00573  -0.00349
   2.99800   0.16939   0.00573  -0.00350
   2.99900   0.16941   0.00574  -0.00350
   3.00000   0.16942   0.00574  -0.00350
   3.00100   0.16943   0.00575  -0.00351
   3.00200   0.16944   0.00575  -0.00351
   3.00300   0.16945   0.00576  -0.00351
   3.00400   0.16946   0.00576  -0.00352
   3.00500   0.16948   0.00577  -0.00352
   3.00600   0.16949   0.00576  -0.00352
   3.00700   0.16951   0.00576  -0.00352
   3.00800   0.16953   0.00576  -0.00351
   3.00900   0.16954   0.00576  -0.00351
   3.01000   0.16956   0.00575  -0.00351
   3.01100   0.16958   0.00575  -0.00351
   3.01200   0.16960   0.00575  -0.00351
   3.01300   0.16961   0.00574  -0.00350
   3.01400   0.16963   0.00574  -0.00350
   3.01500   0.16965   0.00574  -0.00350
   3.01600   0.16964   0.00574  -0.00350
   3.01700   0.16964   0.00575  -0.00350
   3.01800   0.16963   0.00575  -0.00350
   3.01900   0.16963   0.00575  -0.00350
   3.02000   0.16963   0.00575  -0.00350
   3.02100   0.16962   0.00576  -0.00351
   3.02200   0.16962   0.00576  -0.00351
   3.02300   0.16961   0.00576  -0.00351
   3.02400   0.16961   0.00577  -0.00351
   3.02500   0.16960   0.00577  -0.00351
   3.02600   0.16995   0.00579  -0.00353
   3.02700   0.17029   0.00582  -0.00355
   3.02800   0.17064   0.00585  -0.00357
   3.02900   0.17099   0.00587  -0.00360
   3.03000   0.17135   0.00590  -0.00362
   3.03100   0.17170   0.00593  -0.00364
   3.03200   0.17206   0.00595  -0.00366
   3.03300   0.17242   0.00598  -0.00369
   3.03400   0.17278   0.00601  -0.00371
   3.03500   0.17314   0.00603  -0.00373
   3.03600   0.17299   0.00602  -0.00372
   3.03700   0.17284   0.00601  -0.00371
   3.03800   0.17269   0.00599  -0.00370
   3.03900   0.17254   0.00598  -0.00369
   3.04000   0.17239   0.00597  -0.00368
   3.04100   0.17224   0.00595  -0.00367
   3.04200   0.17209   0.00594  -0.00366
   3.04300   0.17194   0.00593  -0.00364
   3.04400   0.17179   0.00591  -0.00363
   3.04500   0.17164   0.00590  -0.00362
   3.04600   0.17146   0.00590  -0.00362
   3.04700   0.17128   0.00589  -0.00361
   3.04800   0.17109   0.00589  -0.00360
   3.04900   0.17091   0.00588  -0.00360
   3.05000   0.17073   0.00588  -0.00359
   3.05100   0.17055   0.00588  -0.00359
   3.05200   0.17037   0.00587  -0.00358
   3.05300   0.17019   0.00587  -0.00358
   3.05400   0.17000   0.00587  -0.00357
   3.05500   0.16982   0.00586  -0.00356
   3.05600   0.16982   0.00586  -0.00357
   3.05700   0.16982   0.00587  -0.00357
   3.05800   0.16982   0.00587  -0.00357
   3.05900   0.16982   0.00587  -0.00358
   3.06000   0.16982   0.00588  -0.00358
   3.06100   0.16982   0.00588  -0.00358
   3.06200   0.16982   0.00588  -0.00359
   3.06300   0.16981   0.00589  -0.00359
   3.06400   0.16981   0.00589  -0.00359
   3.06500   0.16981   0.00589  -0.00359
   3.06600   0.16981   0.00589  -0.00359
   3.06700   0.16981   0.00589  -0.00359
   3.06800   0.16982   0.00589  -0.00359
   3.06900   0.16982   0.00589  -0.00358
   3.07000   0.16982   0.00588  -0.00358
   3.07100   0.16982   0.00588  -0.00358
   3.07200   0.16982   0.00588  -0.00358
   3.07300   0.16982   0.00588  -0.00357
   3.07400   0.16982   0.00588  -0.00357
   3.07500   0.16982   0.00588  -0.00357
   3.07600   0.16980   0.00587  -0.00357
   3.07700   0.16977   0.00587  -0.00356
   3.07800   0.16974   0.00587  -0.00356
   3.07900   0.16972   0.00587  -0.00356
   3.08000   0.16969   0.00587  -0.00355
   3.08100   0.16967   0.00587  -0.00355
   3.08200   0.16964   0.00587  -0.00355
   3.08300   0.16961   0.00587  -0.00354
   3.08400   0.16959   0.00587  -0.00354
   3.08500   0.16956   0.00587  -0.00354
   3.08600   0.16959   0.00588  -0.00355
   3.08700   0.16963   0.00589  -0.00356
   3.08800   0.16967   0.00590  -0.00357
   3.08900   0.16970   0.00591  -0.00358
   3.09000   0.16974   0.00592  -0.00359
   3.09100   0.16977   0.00593  -0.00360
   3.09200   0.16981   0.00594  -0.00360
   3.09300   0.16985   0.00595  -0.00361
   3.09400   0.16988   0.00596  -0.00362
   3.09500   0.16992   0.00597  -0.00363
   3.09600   0.16993   0.00597  -0.00363
   3.09700   0.16994   0.00596  -0.00362
   3.09800   0.16995   0.00596  -0.00362
   3.09900   0.16995   0.00595  -0.00361
   3.10000   0.16996   0.00595  -0.00361
   3.10100   0.16997   0.00594  -0.00360
   3.10200   0.16998   0.00594  -0.00360
   3.10300   0.16999   0.00593  -0.00359
   3.10400   0.17000   0.00592  -0.00359
   3.10500   0.17001   0.00592  -0.00358
   3.10600   0.16999   0.00593  -0.00359
   3.10700   0.16997   0.00595  -0.00360
   3.10800   0.16995   0.00596  -0.00361
   3.10900   0.16993   0.00598  -0.00361
   3.11000   0.16992   0.00599  -0.00362
   3.11100   0.16990   0.00601  -0.00363
   3.11200   0.16988   0.00602  -0.00363
   3.11300   0.16986   0.00604  -0.00364
   3.11400   0.16984   0.00605  -0.00365
   3.11500   0.16982   0.00607  -0.00366
   3.11600   0.16985   0.00606  -0.00365
   3.11700   0.16989   0.00606  -0.00365
   3.11800   0.16992   0.00605  -0.00365
   3.11900   0.16996   0.00605  -0.00365
   3.12000   0.16999   0.00604  -0.00365
   3.12100   0.17002   0.00604  -0.00365
   3.12200   0.17006   0.00603  -0.00365
   3.12300   0.17009   0.00602  -0.00365
   3.12400   0.17013   0.00602  -0.00364
   3.12500   0.17016   0.00601  -0.00364
   3.12600   0.17015   0.00601  -0.00364
   3.12700   0.17015   0.00600  -0.00364
   3.12800   0.17014   0.00600  -0.00363
   3.12900   0.17013   0.00599  -0.00363
   3.13000   0.17012   0.00599  -0.00363
   3.13100   0.17012   0.00598  -0.00362
   3.13200   0.17011   0.00598  -0.00362
   3.13300   0.17010   0.00598  -0.00362
   3.13400   0.17009   0.00597  -0.00361
   3.13500   0.17009   0.00597  -0.00361
   3.13600   0.17009   0.00597  -0.00361
   3.13700   0.17009   0.00597  -0.00361
   3.13800   0.17010   0.00598  -0.00361
   3.13900   0.17010   0.00598  -0.00362
   3.14000   0.17010   0.00599  -0.00362
   3.14100   0.17010   0.00599  -0.00362
   3.14200   0.17011   0.00599  -0.00362
   3.14300   0.17011   0.00600  -0.00362
   3.14400   0.17011   0.00600  -0.00362
   3.14500   0.17012   0.00601  -0.00362
   3.14600   0.17013   0.00602  -0.00364
   3.14700   0.17014   0.00603  -0.00365
   3.14800   0.17015   0.00605  -0.00366
   3.14900   0.17017   0.00606  -0.00367
   3.15000   0.17018   0.00608  -0.00368
   3.15100   0.17019   0.00609  -0.00369
   3.15200   0.17020   0.00611  -0.00370
   3.15300   0.17022   0.00612  -0.00371
   3.15400   0.17023   0.00614  -0.00372
   3.15500   0.17024   0.00615  -0.00373
   3.15600   0.17020   0.00614  -0.00372
   3.15700   0.17015   0.00613  -0.00371
   3.15800   0.17011   0.00612  -0.00370
   3.15900   0.17006   0.00611  -0.00369
   3.16000   0.17002   0.00610  -0.00368
   3.16100   0.16997   0.00609  -0.00367
   3.16200   0.16993   0.00608  -0.00366
   3.16300   0.16988   0.00607  -0.00365
   3.16400   0.16984   0.00606  -0.00364
   3.16500   0.16979   0.00605  -0.00362
   3.16600   0.16984   0.00605  -0.00363
   3.16700   0.16990   0.00606  -0.00364
   3.16800   0.16995   0.00606  -0.00364
   3.16900   0.17000   0.00607  -0.00365
   3.17000   0.17005   0.00608  -0.00366
   3.17100   0.17011   0.00608  -0.00366
   3.17200   0.17016   0.00609  -0.00367
   3.17300   0.17021   0.00610  -0.00368
   3.17400   0.17027   0.00610  -0.00368
   3.17500   0.17032   0.00611  -0.00369
   3.17600   0.17031   0.00611  -0.00369
   3.17700   0.17030   0.00611  -0.00369
   3.17800   0.17029   0.00611  -0.00369
   3.17900   0.17028   0.00611  -0.00369
   3.18000   0.17027   0.00612  -0.00369
   3.18100   0.17026   0.00612  -0.00369
   3.18200   0.17025   0.00612  -0.00369
   3.18300   0.17024   0.00612  -0.00369
   3.18400   0.17023   0.00612  -0.00369
   3.18500   0.17022   0.00612  -0.00369
   3.18600   0.17022   0.00612  -0.00369
   3.18700   0.17022   0.00612  -0.00369
   3.18800   0.17022   0.00612  -0.00369
   3.18900   0.17022   0.00612  -0.00369
   3.19000   0.17022   0.00612  -0.00369
   3.19100   0.17022   0.00612  -0.00369
   3.19200   0.17022   0.00612  -0.00368
   3.19300   0.17021   0.00612  -0.00368
   3.19400   0.17021   0.00612  -0.00368
   3.19500   0.17021   0.00612  -0.00368
   3.19600   0.17022   0.00612  -0.00368
   3.19700   0.17023   0.00613  -0.00369
   3.19800   0.17024   0.00613  -0.00369
   3.19900   0.17026   0.00613  -0.00369
   3.20000   0.17027   0.00614  -0.00369
   3.20100   0.17028   0.00614  -0.00370
   3.20200   0.17029   0.00615  -0.00370
   3.20300   0.17030   0.00615  -0.00370
   3.20400   0.17031   0.00616  -0.00371
   3.20500   0.17032   0.00616  -0.00371
   3.20600   0.17033   0.00617  -0.00371
   3.20700   0.17034   0.00617  -0.00371
   3.20800   0.17035   0.00618  -0.00372
   3.20900   0.17036   0.00618  -0.00372
   3.21000   0.17037   0.00618  -0.00372
   3.21100   0.17036   0.00618  -0.00372
   3.21200   0.17035   0.00619  -0.00372
   3.21300   0.17034   0.00619  -0.00372
   3.21400   0.17033   0.00619  -0.00372
   3.21500   0.17032   0.00619  -0.00372
   3.21600   0.17031   0.00619  -0.00372
   3.21700   0.17030   0.00619  -0.00372
   3.21800   0.17028   0.00619  -0.00372
   3.21900   0.17027   0.00619  -0.00372
   3.22000   0.17026   0.00619  -0.00372
   3.22100   0.17025   0.00619  -0.00372
   3.22200   0.17024   0.00619  -0.00372
   3.22300   0.17023   0.00619  -0.00371
   3.22400   0.17022   0.00619  -0.00371
   3.22500   0.17020   0.00619  -0.00371
   3.22600   0.17019   0.00620  -0.00371
   3.22700   0.17018   0.00620  -0.00371
   3.22800   0.17017   0.00620  -0.00371
   3.22900   0.17016   0.00620  -0.00371
   3.23000   0.17015   0.00620  -0.00371
   3.23100   0.17015   0.00620  -0.00371
   3.23200   0.17016   0.00620  -0.00372
   3.23300   0.17017   0.00621  -0.00372
   3.23400   0.17018   0.00621  -0.00372
   3.23500   0.17019   0.00621  -0.00372
   3.23600   0.17020   0.00622  -0.00372
   3.23700   0.17021   0.00622  -0.00373
   3.23800   0.17022   0.00622  -0.00373
   3.23900   0.17023   0.00622  -0.00373
   3.24000   0.17023   0.00623  -0.00373
   3.24100   0.17024   0.00623  -0.00374
   3.24200   0.17025   0.00623  -0.00374
   3.24300   0.17026   0.00624  -0.00374
   3.24400   0.17027   0.00624  -0.00374
   3.24500   0.17028   0.00624  -0.00375
   3.24600   0.17029   0.00625  -0.00375
   3.24700   0.17030   0.00625  -0.00375
   3.24800   0.17031   0.00625  -0.00375
   3.24900   0.17032   0.00625  -0.00376
   3.25000   0.17033   0.00626  -0.00376
   3.25100   0.17033   0.00626  -0.00376
   3.25200   0.17033   0.00626  -0.00376
   3.25300   0.17033   0.00627  -0.00376
   3.25400   0.17033   0.00627  -0.00376
   3.25500   0.17033   0.00627  -0.00376
   3.25600   0.17034   0.00627  -0.00376
   3.25700   0.17034   0.00628  -0.00377
   3.25800   0.17034   0.00628  -0.00377
   3.25900   0.17034   0.00628  -0.00377
   3.26000   0.17034   0.00628  -0.00377
   3.26100   0.17035   0.00629  -0.00377
   3.26200   0.17035   0.00629  -0.00377
   3.26300   0.17035   0.00629  -0.00377
   3.26400   0.17035   0.00629  -0.00377
   3.26500   0.17035   0.00630  -0.00377
   3.26600   0.17035   0.00630  -0.00377
   3.26700   0.17036   0.00630  -0.00377
   3.26800   0.17036   0.00631  -0.00377
   3.26900   0.17036   0.00631  -0.00378
   3.27000   0.17036   0.00631  -0.00378
   3.27100   0.17052   0.00632  -0.00379
   3.27200   0.17067   0.00633  -0.00379
   3.27300   0.17083   0.00634  -0.00380
   3.27400   0.17099   0.00635  -0.00381
   3.27500   0.17114   0.00637  -0.00382
   3.27600   0.17130   0.00638  -0.00383
   3.27700   0.17146   0.00639  -0.00384
   3.27800   0.17162   0.00640  -0.00385
   3.27900   0.17178   0.00641  -0.00386
   3.28000   0.17194   0.00642  -0.00387
   3.28100   0.17210   0.00643  -0.00388
   3.28200   0.17226   0.00645  -0.00388
   3.28300   0.17243   0.00646  -0.00389
   3.28400   0.17259   0.00647  -0.00390
   3.28500   0.17275   0.00648  -0.00391
   3.28600   0.17292   0.00649  -0.00392
   3.28700   0.17308   0.00650  -0.00393
   3.28800   0.17324   0.00651  -0.00394
   3.28900   0.17341   0.00653  -0.00395
   3.29000   0.17358   0.00654  -0.00396
   3.29100   0.17345   0.00653  -0.00395
   3.29200   0.17332   0.00653  -0.00395
