# FORPRINT: Tue Nov 29 08:32:13 2016
# lambda[um]  F1       F2
   3.50700  1.11e-11  1.90e-12
   3.50800  1.11e-11  1.90e-12
   3.50900  1.11e-11  1.90e-12
   3.51000  1.11e-11  1.90e-12
   3.51100  1.11e-11  1.90e-12
   3.51200  1.11e-11  1.89e-12
   3.51300  1.11e-11  1.89e-12
   3.51400  1.11e-11  1.89e-12
   3.51500  1.11e-11  1.89e-12
   3.51600  1.10e-11  1.89e-12
   3.51700  1.10e-11  1.89e-12
   3.51800  1.10e-11  1.88e-12
   3.51900  1.10e-11  1.88e-12
   3.52000  1.10e-11  1.88e-12
   3.52100  1.10e-11  1.88e-12
   3.52200  1.10e-11  1.88e-12
   3.52300  1.10e-11  1.88e-12
   3.52400  1.10e-11  1.87e-12
   3.52500  1.10e-11  1.87e-12
   3.52600  1.09e-11  1.87e-12
   3.52700  1.09e-11  1.87e-12
   3.52800  1.09e-11  1.87e-12
   3.52900  1.09e-11  1.87e-12
   3.53000  1.09e-11  1.87e-12
   3.53100  1.09e-11  1.86e-12
   3.53200  1.09e-11  1.86e-12
   3.53300  1.09e-11  1.86e-12
   3.53400  1.09e-11  1.86e-12
   3.53500  1.09e-11  1.86e-12
   3.53600  1.09e-11  1.86e-12
   3.53700  1.09e-11  1.86e-12
   3.53800  1.08e-11  1.85e-12
   3.53900  1.08e-11  1.85e-12
   3.54000  1.08e-11  1.85e-12
   3.54100  1.08e-11  1.85e-12
   3.54200  1.08e-11  1.85e-12
   3.54300  1.08e-11  1.85e-12
   3.54400  1.08e-11  1.85e-12
   3.54500  1.08e-11  1.85e-12
   3.54600  1.08e-11  1.84e-12
   3.54700  1.08e-11  1.84e-12
   3.54800  1.08e-11  1.84e-12
   3.54900  1.08e-11  1.84e-12
   3.55000  1.07e-11  1.84e-12
   3.55100  1.07e-11  1.84e-12
   3.55200  1.07e-11  1.84e-12
   3.55300  1.07e-11  1.83e-12
   3.55400  1.07e-11  1.83e-12
   3.55500  1.07e-11  1.83e-12
   3.55600  1.07e-11  1.83e-12
   3.55700  1.07e-11  1.83e-12
   3.55800  1.07e-11  1.83e-12
   3.55900  1.07e-11  1.83e-12
   3.56000  1.07e-11  1.82e-12
   3.56100  1.06e-11  1.82e-12
   3.56200  1.06e-11  1.82e-12
   3.56300  1.06e-11  1.82e-12
   3.56400  1.06e-11  1.82e-12
   3.56500  1.06e-11  1.82e-12
   3.56600  1.06e-11  1.81e-12
   3.56700  1.06e-11  1.81e-12
   3.56800  1.06e-11  1.81e-12
   3.56900  1.06e-11  1.81e-12
   3.57000  1.06e-11  1.81e-12
   3.57100  1.06e-11  1.81e-12
   3.57200  1.06e-11  1.81e-12
   3.57300  1.05e-11  1.80e-12
   3.57400  1.05e-11  1.80e-12
   3.57500  1.05e-11  1.80e-12
   3.57600  1.05e-11  1.80e-12
   3.57700  1.05e-11  1.80e-12
   3.57800  1.05e-11  1.80e-12
   3.57900  1.05e-11  1.80e-12
   3.58000  1.05e-11  1.79e-12
   3.58100  1.05e-11  1.79e-12
   3.58200  1.05e-11  1.79e-12
   3.58300  1.05e-11  1.79e-12
   3.58400  1.05e-11  1.79e-12
   3.58500  1.04e-11  1.79e-12
   3.58600  1.04e-11  1.79e-12
   3.58700  1.04e-11  1.79e-12
   3.58800  1.04e-11  1.78e-12
   3.58900  1.04e-11  1.78e-12
   3.59000  1.04e-11  1.78e-12
   3.59100  1.04e-11  1.78e-12
   3.59200  1.04e-11  1.78e-12
   3.59300  1.04e-11  1.78e-12
   3.59400  1.04e-11  1.78e-12
   3.59500  1.04e-11  1.77e-12
   3.59600  1.04e-11  1.77e-12
   3.59700  1.04e-11  1.77e-12
   3.59800  1.03e-11  1.77e-12
   3.59900  1.03e-11  1.77e-12
   3.60000  1.03e-11  1.77e-12
   3.60100  1.03e-11  1.77e-12
   3.60200  1.03e-11  1.77e-12
   3.60300  1.03e-11  1.76e-12
   3.60400  1.03e-11  1.76e-12
   3.60500  1.03e-11  1.76e-12
   3.60600  1.03e-11  1.76e-12
   3.60700  1.03e-11  1.76e-12
   3.60800  1.03e-11  1.76e-12
   3.60900  1.03e-11  1.76e-12
   3.61000  1.03e-11  1.76e-12
   3.61100  1.02e-11  1.75e-12
   3.61200  1.02e-11  1.75e-12
   3.61300  1.02e-11  1.75e-12
   3.61400  1.02e-11  1.75e-12
   3.61500  1.02e-11  1.75e-12
   3.61600  1.02e-11  1.75e-12
   3.61700  1.02e-11  1.75e-12
   3.61800  1.02e-11  1.75e-12
   3.61900  1.02e-11  1.74e-12
   3.62000  1.02e-11  1.74e-12
   3.62100  1.02e-11  1.74e-12
   3.62200  1.02e-11  1.74e-12
   3.62300  1.02e-11  1.74e-12
   3.62400  1.01e-11  1.74e-12
   3.62500  1.01e-11  1.74e-12
   3.62600  1.01e-11  1.73e-12
   3.62700  1.01e-11  1.73e-12
   3.62800  1.01e-11  1.73e-12
   3.62900  1.01e-11  1.73e-12
   3.63000  1.01e-11  1.73e-12
   3.63100  1.01e-11  1.73e-12
   3.63200  1.01e-11  1.73e-12
   3.63300  1.01e-11  1.72e-12
   3.63400  1.01e-11  1.72e-12
   3.63500  1.01e-11  1.72e-12
   3.63600  1.00e-11  1.72e-12
   3.63700  1.00e-11  1.72e-12
   3.63800  1.00e-11  1.72e-12
   3.63900  1.00e-11  1.72e-12
   3.64000  1.00e-11  1.71e-12
   3.64100  1.00e-11  1.71e-12
   3.64200  9.99e-12  1.71e-12
   3.64300  9.98e-12  1.71e-12
   3.64400  9.97e-12  1.71e-12
   3.64500  9.97e-12  1.71e-12
   3.64600  9.96e-12  1.71e-12
   3.64700  9.95e-12  1.70e-12
   3.64800  9.94e-12  1.70e-12
   3.64900  9.93e-12  1.70e-12
   3.65000  9.92e-12  1.70e-12
   3.65100  9.91e-12  1.70e-12
   3.65200  9.91e-12  1.70e-12
   3.65300  9.90e-12  1.70e-12
   3.65400  9.89e-12  1.69e-12
   3.65500  9.88e-12  1.69e-12
   3.65600  9.88e-12  1.69e-12
   3.65700  9.87e-12  1.69e-12
   3.65800  9.86e-12  1.69e-12
   3.65900  9.85e-12  1.69e-12
   3.66000  9.84e-12  1.69e-12
   3.66100  9.84e-12  1.68e-12
   3.66200  9.83e-12  1.68e-12
   3.66300  9.82e-12  1.68e-12
   3.66400  9.81e-12  1.68e-12
   3.66500  9.81e-12  1.68e-12
   3.66600  9.80e-12  1.68e-12
   3.66700  9.79e-12  1.68e-12
   3.66800  9.78e-12  1.68e-12
   3.66900  9.77e-12  1.67e-12
   3.67000  9.77e-12  1.67e-12
   3.67100  9.76e-12  1.67e-12
   3.67200  9.75e-12  1.67e-12
   3.67300  9.74e-12  1.67e-12
   3.67400  9.73e-12  1.67e-12
   3.67500  9.72e-12  1.67e-12
   3.67600  9.71e-12  1.66e-12
   3.67700  9.70e-12  1.66e-12
   3.67800  9.69e-12  1.66e-12
   3.67900  9.68e-12  1.66e-12
   3.68000  9.67e-12  1.66e-12
   3.68100  9.66e-12  1.66e-12
   3.68200  9.65e-12  1.65e-12
   3.68300  9.65e-12  1.65e-12
   3.68400  9.64e-12  1.65e-12
   3.68500  9.63e-12  1.65e-12
   3.68600  9.62e-12  1.65e-12
   3.68700  9.61e-12  1.65e-12
   3.68800  9.60e-12  1.65e-12
   3.68900  9.59e-12  1.64e-12
   3.69000  9.58e-12  1.64e-12
   3.69100  9.57e-12  1.64e-12
   3.69200  9.57e-12  1.64e-12
   3.69300  9.56e-12  1.64e-12
   3.69400  9.55e-12  1.64e-12
   3.69500  9.54e-12  1.64e-12
   3.69600  9.54e-12  1.64e-12
   3.69700  9.53e-12  1.63e-12
   3.69800  9.52e-12  1.63e-12
   3.69900  9.52e-12  1.63e-12
   3.70000  9.51e-12  1.63e-12
   3.70100  9.50e-12  1.63e-12
   3.70200  9.50e-12  1.63e-12
   3.70300  9.49e-12  1.63e-12
   3.70400  9.48e-12  1.63e-12
   3.70500  9.47e-12  1.62e-12
   3.70600  9.47e-12  1.62e-12
   3.70700  9.46e-12  1.62e-12
   3.70800  9.45e-12  1.62e-12
   3.70900  9.45e-12  1.62e-12
   3.71000  9.44e-12  1.62e-12
   3.71100  9.43e-12  1.62e-12
   3.71200  9.42e-12  1.62e-12
   3.71300  9.41e-12  1.61e-12
   3.71400  9.40e-12  1.61e-12
   3.71500  9.39e-12  1.61e-12
   3.71600  9.38e-12  1.61e-12
   3.71700  9.38e-12  1.61e-12
   3.71800  9.37e-12  1.61e-12
   3.71900  9.36e-12  1.61e-12
   3.72000  9.35e-12  1.61e-12
   3.72100  9.34e-12  1.61e-12
   3.72200  9.33e-12  1.61e-12
   3.72300  9.32e-12  1.61e-12
   3.72400  9.31e-12  1.61e-12
   3.72500  9.30e-12  1.60e-12
   3.72600  9.29e-12  1.60e-12
   3.72700  9.28e-12  1.60e-12
   3.72800  9.28e-12  1.60e-12
   3.72900  9.27e-12  1.60e-12
   3.73000  9.26e-12  1.60e-12
   3.73100  9.25e-12  1.60e-12
   3.73200  9.23e-12  1.60e-12
   3.73300  9.22e-12  1.60e-12
   3.73400  9.21e-12  1.59e-12
   3.73500  9.20e-12  1.59e-12
   3.73600  9.19e-12  1.59e-12
   3.73700  9.18e-12  1.59e-12
   3.73800  9.16e-12  1.59e-12
   3.73900  9.15e-12  1.59e-12
   3.74000  9.14e-12  1.59e-12
   3.74100  9.13e-12  1.58e-12
   3.74200  9.12e-12  1.58e-12
   3.74300  9.10e-12  1.58e-12
   3.74400  9.09e-12  1.58e-12
   3.74500  9.08e-12  1.58e-12
   3.74600  9.07e-12  1.58e-12
   3.74700  9.06e-12  1.58e-12
   3.74800  9.05e-12  1.57e-12
   3.74900  9.03e-12  1.57e-12
   3.75000  9.02e-12  1.57e-12
   3.75100  9.02e-12  1.57e-12
   3.75200  9.03e-12  1.57e-12
   3.75300  9.03e-12  1.57e-12
   3.75400  9.03e-12  1.57e-12
   3.75500  9.03e-12  1.57e-12
   3.75600  9.03e-12  1.57e-12
   3.75700  9.03e-12  1.56e-12
   3.75800  9.03e-12  1.56e-12
   3.75900  9.03e-12  1.56e-12
   3.76000  9.03e-12  1.56e-12
   3.76100  9.04e-12  1.56e-12
   3.76200  9.04e-12  1.56e-12
   3.76300  9.04e-12  1.56e-12
   3.76400  9.04e-12  1.56e-12
   3.76500  9.04e-12  1.56e-12
   3.76600  9.04e-12  1.56e-12
   3.76700  9.04e-12  1.56e-12
   3.76800  9.04e-12  1.56e-12
   3.76900  9.05e-12  1.55e-12
   3.77000  9.05e-12  1.55e-12
   3.77100  9.04e-12  1.55e-12
   3.77200  9.03e-12  1.55e-12
   3.77300  9.03e-12  1.55e-12
   3.77400  9.02e-12  1.55e-12
   3.77500  9.01e-12  1.55e-12
   3.77600  9.01e-12  1.55e-12
   3.77700  9.00e-12  1.55e-12
   3.77800  8.99e-12  1.54e-12
   3.77900  8.99e-12  1.54e-12
   3.78000  8.98e-12  1.54e-12
   3.78100  8.97e-12  1.54e-12
   3.78200  8.97e-12  1.54e-12
   3.78300  8.96e-12  1.54e-12
   3.78400  8.95e-12  1.54e-12
   3.78500  8.95e-12  1.54e-12
   3.78600  8.94e-12  1.53e-12
   3.78700  8.93e-12  1.53e-12
   3.78800  8.93e-12  1.53e-12
   3.78900  8.92e-12  1.53e-12
   3.79000  8.91e-12  1.53e-12
   3.79100  8.91e-12  1.53e-12
   3.79200  8.90e-12  1.53e-12
   3.79300  8.89e-12  1.53e-12
   3.79400  8.89e-12  1.53e-12
   3.79500  8.88e-12  1.52e-12
   3.79600  8.87e-12  1.52e-12
   3.79700  8.87e-12  1.52e-12
   3.79800  8.86e-12  1.52e-12
   3.79900  8.85e-12  1.52e-12
   3.80000  8.85e-12  1.52e-12
   3.80100  8.84e-12  1.52e-12
   3.80200  8.84e-12  1.52e-12
   3.80300  8.83e-12  1.52e-12
   3.80400  8.82e-12  1.52e-12
   3.80500  8.82e-12  1.51e-12
   3.80600  8.81e-12  1.51e-12
   3.80700  8.80e-12  1.51e-12
   3.80800  8.80e-12  1.51e-12
   3.80900  8.79e-12  1.51e-12
   3.81000  8.78e-12  1.51e-12
   3.81100  8.78e-12  1.51e-12
   3.81200  8.77e-12  1.51e-12
   3.81300  8.77e-12  1.51e-12
   3.81400  8.76e-12  1.51e-12
   3.81500  8.76e-12  1.50e-12
   3.81600  8.75e-12  1.50e-12
   3.81700  8.74e-12  1.50e-12
   3.81800  8.74e-12  1.50e-12
   3.81900  8.73e-12  1.50e-12
   3.82000  8.73e-12  1.50e-12
   3.82100  8.72e-12  1.50e-12
   3.82200  8.72e-12  1.50e-12
   3.82300  8.71e-12  1.50e-12
   3.82400  8.70e-12  1.50e-12
   3.82500  8.70e-12  1.49e-12
   3.82600  8.69e-12  1.49e-12
   3.82700  8.69e-12  1.49e-12
   3.82800  8.68e-12  1.49e-12
   3.82900  8.67e-12  1.49e-12
   3.83000  8.67e-12  1.49e-12
   3.83100  8.66e-12  1.49e-12
   3.83200  8.66e-12  1.49e-12
   3.83300  8.65e-12  1.49e-12
   3.83400  8.65e-12  1.49e-12
   3.83500  8.64e-12  1.48e-12
   3.83600  8.63e-12  1.48e-12
   3.83700  8.63e-12  1.48e-12
   3.83800  8.62e-12  1.48e-12
   3.83900  8.62e-12  1.48e-12
   3.84000  8.61e-12  1.48e-12
   3.84100  8.61e-12  1.48e-12
   3.84200  8.60e-12  1.48e-12
   3.84300  8.59e-12  1.48e-12
   3.84400  8.59e-12  1.47e-12
   3.84500  8.58e-12  1.47e-12
   3.84600  8.58e-12  1.47e-12
   3.84700  8.57e-12  1.47e-12
   3.84800  8.56e-12  1.47e-12
   3.84900  8.56e-12  1.47e-12
   3.85000  8.55e-12  1.47e-12
   3.85100  8.55e-12  1.47e-12
   3.85200  8.54e-12  1.47e-12
   3.85300  8.53e-12  1.46e-12
   3.85400  8.53e-12  1.46e-12
   3.85500  8.52e-12  1.46e-12
   3.85600  8.51e-12  1.46e-12
   3.85700  8.50e-12  1.46e-12
   3.85800  8.50e-12  1.46e-12
   3.85900  8.49e-12  1.46e-12
   3.86000  8.48e-12  1.45e-12
   3.86100  8.48e-12  1.45e-12
   3.86200  8.47e-12  1.45e-12
   3.86300  8.46e-12  1.45e-12
   3.86400  8.46e-12  1.45e-12
   3.86500  8.45e-12  1.45e-12
   3.86600  8.44e-12  1.45e-12
   3.86700  8.43e-12  1.45e-12
   3.86800  8.43e-12  1.44e-12
   3.86900  8.42e-12  1.44e-12
   3.87000  8.41e-12  1.44e-12
   3.87100  8.41e-12  1.44e-12
   3.87200  8.40e-12  1.44e-12
   3.87300  8.40e-12  1.44e-12
   3.87400  8.39e-12  1.44e-12
   3.87500  8.38e-12  1.44e-12
   3.87600  8.38e-12  1.44e-12
   3.87700  8.37e-12  1.44e-12
   3.87800  8.36e-12  1.43e-12
   3.87900  8.36e-12  1.43e-12
   3.88000  8.35e-12  1.43e-12
   3.88100  8.35e-12  1.43e-12
   3.88200  8.34e-12  1.43e-12
   3.88300  8.33e-12  1.43e-12
   3.88400  8.33e-12  1.43e-12
   3.88500  8.32e-12  1.43e-12
   3.88600  8.32e-12  1.43e-12
   3.88700  8.31e-12  1.43e-12
   3.88800  8.30e-12  1.43e-12
   3.88900  8.30e-12  1.43e-12
   3.89000  8.29e-12  1.42e-12
   3.89100  8.29e-12  1.42e-12
   3.89200  8.28e-12  1.42e-12
   3.89300  8.27e-12  1.42e-12
   3.89400  8.27e-12  1.42e-12
   3.89500  8.26e-12  1.42e-12
   3.89600  8.26e-12  1.42e-12
   3.89700  8.25e-12  1.42e-12
   3.89800  8.24e-12  1.42e-12
   3.89900  8.24e-12  1.42e-12
   3.90000  8.23e-12  1.42e-12
   3.90100  8.22e-12  1.41e-12
   3.90200  8.22e-12  1.41e-12
   3.90300  8.21e-12  1.41e-12
   3.90400  8.21e-12  1.41e-12
   3.90500  8.20e-12  1.41e-12
   3.90600  8.19e-12  1.41e-12
   3.90700  8.19e-12  1.41e-12
   3.90800  8.18e-12  1.41e-12
   3.90900  8.18e-12  1.41e-12
   3.91000  8.17e-12  1.41e-12
   3.91100  8.16e-12  1.41e-12
   3.91200  8.16e-12  1.40e-12
   3.91300  8.15e-12  1.40e-12
   3.91400  8.15e-12  1.40e-12
   3.91500  8.14e-12  1.40e-12
   3.91600  8.14e-12  1.40e-12
   3.91700  8.13e-12  1.40e-12
   3.91800  8.13e-12  1.40e-12
   3.91900  8.12e-12  1.40e-12
   3.92000  8.12e-12  1.40e-12
   3.92100  8.11e-12  1.40e-12
   3.92200  8.11e-12  1.39e-12
   3.92300  8.10e-12  1.39e-12
   3.92400  8.10e-12  1.39e-12
   3.92500  8.09e-12  1.39e-12
   3.92600  8.09e-12  1.39e-12
   3.92700  8.08e-12  1.39e-12
   3.92800  8.08e-12  1.39e-12
   3.92900  8.07e-12  1.39e-12
   3.93000  8.07e-12  1.39e-12
   3.93100  8.06e-12  1.39e-12
   3.93200  8.06e-12  1.38e-12
   3.93300  8.05e-12  1.38e-12
   3.93400  8.04e-12  1.38e-12
   3.93500  8.04e-12  1.38e-12
   3.93600  8.03e-12  1.38e-12
   3.93700  8.02e-12  1.38e-12
   3.93800  8.02e-12  1.38e-12
   3.93900  8.01e-12  1.38e-12
   3.94000  8.00e-12  1.37e-12
   3.94100  8.00e-12  1.37e-12
   3.94200  7.99e-12  1.37e-12
   3.94300  7.98e-12  1.37e-12
   3.94400  7.98e-12  1.37e-12
   3.94500  7.97e-12  1.37e-12
   3.94600  7.96e-12  1.37e-12
   3.94700  7.96e-12  1.37e-12
   3.94800  7.95e-12  1.36e-12
   3.94900  7.95e-12  1.36e-12
   3.95000  7.94e-12  1.36e-12
   3.95100  7.93e-12  1.36e-12
   3.95200  7.93e-12  1.36e-12
   3.95300  7.92e-12  1.36e-12
   3.95400  7.92e-12  1.36e-12
   3.95500  7.91e-12  1.36e-12
   3.95600  7.91e-12  1.36e-12
   3.95700  7.90e-12  1.36e-12
   3.95800  7.90e-12  1.36e-12
   3.95900  7.89e-12  1.36e-12
   3.96000  7.89e-12  1.35e-12
   3.96100  7.88e-12  1.35e-12
   3.96200  7.88e-12  1.35e-12
   3.96300  7.87e-12  1.35e-12
   3.96400  7.87e-12  1.35e-12
   3.96500  7.86e-12  1.35e-12
   3.96600  7.86e-12  1.35e-12
   3.96700  7.85e-12  1.35e-12
   3.96800  7.85e-12  1.35e-12
   3.96900  7.84e-12  1.35e-12
   3.97000  7.84e-12  1.35e-12
   3.97100  7.83e-12  1.34e-12
   3.97200  7.82e-12  1.34e-12
   3.97300  7.81e-12  1.34e-12
   3.97400  7.81e-12  1.34e-12
   3.97500  7.80e-12  1.34e-12
   3.97600  7.79e-12  1.34e-12
   3.97700  7.79e-12  1.34e-12
   3.97800  7.78e-12  1.34e-12
   3.97900  7.77e-12  1.33e-12
   3.98000  7.76e-12  1.33e-12
   3.98100  7.76e-12  1.33e-12
   3.98200  7.75e-12  1.33e-12
   3.98300  7.74e-12  1.33e-12
   3.98400  7.74e-12  1.33e-12
   3.98500  7.73e-12  1.33e-12
   3.98600  7.72e-12  1.33e-12
   3.98700  7.71e-12  1.32e-12
   3.98800  7.71e-12  1.32e-12
   3.98900  7.70e-12  1.32e-12
   3.99000  7.69e-12  1.32e-12
   3.99100  7.69e-12  1.32e-12
   3.99200  7.68e-12  1.32e-12
   3.99300  7.68e-12  1.32e-12
   3.99400  7.67e-12  1.32e-12
   3.99500  7.67e-12  1.32e-12
   3.99600  7.66e-12  1.32e-12
   3.99700  7.66e-12  1.32e-12
   3.99800  7.65e-12  1.32e-12
   3.99900  7.65e-12  1.31e-12
   4.00000  7.64e-12  1.31e-12
   4.00100  7.64e-12  1.31e-12
   4.00200  7.63e-12  1.31e-12
   4.00300  7.63e-12  1.31e-12
   4.00400  7.62e-12  1.31e-12
   4.00500  7.62e-12  1.31e-12
   4.00600  7.61e-12  1.31e-12
   4.00700  7.61e-12  1.31e-12
   4.00800  7.60e-12  1.31e-12
   4.00900  7.60e-12  1.31e-12
   4.01000  7.59e-12  1.31e-12
   4.01100  7.59e-12  1.31e-12
   4.01200  7.58e-12  1.31e-12
   4.01300  7.58e-12  1.31e-12
   4.01400  7.57e-12  1.30e-12
   4.01500  7.57e-12  1.30e-12
   4.01600  7.56e-12  1.30e-12
   4.01700  7.56e-12  1.30e-12
   4.01800  7.55e-12  1.30e-12
   4.01900  7.55e-12  1.30e-12
   4.02000  7.54e-12  1.30e-12
   4.02100  7.54e-12  1.30e-12
   4.02200  7.53e-12  1.30e-12
   4.02300  7.53e-12  1.30e-12
   4.02400  7.52e-12  1.30e-12
   4.02500  7.52e-12  1.30e-12
   4.02600  7.52e-12  1.30e-12
   4.02700  7.51e-12  1.29e-12
   4.02800  7.51e-12  1.29e-12
   4.02900  7.50e-12  1.29e-12
   4.03000  7.50e-12  1.29e-12
   4.03100  7.49e-12  1.29e-12
   4.03200  7.47e-12  1.29e-12
   4.03300  7.46e-12  1.29e-12
   4.03400  7.45e-12  1.29e-12
   4.03500  7.44e-12  1.29e-12
   4.03600  7.43e-12  1.29e-12
   4.03700  7.42e-12  1.28e-12
   4.03800  7.40e-12  1.28e-12
   4.03900  7.39e-12  1.28e-12
   4.04000  7.38e-12  1.28e-12
   4.04100  7.37e-12  1.28e-12
   4.04200  7.36e-12  1.28e-12
   4.04300  7.35e-12  1.28e-12
   4.04400  7.33e-12  1.28e-12
   4.04500  7.32e-12  1.28e-12
   4.04600  7.31e-12  1.28e-12
   4.04700  7.30e-12  1.27e-12
   4.04800  7.29e-12  1.27e-12
   4.04900  7.28e-12  1.27e-12
   4.05000  7.27e-12  1.27e-12
   4.05100  7.27e-12  1.27e-12
   4.05200  7.27e-12  1.27e-12
   4.05300  7.27e-12  1.27e-12
   4.05400  7.27e-12  1.27e-12
   4.05500  7.27e-12  1.27e-12
   4.05600  7.27e-12  1.27e-12
   4.05700  7.28e-12  1.27e-12
   4.05800  7.28e-12  1.26e-12
   4.05900  7.28e-12  1.26e-12
   4.06000  7.28e-12  1.26e-12
   4.06100  7.28e-12  1.26e-12
   4.06200  7.28e-12  1.26e-12
   4.06300  7.28e-12  1.26e-12
   4.06400  7.29e-12  1.26e-12
   4.06500  7.29e-12  1.26e-12
   4.06600  7.29e-12  1.26e-12
   4.06700  7.29e-12  1.26e-12
   4.06800  7.29e-12  1.26e-12
   4.06900  7.29e-12  1.26e-12
   4.07000  7.29e-12  1.26e-12
   4.07100  7.29e-12  1.26e-12
   4.07200  7.28e-12  1.25e-12
   4.07300  7.28e-12  1.25e-12
   4.07400  7.27e-12  1.25e-12
   4.07500  7.27e-12  1.25e-12
   4.07600  7.27e-12  1.25e-12
   4.07700  7.26e-12  1.25e-12
   4.07800  7.26e-12  1.25e-12
   4.07900  7.25e-12  1.25e-12
   4.08000  7.25e-12  1.25e-12
   4.08100  7.24e-12  1.25e-12
   4.08200  7.24e-12  1.25e-12
   4.08300  7.23e-12  1.25e-12
   4.08400  7.23e-12  1.24e-12
   4.08500  7.22e-12  1.24e-12
   4.08600  7.22e-12  1.24e-12
   4.08700  7.21e-12  1.24e-12
   4.08800  7.21e-12  1.24e-12
   4.08900  7.20e-12  1.24e-12
   4.09000  7.20e-12  1.24e-12
   4.09100  7.19e-12  1.24e-12
   4.09200  7.19e-12  1.24e-12
   4.09300  7.18e-12  1.24e-12
   4.09400  7.18e-12  1.24e-12
   4.09500  7.17e-12  1.24e-12
   4.09600  7.17e-12  1.23e-12
   4.09700  7.17e-12  1.23e-12
   4.09800  7.16e-12  1.23e-12
   4.09900  7.16e-12  1.23e-12
   4.10000  7.15e-12  1.23e-12
   4.10100  7.15e-12  1.23e-12
   4.10200  7.14e-12  1.23e-12
   4.10300  7.14e-12  1.23e-12
   4.10400  7.13e-12  1.23e-12
   4.10500  7.13e-12  1.23e-12
   4.10600  7.12e-12  1.23e-12
   4.10700  7.12e-12  1.23e-12
   4.10800  7.11e-12  1.22e-12
   4.10900  7.11e-12  1.22e-12
   4.11000  7.11e-12  1.22e-12
   4.11100  7.10e-12  1.22e-12
   4.11200  7.10e-12  1.22e-12
   4.11300  7.09e-12  1.22e-12
   4.11400  7.09e-12  1.22e-12
   4.11500  7.08e-12  1.22e-12
   4.11600  7.08e-12  1.22e-12
   4.11700  7.07e-12  1.22e-12
   4.11800  7.07e-12  1.22e-12
   4.11900  7.06e-12  1.22e-12
   4.12000  7.06e-12  1.22e-12
   4.12100  7.06e-12  1.21e-12
   4.12200  7.05e-12  1.21e-12
   4.12300  7.05e-12  1.21e-12
   4.12400  7.04e-12  1.21e-12
   4.12500  7.04e-12  1.21e-12
   4.12600  7.03e-12  1.21e-12
   4.12700  7.03e-12  1.21e-12
   4.12800  7.02e-12  1.21e-12
   4.12900  7.02e-12  1.21e-12
   4.13000  7.01e-12  1.21e-12
   4.13100  7.01e-12  1.21e-12
   4.13200  7.00e-12  1.21e-12
   4.13300  7.00e-12  1.20e-12
   4.13400  6.99e-12  1.20e-12
   4.13500  6.99e-12  1.20e-12
   4.13600  6.98e-12  1.20e-12
   4.13700  6.98e-12  1.20e-12
   4.13800  6.97e-12  1.20e-12
   4.13900  6.97e-12  1.20e-12
   4.14000  6.96e-12  1.20e-12
   4.14100  6.95e-12  1.20e-12
   4.14200  6.95e-12  1.20e-12
   4.14300  6.94e-12  1.20e-12
   4.14400  6.94e-12  1.20e-12
   4.14500  6.93e-12  1.19e-12
   4.14600  6.93e-12  1.19e-12
   4.14700  6.92e-12  1.19e-12
   4.14800  6.92e-12  1.19e-12
   4.14900  6.91e-12  1.19e-12
   4.15000  6.91e-12  1.19e-12
   4.15100  6.90e-12  1.19e-12
   4.15200  6.89e-12  1.19e-12
   4.15300  6.89e-12  1.19e-12
   4.15400  6.88e-12  1.19e-12
   4.15500  6.88e-12  1.19e-12
   4.15600  6.87e-12  1.19e-12
   4.15700  6.87e-12  1.18e-12
   4.15800  6.86e-12  1.18e-12
   4.15900  6.85e-12  1.18e-12
   4.16000  6.85e-12  1.18e-12
   4.16100  6.84e-12  1.18e-12
   4.16200  6.84e-12  1.18e-12
   4.16300  6.83e-12  1.18e-12
   4.16400  6.83e-12  1.18e-12
   4.16500  6.82e-12  1.18e-12
   4.16600  6.81e-12  1.18e-12
   4.16700  6.81e-12  1.18e-12
   4.16800  6.80e-12  1.18e-12
   4.16900  6.80e-12  1.18e-12
   4.17000  6.79e-12  1.17e-12
   4.17100  6.79e-12  1.17e-12
   4.17200  6.78e-12  1.17e-12
   4.17300  6.78e-12  1.17e-12
   4.17400  6.78e-12  1.17e-12
   4.17500  6.77e-12  1.17e-12
   4.17600  6.77e-12  1.17e-12
   4.17700  6.77e-12  1.17e-12
   4.17800  6.76e-12  1.17e-12
   4.17900  6.76e-12  1.17e-12
   4.18000  6.75e-12  1.16e-12
   4.18100  6.75e-12  1.16e-12
   4.18200  6.75e-12  1.16e-12
   4.18300  6.74e-12  1.16e-12
   4.18400  6.74e-12  1.16e-12
   4.18500  6.74e-12  1.16e-12
   4.18600  6.73e-12  1.16e-12
   4.18700  6.73e-12  1.16e-12
   4.18800  6.73e-12  1.16e-12
   4.18900  6.72e-12  1.16e-12
   4.19000  6.72e-12  1.15e-12
   4.19100  6.71e-12  1.15e-12
   4.19200  6.71e-12  1.15e-12
   4.19300  6.70e-12  1.15e-12
   4.19400  6.70e-12  1.15e-12
   4.19500  6.69e-12  1.15e-12
   4.19600  6.69e-12  1.15e-12
   4.19700  6.68e-12  1.15e-12
   4.19800  6.67e-12  1.15e-12
   4.19900  6.67e-12  1.15e-12
   4.20000  6.66e-12  1.15e-12
   4.20100  6.66e-12  1.15e-12
   4.20200  6.65e-12  1.14e-12
   4.20300  6.65e-12  1.14e-12
   4.20400  6.64e-12  1.14e-12
