# FORPRINT: Tue Nov 29 08:32:13 2016
# lambda[um]  F1       F2
  11.81600  4.50e-13  7.94e-14
  11.81700  4.50e-13  7.94e-14
  11.81800  4.50e-13  7.94e-14
  11.81900  4.50e-13  7.94e-14
  11.82000  4.50e-13  7.94e-14
  11.82100  4.50e-13  7.94e-14
  11.82200  4.50e-13  7.94e-14
  11.82300  4.50e-13  7.94e-14
  11.82400  4.50e-13  7.94e-14
  11.82500  4.50e-13  7.94e-14
  11.82600  4.50e-13  7.94e-14
  11.82700  4.50e-13  7.94e-14
  11.82800  4.50e-13  7.93e-14
  11.82900  4.50e-13  7.93e-14
  11.83000  4.50e-13  7.93e-14
  11.83100  4.49e-13  7.93e-14
  11.83200  4.49e-13  7.93e-14
  11.83300  4.49e-13  7.93e-14
  11.83400  4.49e-13  7.93e-14
  11.83500  4.49e-13  7.93e-14
  11.83600  4.49e-13  7.93e-14
  11.83700  4.49e-13  7.93e-14
  11.83800  4.49e-13  7.93e-14
  11.83900  4.49e-13  7.93e-14
  11.84000  4.49e-13  7.93e-14
  11.84100  4.49e-13  7.92e-14
  11.84200  4.49e-13  7.92e-14
  11.84300  4.49e-13  7.92e-14
  11.84400  4.49e-13  7.92e-14
  11.84500  4.49e-13  7.92e-14
  11.84600  4.49e-13  7.92e-14
  11.84700  4.49e-13  7.92e-14
  11.84800  4.49e-13  7.92e-14
  11.84900  4.49e-13  7.92e-14
  11.85000  4.49e-13  7.92e-14
  11.85100  4.49e-13  7.92e-14
  11.85200  4.49e-13  7.92e-14
  11.85300  4.48e-13  7.92e-14
  11.85400  4.48e-13  7.91e-14
  11.85500  4.48e-13  7.91e-14
  11.85600  4.48e-13  7.91e-14
  11.85700  4.48e-13  7.91e-14
  11.85800  4.48e-13  7.91e-14
  11.85900  4.48e-13  7.91e-14
  11.86000  4.48e-13  7.91e-14
  11.86100  4.48e-13  7.91e-14
  11.86200  4.48e-13  7.91e-14
  11.86300  4.48e-13  7.91e-14
  11.86400  4.48e-13  7.91e-14
  11.86500  4.48e-13  7.91e-14
  11.86600  4.48e-13  7.90e-14
  11.86700  4.48e-13  7.90e-14
  11.86800  4.48e-13  7.90e-14
  11.86900  4.48e-13  7.90e-14
  11.87000  4.48e-13  7.90e-14
  11.87100  4.48e-13  7.90e-14
  11.87200  4.48e-13  7.90e-14
  11.87300  4.48e-13  7.90e-14
  11.87400  4.48e-13  7.90e-14
  11.87500  4.47e-13  7.90e-14
  11.87600  4.47e-13  7.90e-14
  11.87700  4.47e-13  7.90e-14
  11.87800  4.47e-13  7.90e-14
  11.87900  4.47e-13  7.89e-14
  11.88000  4.47e-13  7.89e-14
  11.88100  4.47e-13  7.89e-14
  11.88200  4.47e-13  7.89e-14
  11.88300  4.47e-13  7.89e-14
  11.88400  4.47e-13  7.89e-14
  11.88500  4.47e-13  7.89e-14
  11.88600  4.47e-13  7.89e-14
  11.88700  4.47e-13  7.89e-14
  11.88800  4.47e-13  7.89e-14
  11.88900  4.47e-13  7.89e-14
  11.89000  4.47e-13  7.89e-14
  11.89100  4.47e-13  7.88e-14
  11.89200  4.47e-13  7.88e-14
  11.89300  4.47e-13  7.88e-14
  11.89400  4.47e-13  7.88e-14
  11.89500  4.47e-13  7.88e-14
  11.89600  4.47e-13  7.88e-14
  11.89700  4.46e-13  7.88e-14
  11.89800  4.46e-13  7.88e-14
  11.89900  4.46e-13  7.88e-14
  11.90000  4.46e-13  7.88e-14
  11.90100  4.46e-13  7.88e-14
  11.90200  4.46e-13  7.88e-14
  11.90300  4.46e-13  7.88e-14
  11.90400  4.46e-13  7.87e-14
  11.90500  4.46e-13  7.87e-14
  11.90600  4.46e-13  7.87e-14
  11.90700  4.46e-13  7.87e-14
  11.90800  4.46e-13  7.87e-14
  11.90900  4.46e-13  7.87e-14
  11.91000  4.46e-13  7.87e-14
  11.91100  4.46e-13  7.87e-14
  11.91200  4.46e-13  7.87e-14
  11.91300  4.46e-13  7.87e-14
  11.91400  4.46e-13  7.87e-14
  11.91500  4.46e-13  7.87e-14
  11.91600  4.46e-13  7.87e-14
  11.91700  4.46e-13  7.86e-14
  11.91800  4.46e-13  7.86e-14
  11.91900  4.46e-13  7.86e-14
  11.92000  4.45e-13  7.86e-14
  11.92100  4.45e-13  7.86e-14
  11.92200  4.45e-13  7.86e-14
  11.92300  4.45e-13  7.86e-14
  11.92400  4.45e-13  7.86e-14
  11.92500  4.45e-13  7.86e-14
  11.92600  4.45e-13  7.86e-14
  11.92700  4.45e-13  7.86e-14
  11.92800  4.45e-13  7.86e-14
  11.92900  4.45e-13  7.85e-14
  11.93000  4.45e-13  7.85e-14
  11.93100  4.45e-13  7.85e-14
  11.93200  4.45e-13  7.85e-14
  11.93300  4.45e-13  7.85e-14
  11.93400  4.45e-13  7.85e-14
  11.93500  4.45e-13  7.85e-14
  11.93600  4.45e-13  7.85e-14
  11.93700  4.45e-13  7.85e-14
  11.93800  4.45e-13  7.85e-14
  11.93900  4.45e-13  7.85e-14
  11.94000  4.45e-13  7.85e-14
  11.94100  4.45e-13  7.85e-14
  11.94200  4.44e-13  7.84e-14
  11.94300  4.44e-13  7.84e-14
  11.94400  4.44e-13  7.84e-14
  11.94500  4.44e-13  7.84e-14
  11.94600  4.44e-13  7.84e-14
  11.94700  4.44e-13  7.84e-14
  11.94800  4.44e-13  7.84e-14
  11.94900  4.44e-13  7.84e-14
  11.95000  4.44e-13  7.84e-14
  11.95100  4.44e-13  7.84e-14
  11.95200  4.44e-13  7.84e-14
  11.95300  4.44e-13  7.84e-14
  11.95400  4.44e-13  7.83e-14
  11.95500  4.44e-13  7.83e-14
  11.95600  4.44e-13  7.83e-14
  11.95700  4.44e-13  7.83e-14
  11.95800  4.44e-13  7.83e-14
  11.95900  4.44e-13  7.83e-14
  11.96000  4.44e-13  7.83e-14
  11.96100  4.44e-13  7.83e-14
  11.96200  4.44e-13  7.83e-14
  11.96300  4.44e-13  7.83e-14
  11.96400  4.43e-13  7.83e-14
  11.96500  4.43e-13  7.83e-14
  11.96600  4.43e-13  7.83e-14
  11.96700  4.43e-13  7.82e-14
  11.96800  4.43e-13  7.82e-14
  11.96900  4.43e-13  7.82e-14
  11.97000  4.43e-13  7.82e-14
  11.97100  4.43e-13  7.82e-14
  11.97200  4.43e-13  7.82e-14
  11.97300  4.43e-13  7.82e-14
  11.97400  4.43e-13  7.82e-14
  11.97500  4.43e-13  7.82e-14
  11.97600  4.43e-13  7.82e-14
  11.97700  4.43e-13  7.82e-14
  11.97800  4.43e-13  7.82e-14
  11.97900  4.43e-13  7.82e-14
  11.98000  4.43e-13  7.81e-14
  11.98100  4.43e-13  7.81e-14
  11.98200  4.43e-13  7.81e-14
  11.98300  4.43e-13  7.81e-14
  11.98400  4.43e-13  7.81e-14
  11.98500  4.43e-13  7.81e-14
  11.98600  4.42e-13  7.81e-14
  11.98700  4.42e-13  7.81e-14
  11.98800  4.42e-13  7.81e-14
  11.98900  4.42e-13  7.81e-14
  11.99000  4.42e-13  7.81e-14
  11.99100  4.42e-13  7.81e-14
  11.99200  4.42e-13  7.80e-14
  11.99300  4.42e-13  7.80e-14
  11.99400  4.42e-13  7.80e-14
  11.99500  4.42e-13  7.80e-14
  11.99600  4.42e-13  7.80e-14
  11.99700  4.42e-13  7.80e-14
  11.99800  4.42e-13  7.80e-14
  11.99900  4.42e-13  7.80e-14
  12.00000  4.42e-13  7.80e-14
  12.00100  4.42e-13  7.80e-14
  12.00200  4.42e-13  7.80e-14
  12.00300  4.42e-13  7.80e-14
  12.00400  4.42e-13  7.80e-14
  12.00500  4.42e-13  7.79e-14
  12.00600  4.42e-13  7.79e-14
  12.00700  4.42e-13  7.79e-14
  12.00800  4.41e-13  7.79e-14
  12.00900  4.41e-13  7.79e-14
  12.01000  4.41e-13  7.79e-14
  12.01100  4.41e-13  7.79e-14
  12.01200  4.41e-13  7.79e-14
  12.01300  4.41e-13  7.79e-14
  12.01400  4.41e-13  7.79e-14
  12.01500  4.41e-13  7.79e-14
  12.01600  4.41e-13  7.79e-14
  12.01700  4.41e-13  7.78e-14
  12.01800  4.41e-13  7.78e-14
  12.01900  4.41e-13  7.78e-14
  12.02000  4.41e-13  7.78e-14
  12.02100  4.41e-13  7.78e-14
  12.02200  4.41e-13  7.78e-14
  12.02300  4.41e-13  7.78e-14
  12.02400  4.41e-13  7.78e-14
  12.02500  4.41e-13  7.78e-14
  12.02600  4.41e-13  7.78e-14
  12.02700  4.41e-13  7.78e-14
  12.02800  4.41e-13  7.78e-14
  12.02900  4.41e-13  7.78e-14
  12.03000  4.41e-13  7.77e-14
  12.03100  4.40e-13  7.77e-14
  12.03200  4.40e-13  7.77e-14
  12.03300  4.40e-13  7.77e-14
  12.03400  4.40e-13  7.77e-14
  12.03500  4.40e-13  7.77e-14
  12.03600  4.40e-13  7.77e-14
  12.03700  4.40e-13  7.77e-14
  12.03800  4.40e-13  7.77e-14
  12.03900  4.40e-13  7.77e-14
  12.04000  4.40e-13  7.77e-14
  12.04100  4.40e-13  7.77e-14
  12.04200  4.40e-13  7.77e-14
  12.04300  4.40e-13  7.76e-14
  12.04400  4.40e-13  7.76e-14
  12.04500  4.40e-13  7.76e-14
  12.04600  4.40e-13  7.76e-14
  12.04700  4.40e-13  7.76e-14
  12.04800  4.40e-13  7.76e-14
  12.04900  4.40e-13  7.76e-14
  12.05000  4.40e-13  7.76e-14
  12.05100  4.40e-13  7.76e-14
  12.05200  4.40e-13  7.76e-14
  12.05300  4.39e-13  7.76e-14
  12.05400  4.39e-13  7.76e-14
  12.05500  4.39e-13  7.75e-14
  12.05600  4.39e-13  7.75e-14
  12.05700  4.39e-13  7.75e-14
  12.05800  4.39e-13  7.75e-14
  12.05900  4.39e-13  7.75e-14
  12.06000  4.39e-13  7.75e-14
  12.06100  4.39e-13  7.75e-14
  12.06200  4.39e-13  7.75e-14
  12.06300  4.39e-13  7.75e-14
  12.06400  4.39e-13  7.75e-14
  12.06500  4.39e-13  7.75e-14
  12.06600  4.39e-13  7.75e-14
  12.06700  4.39e-13  7.75e-14
  12.06800  4.39e-13  7.74e-14
  12.06900  4.39e-13  7.74e-14
  12.07000  4.39e-13  7.74e-14
  12.07100  4.39e-13  7.74e-14
  12.07200  4.39e-13  7.74e-14
  12.07300  4.39e-13  7.74e-14
  12.07400  4.39e-13  7.74e-14
  12.07500  4.38e-13  7.74e-14
  12.07600  4.38e-13  7.74e-14
  12.07700  4.38e-13  7.74e-14
  12.07800  4.38e-13  7.74e-14
  12.07900  4.38e-13  7.74e-14
  12.08000  4.38e-13  7.73e-14
  12.08100  4.38e-13  7.73e-14
  12.08200  4.38e-13  7.73e-14
  12.08300  4.38e-13  7.73e-14
  12.08400  4.38e-13  7.73e-14
  12.08500  4.38e-13  7.73e-14
  12.08600  4.38e-13  7.73e-14
  12.08700  4.38e-13  7.73e-14
  12.08800  4.38e-13  7.73e-14
  12.08900  4.38e-13  7.73e-14
  12.09000  4.38e-13  7.73e-14
  12.09100  4.38e-13  7.73e-14
  12.09200  4.38e-13  7.73e-14
  12.09300  4.38e-13  7.72e-14
  12.09400  4.38e-13  7.72e-14
  12.09500  4.38e-13  7.72e-14
  12.09600  4.38e-13  7.72e-14
  12.09700  4.37e-13  7.72e-14
  12.09800  4.37e-13  7.72e-14
  12.09900  4.37e-13  7.72e-14
  12.10000  4.37e-13  7.72e-14
  12.10100  4.37e-13  7.72e-14
  12.10200  4.37e-13  7.72e-14
  12.10300  4.37e-13  7.72e-14
  12.10400  4.37e-13  7.72e-14
  12.10500  4.37e-13  7.72e-14
  12.10600  4.37e-13  7.71e-14
  12.10700  4.37e-13  7.71e-14
  12.10800  4.37e-13  7.71e-14
  12.10900  4.37e-13  7.71e-14
  12.11000  4.37e-13  7.71e-14
  12.11100  4.37e-13  7.71e-14
  12.11200  4.37e-13  7.71e-14
  12.11300  4.37e-13  7.71e-14
  12.11400  4.37e-13  7.71e-14
  12.11500  4.37e-13  7.71e-14
  12.11600  4.37e-13  7.71e-14
  12.11700  4.37e-13  7.71e-14
  12.11800  4.37e-13  7.70e-14
  12.11900  4.36e-13  7.70e-14
  12.12000  4.36e-13  7.70e-14
  12.12100  4.36e-13  7.70e-14
  12.12200  4.36e-13  7.70e-14
  12.12300  4.36e-13  7.70e-14
  12.12400  4.36e-13  7.70e-14
  12.12500  4.36e-13  7.70e-14
  12.12600  4.36e-13  7.70e-14
  12.12700  4.36e-13  7.70e-14
  12.12800  4.36e-13  7.70e-14
  12.12900  4.36e-13  7.70e-14
  12.13000  4.36e-13  7.70e-14
  12.13100  4.36e-13  7.69e-14
  12.13200  4.36e-13  7.69e-14
  12.13300  4.36e-13  7.69e-14
  12.13400  4.36e-13  7.69e-14
  12.13500  4.36e-13  7.69e-14
  12.13600  4.36e-13  7.69e-14
  12.13700  4.36e-13  7.69e-14
  12.13800  4.36e-13  7.69e-14
  12.13900  4.36e-13  7.69e-14
  12.14000  4.36e-13  7.69e-14
  12.14100  4.35e-13  7.69e-14
  12.14200  4.35e-13  7.69e-14
  12.14300  4.35e-13  7.68e-14
  12.14400  4.35e-13  7.68e-14
  12.14500  4.35e-13  7.68e-14
  12.14600  4.35e-13  7.68e-14
  12.14700  4.35e-13  7.68e-14
  12.14800  4.35e-13  7.68e-14
  12.14900  4.35e-13  7.68e-14
  12.15000  4.35e-13  7.68e-14
  12.15100  4.35e-13  7.68e-14
  12.15200  4.35e-13  7.68e-14
  12.15300  4.35e-13  7.68e-14
  12.15400  4.35e-13  7.68e-14
  12.15500  4.35e-13  7.68e-14
  12.15600  4.35e-13  7.67e-14
  12.15700  4.35e-13  7.67e-14
  12.15800  4.35e-13  7.67e-14
  12.15900  4.35e-13  7.67e-14
  12.16000  4.35e-13  7.67e-14
  12.16100  4.35e-13  7.67e-14
  12.16200  4.35e-13  7.67e-14
  12.16300  4.35e-13  7.67e-14
  12.16400  4.34e-13  7.67e-14
  12.16500  4.34e-13  7.67e-14
  12.16600  4.34e-13  7.67e-14
  12.16700  4.34e-13  7.67e-14
  12.16800  4.34e-13  7.66e-14
  12.16900  4.34e-13  7.66e-14
  12.17000  4.34e-13  7.66e-14
  12.17100  4.34e-13  7.66e-14
  12.17200  4.34e-13  7.66e-14
  12.17300  4.34e-13  7.66e-14
  12.17400  4.34e-13  7.66e-14
  12.17500  4.34e-13  7.66e-14
  12.17600  4.34e-13  7.66e-14
  12.17700  4.34e-13  7.66e-14
  12.17800  4.34e-13  7.66e-14
  12.17900  4.34e-13  7.66e-14
  12.18000  4.34e-13  7.66e-14
  12.18100  4.34e-13  7.65e-14
  12.18200  4.34e-13  7.65e-14
  12.18300  4.34e-13  7.65e-14
  12.18400  4.34e-13  7.65e-14
  12.18500  4.34e-13  7.65e-14
  12.18600  4.33e-13  7.65e-14
  12.18700  4.33e-13  7.65e-14
  12.18800  4.33e-13  7.65e-14
  12.18900  4.33e-13  7.65e-14
  12.19000  4.33e-13  7.65e-14
  12.19100  4.33e-13  7.65e-14
  12.19200  4.33e-13  7.65e-14
  12.19300  4.33e-13  7.65e-14
  12.19400  4.33e-13  7.64e-14
  12.19500  4.33e-13  7.64e-14
  12.19600  4.33e-13  7.64e-14
  12.19700  4.33e-13  7.64e-14
  12.19800  4.33e-13  7.64e-14
  12.19900  4.33e-13  7.64e-14
  12.20000  4.33e-13  7.64e-14
  12.20100  4.33e-13  7.64e-14
  12.20200  4.33e-13  7.64e-14
  12.20300  4.33e-13  7.64e-14
  12.20400  4.33e-13  7.64e-14
  12.20500  4.33e-13  7.64e-14
  12.20600  4.33e-13  7.63e-14
  12.20700  4.33e-13  7.63e-14
  12.20800  4.32e-13  7.63e-14
  12.20900  4.32e-13  7.63e-14
  12.21000  4.32e-13  7.63e-14
  12.21100  4.32e-13  7.63e-14
  12.21200  4.32e-13  7.63e-14
  12.21300  4.32e-13  7.63e-14
  12.21400  4.32e-13  7.63e-14
  12.21500  4.32e-13  7.63e-14
  12.21600  4.32e-13  7.63e-14
  12.21700  4.32e-13  7.63e-14
  12.21800  4.32e-13  7.63e-14
  12.21900  4.32e-13  7.62e-14
  12.22000  4.32e-13  7.62e-14
  12.22100  4.32e-13  7.62e-14
  12.22200  4.32e-13  7.62e-14
  12.22300  4.32e-13  7.62e-14
  12.22400  4.32e-13  7.62e-14
  12.22500  4.32e-13  7.62e-14
  12.22600  4.32e-13  7.62e-14
  12.22700  4.32e-13  7.62e-14
  12.22800  4.32e-13  7.62e-14
  12.22900  4.32e-13  7.62e-14
  12.23000  4.31e-13  7.62e-14
  12.23100  4.31e-13  7.61e-14
  12.23200  4.31e-13  7.61e-14
  12.23300  4.31e-13  7.61e-14
  12.23400  4.31e-13  7.61e-14
  12.23500  4.31e-13  7.61e-14
  12.23600  4.31e-13  7.61e-14
  12.23700  4.31e-13  7.61e-14
  12.23800  4.31e-13  7.61e-14
  12.23900  4.31e-13  7.61e-14
  12.24000  4.31e-13  7.61e-14
  12.24100  4.31e-13  7.61e-14
  12.24200  4.31e-13  7.61e-14
  12.24300  4.31e-13  7.61e-14
  12.24400  4.31e-13  7.60e-14
  12.24500  4.31e-13  7.60e-14
  12.24600  4.31e-13  7.60e-14
  12.24700  4.31e-13  7.60e-14
  12.24800  4.31e-13  7.60e-14
  12.24900  4.31e-13  7.60e-14
  12.25000  4.31e-13  7.60e-14
  12.25100  4.31e-13  7.60e-14
  12.25200  4.30e-13  7.60e-14
  12.25300  4.30e-13  7.60e-14
  12.25400  4.30e-13  7.60e-14
  12.25500  4.30e-13  7.60e-14
  12.25600  4.30e-13  7.59e-14
  12.25700  4.30e-13  7.59e-14
  12.25800  4.30e-13  7.59e-14
  12.25900  4.30e-13  7.59e-14
  12.26000  4.30e-13  7.59e-14
  12.26100  4.30e-13  7.59e-14
  12.26200  4.30e-13  7.59e-14
  12.26300  4.30e-13  7.59e-14
  12.26400  4.30e-13  7.59e-14
  12.26500  4.30e-13  7.59e-14
  12.26600  4.30e-13  7.59e-14
  12.26700  4.30e-13  7.59e-14
  12.26800  4.30e-13  7.59e-14
  12.26900  4.30e-13  7.58e-14
  12.27000  4.30e-13  7.58e-14
  12.27100  4.30e-13  7.58e-14
  12.27200  4.30e-13  7.58e-14
  12.27300  4.30e-13  7.58e-14
  12.27400  4.29e-13  7.58e-14
  12.27500  4.29e-13  7.58e-14
  12.27600  4.29e-13  7.58e-14
  12.27700  4.29e-13  7.58e-14
  12.27800  4.29e-13  7.58e-14
  12.27900  4.29e-13  7.58e-14
  12.28000  4.29e-13  7.58e-14
  12.28100  4.29e-13  7.57e-14
  12.28200  4.29e-13  7.57e-14
  12.28300  4.29e-13  7.57e-14
  12.28400  4.29e-13  7.57e-14
  12.28500  4.29e-13  7.57e-14
  12.28600  4.29e-13  7.57e-14
  12.28700  4.29e-13  7.57e-14
  12.28800  4.29e-13  7.57e-14
  12.28900  4.29e-13  7.57e-14
  12.29000  4.29e-13  7.57e-14
  12.29100  4.29e-13  7.57e-14
  12.29200  4.29e-13  7.57e-14
  12.29300  4.29e-13  7.57e-14
  12.29400  4.29e-13  7.56e-14
  12.29500  4.29e-13  7.56e-14
  12.29600  4.28e-13  7.56e-14
  12.29700  4.28e-13  7.56e-14
  12.29800  4.28e-13  7.56e-14
  12.29900  4.28e-13  7.56e-14
  12.30000  4.28e-13  7.56e-14
  12.30100  4.28e-13  7.56e-14
  12.30200  4.28e-13  7.56e-14
  12.30300  4.28e-13  7.56e-14
  12.30400  4.28e-13  7.56e-14
  12.30500  4.28e-13  7.56e-14
  12.30600  4.28e-13  7.55e-14
  12.30700  4.28e-13  7.55e-14
  12.30800  4.28e-13  7.55e-14
  12.30900  4.28e-13  7.55e-14
  12.31000  4.28e-13  7.55e-14
  12.31100  4.28e-13  7.55e-14
  12.31200  4.28e-13  7.55e-14
  12.31300  4.28e-13  7.55e-14
  12.31400  4.28e-13  7.55e-14
  12.31500  4.28e-13  7.55e-14
  12.31600  4.28e-13  7.55e-14
  12.31700  4.28e-13  7.55e-14
  12.31800  4.27e-13  7.55e-14
  12.31900  4.27e-13  7.54e-14
  12.32000  4.27e-13  7.54e-14
  12.32100  4.27e-13  7.54e-14
  12.32200  4.27e-13  7.54e-14
  12.32300  4.27e-13  7.54e-14
  12.32400  4.27e-13  7.54e-14
  12.32500  4.27e-13  7.54e-14
  12.32600  4.27e-13  7.54e-14
  12.32700  4.27e-13  7.54e-14
  12.32800  4.27e-13  7.54e-14
  12.32900  4.27e-13  7.54e-14
  12.33000  4.27e-13  7.54e-14
  12.33100  4.27e-13  7.53e-14
  12.33200  4.27e-13  7.53e-14
  12.33300  4.27e-13  7.53e-14
  12.33400  4.27e-13  7.53e-14
  12.33500  4.27e-13  7.53e-14
  12.33600  4.27e-13  7.53e-14
  12.33700  4.27e-13  7.53e-14
  12.33800  4.27e-13  7.53e-14
  12.33900  4.27e-13  7.53e-14
  12.34000  4.26e-13  7.53e-14
  12.34100  4.26e-13  7.53e-14
  12.34200  4.26e-13  7.53e-14
  12.34300  4.26e-13  7.53e-14
  12.34400  4.26e-13  7.52e-14
  12.34500  4.26e-13  7.52e-14
  12.34600  4.26e-13  7.52e-14
  12.34700  4.26e-13  7.52e-14
  12.34800  4.26e-13  7.52e-14
  12.34900  4.26e-13  7.52e-14
  12.35000  4.26e-13  7.52e-14
  12.35100  4.26e-13  7.52e-14
  12.35200  4.26e-13  7.52e-14
  12.35300  4.26e-13  7.52e-14
  12.35400  4.26e-13  7.52e-14
  12.35500  4.26e-13  7.52e-14
  12.35600  4.26e-13  7.51e-14
  12.35700  4.26e-13  7.51e-14
  12.35800  4.26e-13  7.51e-14
  12.35900  4.26e-13  7.51e-14
  12.36000  4.26e-13  7.51e-14
  12.36100  4.26e-13  7.51e-14
  12.36200  4.25e-13  7.51e-14
  12.36300  4.25e-13  7.51e-14
  12.36400  4.25e-13  7.51e-14
  12.36500  4.25e-13  7.51e-14
  12.36600  4.25e-13  7.51e-14
  12.36700  4.25e-13  7.51e-14
  12.36800  4.25e-13  7.51e-14
  12.36900  4.25e-13  7.50e-14
  12.37000  4.25e-13  7.50e-14
  12.37100  4.25e-13  7.50e-14
  12.37200  4.25e-13  7.50e-14
  12.37300  4.25e-13  7.50e-14
  12.37400  4.25e-13  7.50e-14
  12.37500  4.25e-13  7.50e-14
  12.37600  4.25e-13  7.50e-14
  12.37700  4.25e-13  7.50e-14
  12.37800  4.25e-13  7.50e-14
  12.37900  4.25e-13  7.50e-14
  12.38000  4.25e-13  7.50e-14
  12.38100  4.25e-13  7.49e-14
  12.38200  4.25e-13  7.49e-14
  12.38300  4.25e-13  7.49e-14
  12.38400  4.24e-13  7.49e-14
  12.38500  4.24e-13  7.49e-14
  12.38600  4.24e-13  7.49e-14
  12.38700  4.24e-13  7.49e-14
  12.38800  4.24e-13  7.49e-14
  12.38900  4.24e-13  7.49e-14
  12.39000  4.24e-13  7.49e-14
  12.39100  4.24e-13  7.49e-14
  12.39200  4.24e-13  7.49e-14
  12.39300  4.24e-13  7.48e-14
  12.39400  4.24e-13  7.48e-14
  12.39500  4.24e-13  7.48e-14
  12.39600  4.24e-13  7.48e-14
  12.39700  4.24e-13  7.48e-14
  12.39800  4.24e-13  7.48e-14
  12.39900  4.24e-13  7.48e-14
  12.40000  4.24e-13  7.48e-14
  12.40100  4.24e-13  7.48e-14
  12.40200  4.24e-13  7.48e-14
  12.40300  4.24e-13  7.48e-14
  12.40400  4.24e-13  7.48e-14
  12.40500  4.24e-13  7.48e-14
  12.40600  4.23e-13  7.47e-14
  12.40700  4.23e-13  7.47e-14
  12.40800  4.23e-13  7.47e-14
  12.40900  4.23e-13  7.47e-14
  12.41000  4.23e-13  7.47e-14
  12.41100  4.23e-13  7.47e-14
  12.41200  4.23e-13  7.47e-14
  12.41300  4.23e-13  7.47e-14
  12.41400  4.23e-13  7.47e-14
  12.41500  4.23e-13  7.47e-14
  12.41600  4.23e-13  7.47e-14
  12.41700  4.23e-13  7.47e-14
  12.41800  4.23e-13  7.46e-14
  12.41900  4.23e-13  7.46e-14
  12.42000  4.23e-13  7.46e-14
  12.42100  4.23e-13  7.46e-14
  12.42200  4.23e-13  7.46e-14
  12.42300  4.23e-13  7.46e-14
  12.42400  4.23e-13  7.46e-14
  12.42500  4.23e-13  7.46e-14
  12.42600  4.23e-13  7.46e-14
  12.42700  4.23e-13  7.46e-14
  12.42800  4.22e-13  7.46e-14
  12.42900  4.22e-13  7.46e-14
  12.43000  4.22e-13  7.46e-14
  12.43100  4.22e-13  7.45e-14
  12.43200  4.22e-13  7.45e-14
  12.43300  4.22e-13  7.45e-14
  12.43400  4.22e-13  7.45e-14
  12.43500  4.22e-13  7.45e-14
  12.43600  4.22e-13  7.45e-14
  12.43700  4.22e-13  7.45e-14
  12.43800  4.22e-13  7.45e-14
  12.43900  4.22e-13  7.45e-14
  12.44000  4.22e-13  7.45e-14
  12.44100  4.22e-13  7.45e-14
  12.44200  4.22e-13  7.45e-14
  12.44300  4.22e-13  7.44e-14
  12.44400  4.22e-13  7.44e-14
  12.44500  4.22e-13  7.44e-14
  12.44600  4.22e-13  7.44e-14
  12.44700  4.22e-13  7.44e-14
  12.44800  4.22e-13  7.44e-14
  12.44900  4.22e-13  7.44e-14
  12.45000  4.21e-13  7.44e-14
  12.45100  4.21e-13  7.44e-14
  12.45200  4.21e-13  7.44e-14
  12.45300  4.21e-13  7.44e-14
  12.45400  4.21e-13  7.44e-14
  12.45500  4.21e-13  7.44e-14
  12.45600  4.21e-13  7.43e-14
  12.45700  4.21e-13  7.43e-14
  12.45800  4.21e-13  7.43e-14
  12.45900  4.21e-13  7.43e-14
  12.46000  4.21e-13  7.43e-14
  12.46100  4.21e-13  7.43e-14
  12.46200  4.21e-13  7.43e-14
  12.46300  4.21e-13  7.43e-14
  12.46400  4.21e-13  7.43e-14
  12.46500  4.21e-13  7.43e-14
  12.46600  4.21e-13  7.43e-14
  12.46700  4.21e-13  7.43e-14
  12.46800  4.21e-13  7.42e-14
  12.46900  4.21e-13  7.42e-14
  12.47000  4.21e-13  7.42e-14
  12.47100  4.21e-13  7.42e-14
  12.47200  4.20e-13  7.42e-14
  12.47300  4.20e-13  7.42e-14
  12.47400  4.20e-13  7.42e-14
  12.47500  4.20e-13  7.42e-14
  12.47600  4.20e-13  7.42e-14
  12.47700  4.20e-13  7.42e-14
  12.47800  4.20e-13  7.42e-14
  12.47900  4.20e-13  7.42e-14
  12.48000  4.20e-13  7.42e-14
  12.48100  4.20e-13  7.41e-14
  12.48200  4.20e-13  7.41e-14
  12.48300  4.20e-13  7.41e-14
  12.48400  4.20e-13  7.41e-14
  12.48500  4.20e-13  7.41e-14
  12.48600  4.20e-13  7.41e-14
  12.48700  4.20e-13  7.41e-14
  12.48800  4.20e-13  7.41e-14
  12.48900  4.20e-13  7.41e-14
  12.49000  4.20e-13  7.41e-14
  12.49100  4.20e-13  7.41e-14
  12.49200  4.20e-13  7.41e-14
  12.49300  4.20e-13  7.40e-14
  12.49400  4.19e-13  7.40e-14
  12.49500  4.19e-13  7.40e-14
  12.49600  4.19e-13  7.40e-14
  12.49700  4.19e-13  7.40e-14
  12.49800  4.19e-13  7.40e-14
  12.49900  4.19e-13  7.40e-14
  12.50000  4.19e-13  7.40e-14
  12.50100  4.19e-13  7.40e-14
  12.50200  4.19e-13  7.40e-14
  12.50300  4.19e-13  7.40e-14
  12.50400  4.19e-13  7.40e-14
  12.50500  4.19e-13  7.39e-14
  12.50600  4.19e-13  7.39e-14
  12.50700  4.19e-13  7.39e-14
  12.50800  4.19e-13  7.39e-14
  12.50900  4.19e-13  7.39e-14
  12.51000  4.19e-13  7.39e-14
  12.51100  4.19e-13  7.39e-14
  12.51200  4.19e-13  7.39e-14
  12.51300  4.19e-13  7.39e-14
