      lambda       flux         err
      14411.3      22966.3      701.959
      14415.2      22611.0      895.358
      14419.2      22722.8      897.240
      14423.2      23773.2      898.138
      14427.2      23671.6      381.393
      14431.2      22826.0      555.315
      14435.2      23290.7      557.739
      14439.2      23575.9      511.267
      14443.2      23231.6      746.827
      14447.2      23272.6      1230.54
      14451.2      23560.2      1620.86
      14455.2      22948.4      1398.21
      14459.2      21710.4      1504.84
      14463.2      23279.6      926.441
      14467.2      25549.1      624.771
      14471.2      23888.5      987.661
      14475.2      22560.7      547.424
      14479.2      23055.2      655.046
      14483.2      23584.7      604.211
      14487.2      23383.5      492.725
      14491.2      23788.3      968.981
      14495.2      24891.9      1565.98
      14499.2      24957.2      1930.98
      14503.2      25244.0      2048.55
      14507.2      22838.6      1918.18
      14511.2      22194.3      1701.93
      14515.2      24717.2      1056.68
      14519.2      25398.8      1123.60
      14523.2      24171.1      336.078
      14527.2      23581.4      515.000
      14531.2      23797.6      579.908
      14535.2      23867.8      513.771
      14539.1      24269.2      1168.66
      14543.1      24738.9      868.091
      14547.1      24130.6      389.746
      14551.1      23893.4      692.562
      14555.1      23489.8      617.320
      14559.1      23904.4      600.113
      14563.1      23951.9      722.756
      14567.1      23590.1      401.541
      14571.1      23536.7      1031.31
      14575.1      23971.3      1430.70
      14579.1      24067.0      972.062
      14583.1      24934.7      709.484
      14587.1      25299.4      639.800
      14591.1      25116.5      608.338
      14595.1      24909.6      932.892
      14599.1      25008.6      744.510
      14603.1      24708.8      954.866
      14607.1      24807.2      1180.21
      14611.1      24353.4      806.649
      14615.1      23734.2      855.978
      14619.1      22876.3      820.724
      14623.1      23437.3      897.528
      14627.1      23482.3      707.683
      14631.1      22607.0      717.792
      14635.1      22767.4      864.092
      14639.1      23512.0      544.374
      14643.1      23993.7      528.047
      14647.1      24749.0      490.197
      14651.1      24570.4      582.547
      14655.1      23800.1      658.429
      14659.1      24644.2      721.780
      14663.0      25325.7      581.049
      14667.0      24115.1      1028.42
      14671.0      22873.5      1044.87
      14675.0      22781.4      347.173
      14679.0      22675.6      328.344
      14683.0      22296.3      572.258
      14687.0      22530.9      222.413
      14691.0      23468.5      569.086
      14695.0      22844.7      1240.48
      14699.0      21732.4      1523.76
      14703.0      22423.4      1177.11
      14707.0      22396.0      1185.48
      14711.0      21232.2      1704.70
      14715.0      22773.2      1203.77
      14719.0      24612.7      953.658
      14723.0      24261.1      829.240
      14727.0      23117.2      560.871
      14731.0      23350.9      1180.27
      14735.0      23659.3      1116.90
      14739.0      23543.6      443.829
      14743.0      22563.6      515.889
      14747.0      22888.0      1016.70
      14751.0      23438.1      566.813
      14755.0      23563.0      403.522
      14759.0      23145.1      1094.85
      14763.0      22638.0      1568.12
      14767.0      22210.1      1403.46
      14771.0      22212.3      1192.81
      14775.0      22885.5      896.633
      14779.0      22867.0      665.063
      14783.0      23165.7      876.510
      14786.9      24443.1      759.305
      14790.9      24689.3      512.724
      14794.9      23681.3      537.117
      14798.9      22609.8      758.222
      14802.9      21915.8      1000.22
      14806.9      21835.6      716.414
      14810.9      22901.5      675.390
      14814.9      23649.4      701.576
      14818.9      22208.3      674.296
      14822.9      22274.3      537.738
      14826.9      23057.4      457.861
      14830.9      23526.3      926.968
      14834.9      24184.1      804.349
      14838.9      23922.8      375.557
      14842.9      22865.9      455.052
      14846.9      23150.7      580.898
      14850.9      23092.0      674.279
      14854.9      23340.4      833.630
      14858.9      23173.8      599.553
      14862.9      23472.6      160.232
      14866.9      23879.0      491.067
      14870.9      24188.8      667.274
      14874.9      23560.0      527.895
      14878.9      23622.1      694.102
      14882.9      23694.8      591.069
      14886.9      23431.3      564.201
      14890.9      23861.4      814.711
      14894.9      23452.4      884.944
      14898.9      22769.5      911.959
      14902.9      23831.6      755.306
      14906.8      23727.1      447.392
      14910.8      23832.8      500.920
      14914.8      23330.2      420.761
      14918.8      22682.0      310.570
      14922.8      23368.3      690.735
      14926.8      24406.0      1093.30
      14930.8      23863.7      808.943
      14934.8      23513.5      776.792
      14938.8      23321.5      463.496
      14942.8      22713.9      664.647
      14946.8      23297.2      1153.78
      14950.8      23685.3      1326.39
      14954.8      23718.0      1286.22
      14958.8      24261.2      1347.45
      14962.8      24209.8      1032.85
      14966.8      23884.3      447.041
      14970.8      23651.9      680.485
      14974.8      23659.9      527.082
      14978.8      24038.8      496.169
      14982.8      23707.7      810.758
      14986.8      23769.2      837.882
      14990.8      23519.9      641.190
      14994.8      23353.7      590.652
      14998.8      23298.4      744.548
      15002.8      23374.9      556.072
      15006.8      23530.6      402.915
      15010.8      23654.0      490.989
      15014.8      23494.3      584.995
      15018.8      23559.3      589.838
      15022.8      23465.5      470.078
      15026.8      23794.7      803.071
      15030.7      24658.7      911.034
      15034.7      24926.7      763.711
      15038.7      24179.9      3160.28
      15042.7      23282.3      8828.29
      15046.7      23555.9      6088.73
      15050.7      23504.7      564.244
      15054.7      23418.6      1015.96
      15058.7      23108.5      895.872
      15062.7      23154.4      981.180
      15066.7      23722.7      909.213
      15070.7      24304.8      847.562
      15074.7      24721.6      800.662
      15078.7      24982.2      944.382
      15082.7      24451.8      651.266
      15086.7      24334.1      669.221
      15090.7      23982.9      468.120
      15094.7      24155.4      381.641
      15098.7      24273.3      514.461
      15102.7      23877.5      446.899
      15106.7      23957.5      490.551
      15110.7      24113.9      498.406
      15114.7      23646.5      363.719
      15118.7      23551.1      414.254
      15122.7      24036.8      427.133
      15126.7      24066.3      580.735
      15130.7      23975.8      557.289
      15134.7      23996.6      513.488
      15138.7      24287.2      506.306
      15142.7      24652.3      585.702
      15146.7      24483.3      490.092
      15150.7      24560.6      457.282
      15154.6      24356.2      524.867
      15158.6      24322.0      552.651
      15162.6      24195.0      545.859
      15166.6      23128.1      586.521
      15170.6      22774.6      761.442
      15174.6      22863.7      800.295
      15178.6      23249.1      579.881
      15182.6      23556.8      572.175
      15186.6      24225.3      680.778
      15190.6      24489.5      628.666
      15194.6      24461.8      371.643
      15198.6      24635.2      514.958
      15202.6      24942.4      496.878
      15206.6      24759.6      479.371
      15210.6      24570.8      460.657
      15214.6      25106.1      583.153
      15218.6      25381.7      542.215
      15222.6      25083.8      637.675
      15226.6      24982.3      913.121
      15230.6      24522.0      967.130
      15234.6      24804.3      1109.13
      15238.6      24695.8      707.019
      15242.6      24439.1      641.135
      15246.6      24458.9      767.265
      15250.6      24723.2      649.416
      15254.6      24027.0      458.158
      15258.6      24185.8      531.833
      15262.6      24264.6      693.520
      15266.6      24226.9      656.166
      15270.6      24307.6      654.888
      15274.5      24361.7      829.524
      15278.5      24538.8      661.699
      15282.5      24796.5      576.482
      15286.5      24982.0      632.649
      15290.5      25206.1      559.692
      15294.5      25031.0      415.479
      15298.5      24845.6      568.584
      15302.5      24888.8      431.792
      15306.5      24924.6      471.129
      15310.5      24772.7      641.941
      15314.5      24405.8      791.247
      15318.5      24228.4      728.549
      15322.5      24052.4      790.908
      15326.5      24580.7      1124.69
      15330.5      25102.3      924.131
      15334.5      24945.9      475.224
      15338.5      24739.2      468.244
      15342.5      24729.8      995.903
      15346.5      25200.1      958.062
      15350.5      24984.0      583.037
      15354.5      24844.9      613.883
      15358.5      24824.9      861.363
      15362.5      24809.1      611.003
      15366.5      24949.1      567.306
      15370.5      24900.0      475.949
      15374.5      24742.2      565.824
      15378.5      24739.6      673.862
      15382.5      24478.1      464.443
      15386.5      24158.8      446.740
      15390.5      24381.4      590.754
      15394.5      24983.7      532.473
      15398.4      24841.5      580.672
      15402.4      24512.0      588.276
      15406.4      24474.7      623.464
      15410.4      24227.1      608.698
      15414.4      24232.6      652.810
      15418.4      23986.3      381.809
      15422.4      23830.0      372.246
      15426.4      24036.5      483.026
      15430.4      24256.3      518.074
      15434.4      24626.4      315.772
      15438.4      25088.3      556.822
      15442.4      24642.9      879.999
      15446.4      24303.3      953.729
      15450.4      24855.9      899.398
      15454.4      24589.5      662.685
      15458.4      24736.8      509.736
      15462.4      25160.1      565.121
      15466.4      24906.3      576.290
      15470.4      24566.2      419.618
      15474.4      24533.2      522.665
      15478.4      24480.3      624.009
      15482.4      24547.0      380.034
      15486.4      24268.9      370.938
      15490.4      24384.9      439.124
      15494.4      24680.4      551.421
      15498.4      24837.8      764.531
      15502.4      24915.2      710.190
      15506.4      24848.3      413.137
      15510.4      24876.6      484.979
      15514.4      24940.0      608.024
      15518.4      24883.1      649.200
      15522.3      24950.4      378.254
      15526.3      25404.1      552.711
      15530.3      25248.5      698.393
      15534.3      24769.8      694.318
      15538.3      24645.7      545.698
      15542.3      24861.6      521.900
      15546.3      25203.4      630.939
      15550.3      24867.2      595.966
      15554.3      24913.7      500.457
      15558.3      24977.9      396.232
      15562.3      24760.8      358.383
      15566.3      24919.3      520.320
      15570.3      25207.5      778.704
      15574.3      25487.4      672.025
      15578.3      25445.9      503.407
      15582.3      24468.4      495.241
      15586.3      24654.1      523.728
      15590.3      25470.4      425.725
      15594.3      25400.1      517.394
      15598.3      24956.9      779.546
      15602.3      25270.1      513.970
      15606.3      25370.8      435.033
      15610.3      25203.4      422.338
      15614.3      25044.1      420.361
      15618.3      25091.7      559.372
      15622.3      24930.1      554.069
      15626.3      24628.3      612.365
      15630.3      24582.0      515.395
      15634.3      25099.3      488.568
      15638.3      25463.4      563.835
      15642.2      25473.0      726.409
      15646.2      24888.2      1009.08
      15650.2      24604.2      526.895
      15654.2      24431.6      446.883
      15658.2      24249.6      670.783
      15662.2      24371.7      429.197
      15666.2      24786.4      637.498
      15670.2      24717.4      750.306
      15674.2      25183.3      903.818
      15678.2      25504.9      679.158
      15682.2      25229.4      730.562
      15686.2      25464.4      782.419
      15690.2      25130.9      815.838
      15694.2      24504.7      803.950
      15698.2      24461.2      595.063
      15702.2      24419.9      531.225
      15706.2      24280.2      468.084
      15710.2      24460.8      419.398
      15714.2      24724.7      330.159
      15718.2      24618.9      333.319
      15722.2      25152.7      394.697
      15726.2      25504.4      744.196
      15730.2      25307.3      778.291
      15734.2      25603.5      729.950
      15738.2      25549.2      802.857
      15742.2      25206.2      1005.66
      15746.2      25318.6      914.556
      15750.2      25310.8      642.788
      15754.2      25568.5      776.600
      15758.2      25516.5      785.859
      15762.2      25359.3      790.131
      15766.1      25786.7      1069.17
      15770.1      25268.3      897.297
      15774.1      25439.5      729.557
      15778.1      25799.5      1059.12
      15782.1      25578.6      1296.71
      15786.1      25247.3      1275.02
      15790.1      25677.2      1041.75
      15797.2      25190.5      356.538
      15802.0      25105.3      603.157
      15806.9      25438.1      380.910
      15811.7      25786.4      575.931
      15816.6      25691.0      302.635
      15821.4      25193.6      605.617
      15826.3      25398.3      421.353
      15831.1      24800.2      349.949
      15836.0      24832.4      691.055
      15840.8      24856.4      647.488
      15845.6      24875.9      272.765
      15850.5      25017.1      259.522
      15855.3      24766.2      475.668
      15860.2      25311.0      246.334
      15865.0      26022.5      573.075
      15869.9      25992.5      743.525
      15874.7      25128.9      1194.73
      15879.6      25320.7      1029.41
      15884.4      25903.4      410.938
      15889.3      25851.9      365.406
      15894.1      25181.4      524.245
      15898.9      25293.8      217.166
      15903.8      25659.4      160.269
      15908.6      25721.9      427.734
      15913.5      25414.3      354.278
      15918.3      25364.5      798.510
      15923.2      25425.4      654.850
      15928.0      25465.6      505.125
      15932.9      25637.2      379.720
      15937.7      25620.2      219.840
      15942.5      25347.2      486.770
      15947.4      25505.9      408.729
      15952.2      25792.3      267.441
      15957.1      25711.4      327.528
      15961.9      25540.9      413.839
      15966.8      25936.8      455.099
      15971.6      25640.6      243.759
      15976.5      25652.1      176.049
      15981.3      25860.8      410.094
      15986.1      25651.1      458.057
      15991.0      25368.8      436.713
      15995.8      25492.7      374.982
      16000.7      25734.9      397.184
      16005.5      25594.3      254.917
      16010.4      26307.9      381.688
      16015.2      26026.9      221.579
      16020.1      25336.4      460.131
      16024.9      25367.8      301.161
      16029.8      25812.0      469.971
      16034.6      25740.4      349.911
      16039.4      25614.4      504.271
      16044.3      25610.2      630.206
      16049.1      25198.9      703.818
      16054.0      25282.3      531.128
      16058.8      25387.6      552.582
      16063.7      25812.8      555.172
      16068.5      25685.9      411.281
      16073.4      25992.7      451.563
      16078.2      26031.0      170.079
      16083.0      26312.6      130.162
      16087.9      26106.0      156.481
      16092.7      26295.0      579.572
      16097.6      25455.2      486.114
      16102.4      25346.3      451.865
      16107.3      25612.7      499.292
      16112.1      25721.8      630.008
      16117.0      25578.2      425.149
      16121.8      25438.5      459.709
      16126.6      25124.8      549.177
      16131.5      25077.7      408.994
      16136.3      25142.3      669.609
      16141.2      25468.8      317.559
      16146.0      25542.5      259.518
      16150.9      25617.3      450.932
      16155.7      25322.6      497.060
      16160.6      25510.0      253.317
      16165.4      25758.6      257.332
      16170.2      26320.6      521.169
      16175.1      26236.5      272.662
      16179.9      26084.9      521.765
      16184.8      25270.5      400.621
      16189.6      25387.0      326.411
      16194.5      25140.9      338.252
      16199.3      25603.0      322.494
      16204.2      25278.3      261.682
      16209.0      25292.7      315.250
      16213.9      25300.8      403.764
      16218.7      25487.0      321.134
      16223.5      25756.9      416.678
      16228.4      26156.0      511.483
      16233.2      25706.8      168.706
      16238.1      25650.5      326.510
      16242.9      25605.7      404.773
      16247.8      25244.7      423.064
      16252.6      24953.7      282.932
      16257.5      24893.3      549.016
      16262.3      25141.3      437.637
      16267.1      25262.1      389.006
      16272.0      25193.9      265.769
      16276.8      25495.6      278.086
      16281.7      25406.1      227.053
      16286.5      25633.7      241.798
      16291.4      25272.4      248.149
      16296.2      25232.2      373.685
      16301.1      25092.5      329.982
      16305.9      25175.1      328.701
      16310.7      25331.1      303.831
      16315.6      25846.5      349.714
      16320.4      26025.4      259.695
      16325.3      26094.1      356.526
      16330.1      25966.1      306.617
      16335.0      26089.3      366.141
      16339.8      25675.7      435.178
      16344.7      25730.9      367.118
      16349.5      25607.8      643.398
      16354.4      25539.8      569.372
      16359.2      25523.7      270.617
      16364.0      25694.6      231.718
      16368.9      25731.8      259.274
      16373.7      25977.5      457.920
      16378.6      26106.8      496.138
      16383.4      25732.4      307.585
      16388.3      25540.5      211.848
      16393.1      25509.1      318.362
      16398.0      25460.4      240.028
      16402.8      25712.2      192.319
      16407.6      25665.5      366.745
      16412.5      25626.1      377.233
      16417.3      25882.3      264.323
      16422.2      26258.2      319.236
      16427.0      26359.9      338.232
      16431.9      26089.3      327.451
      16436.7      25931.1      304.889
      16441.6      26620.6      495.442
      16446.4      26433.6      379.246
      16451.2      26452.1      354.051
      16456.1      26286.0      271.428
      16460.9      26546.6      443.414
      16465.8      26316.3      549.721
      16470.6      26181.9      531.909
      16475.5      26039.1      280.787
      16480.3      26313.8      332.615
      16485.2      25861.3      547.881
      16490.0      26015.4      299.651
      16494.8      25804.8      445.766
      16499.7      25975.4      331.541
      16504.5      25990.5      297.935
      16509.4      26546.9      275.131
      16514.2      26076.4      174.121
      16519.1      26129.7      369.222
      16523.9      26135.9      206.005
      16528.8      26221.6      206.992
      16533.6      26176.8      295.786
      16538.5      26116.3      199.641
      16543.3      25736.0      179.491
      16548.1      25401.1      238.122
      16553.0      25724.1      510.008
      16557.8      26238.8      409.010
      16562.7      26625.8      146.413
      16567.5      26852.5      339.911
      16572.4      26620.6      327.929
      16577.2      26606.7      179.282
      16582.1      26567.9      281.619
      16586.9      26277.8      302.692
      16591.7      26082.4      247.127
      16596.6      26019.8      164.574
      16601.4      25733.3      325.376
      16606.3      25703.5      169.837
      16611.1      25733.3      416.992
      16616.0      26145.6      376.138
      16620.8      26247.5      88.9683
      16625.7      26807.4      165.379
      16630.5      26459.2      280.876
      16635.3      26598.2      314.215
      16640.2      26573.2      294.079
      16645.0      26795.4      424.304
      16649.9      26222.1      305.988
      16654.7      26370.7      213.011
      16659.6      26086.3      325.501
      16664.4      26260.8      236.018
      16669.3      25874.6      215.366
      16674.1      25283.0      201.605
      16679.0      25168.9      343.347
      16683.8      25720.8      395.926
      16688.6      25977.5      340.222
      16693.5      26131.8      482.112
      16698.3      25630.5      531.361
      16703.2      26081.9      290.868
      16708.0      26307.5      470.713
      16712.9      26376.3      249.802
      16717.7      26541.3      457.218
      16722.6      26446.6      781.716
      16727.4      25948.6      440.613
      16732.2      26046.9      389.724
      16737.1      25956.2      196.299
      16741.9      26522.5      135.170
      16746.8      26442.1      156.206
      16751.6      26686.8      404.549
      16756.5      26526.4      365.493
      16761.3      26495.3      268.251
      16766.2      26096.8      217.174
      16771.0      26251.0      381.751
      16775.8      26352.1      350.131
      16780.7      26547.9      165.682
      16785.5      26263.3      195.804
      16790.4      26701.1      452.729
      16795.2      26498.4      210.957
      16800.1      27003.2      272.703
      16804.9      26759.6      237.147
      16809.8      27154.7      383.355
      16814.6      26278.6      304.199
      16819.5      26351.4      190.275
      16824.3      26430.8      254.636
      16829.1      27093.8      317.196
      16834.0      26532.0      277.473
      16838.8      26779.8      397.712
      16843.7      26343.3      451.380
      16848.5      26109.7      303.866
      16853.4      26099.2      276.351
      16858.2      26217.9      319.673
      16863.1      26213.1      394.925
      16867.9      25945.7      263.091
      16872.7      25381.5      268.678
      16877.6      25568.7      249.127
      16882.4      25670.0      383.852
      16887.3      25705.6      433.219
      16892.1      25420.7      260.703
      16897.0      25668.6      311.732
      16901.8      25560.8      291.648
      16906.7      26100.6      218.980
      16911.5      26102.9      249.145
      16916.3      26407.8      464.059
      16921.2      25802.6      319.305
      16926.0      25783.5      168.941
      16930.9      26066.9      312.674
      16935.7      26113.2      429.524
      16940.6      25499.9      389.964
      16945.4      25587.0      301.298
      16950.3      25675.4      175.149
      16955.1      25487.5      352.899
      16959.9      25349.4      219.444
      16964.8      25650.0      281.716
      16969.6      25485.1      257.060
      16974.5      25203.1      336.911
      16979.3      25344.7      290.604
      16984.2      25743.6      223.625
      16989.0      25646.0      404.241
      16993.9      25573.4      198.616
      16998.7      25538.4      319.782
      17003.6      25368.0      388.850
      17008.4      24830.0      398.194
      17013.2      24928.8      301.670
      17018.1      24762.4      459.422
      17022.9      25609.2      327.770
      17027.8      25429.0      115.145
      17032.6      25822.6      258.496
      17037.5      25352.2      249.199
      17042.3      25178.0      304.268
      17047.2      24969.8      173.763
      17052.0      24821.6      143.496
      17056.8      24940.8      138.999
      17061.7      25240.0      336.334
      17066.5      24927.4      364.927
      17071.4      24495.9      368.271
      17076.2      24226.7      251.177
      17081.1      24463.5      220.397
      17085.9      24627.4      228.512
      17090.8      24887.7      162.515
      17095.6      24924.0      298.397
      17100.4      24977.8      405.885
      17105.3      24472.8      350.251
      17110.1      24283.0      245.907
      17115.0      23874.8      241.366
      17119.8      24407.9      194.741
      17124.7      24101.1      139.241
      17129.5      24313.7      508.635
      17134.4      23854.6      519.845
      17139.2      23619.0      240.054
      17144.1      23267.4      243.749
      17148.9      23739.6      276.869
      17153.7      23422.2      267.642
      17158.6      23655.0      365.158
      17163.4      23526.8      262.304
      17168.3      23602.0      476.066
      17173.1      23036.1      346.399
      17178.0      22849.7      306.740
      17182.8      22188.0      247.819
      17187.7      22573.6      367.830
      17192.5      22548.6      284.545
      17197.3      23204.1      288.920
      17202.2      23273.9      314.283
      17207.0      23227.5      665.093
      17211.9      23125.7      380.807
      17216.7      23620.7      269.877
      17221.6      23519.9      426.003
      17226.4      23295.7      332.211
      17231.3      22601.8      265.188
      17236.1      22626.6      225.295
      17240.9      22838.7      475.594
      17245.8      23356.2      270.225
      17250.6      22735.0      224.365
      17255.5      22753.8      392.445
      17260.3      22340.4      471.838
      17265.2      22381.7      241.020
      17270.0      22139.5      314.706
      17274.9      22707.8      311.154
      17279.7      23053.7      239.033
      17284.6      23158.6      353.171
      17289.4      22554.9      235.117
      17294.2      22645.7      324.610
      17299.1      22540.2      293.610
      17303.9      23163.5      385.557
      17308.8      22970.7      473.661
      17313.6      22288.2      688.287
      17318.5      21845.1      469.915
      17323.3      22285.1      176.302
      17328.2      22267.4      195.304
      17333.0      22426.7      201.321
      17337.8      21951.2      356.799
      17342.7      21705.0      525.594
      17347.5      21348.6      393.568
      17352.4      21520.3      276.344
      17357.2      21316.2      311.265
      17362.1      22048.7      270.771
      17366.9      22303.8      402.613
      17371.8      22249.6      484.706
      17376.6      21837.8      174.300
      17381.4      21805.4      273.803
      17386.3      21663.5      409.831
      17391.1      22409.5      618.548
      17396.0      21560.5      343.432
      17400.8      21268.6      328.530
      17405.7      20846.1      295.548
      17410.5      21555.6      285.969
      17415.4      22076.5      463.053
      17420.2      21952.4      428.985
      17425.1      21659.8      390.659
      17429.9      21833.1      447.262
      17434.7      20967.3      140.899
      17439.6      20980.5      214.472
      17444.4      21394.1      283.761
      17449.3      21708.3      359.738
      17454.1      21571.5      323.533
      17459.0      21666.4      529.950
      17463.8      21170.3      745.027
      17468.7      20752.7      319.803
      17473.5      20940.9      279.861
      17478.3      20982.6      300.290
      17483.2      21030.9      307.315
      17488.0      20926.6      279.300
      17492.9      20551.7      164.589
      17497.7      20804.0      388.886
      17502.6      20159.6      342.685
      17507.4      19921.2      416.689
      17512.3      20133.7      262.050
      17517.1      20773.8      222.796
      17521.9      20460.8      320.217
      17526.8      20618.8      302.094
      17531.6      20601.3      304.368
      17536.5      20858.6      296.385
      17541.3      20782.0      235.860
      17546.2      20076.1      288.017
      17551.0      20005.6      322.947
      17555.9      20182.0      398.823
      17560.7      19498.1      335.950
      17565.5      19505.0      110.439
      17570.4      19594.4      97.7482
      17575.2      18800.4      485.600
      17580.1      19484.1      425.535
      17584.9      19828.3      160.629
      17589.8      19801.1      98.8929
      17594.6      20238.9      158.715
      17599.5      20011.4      288.574
      17604.3      20093.0      458.623
      17609.2      19706.0      188.516
      17614.0      19847.0      227.900
      17618.8      19379.1      244.654
      17623.7      19603.2      479.230
      17628.5      19506.5      339.704
      17633.4      19565.7      277.027
      17638.2      19231.4      419.685
      17643.1      19304.4      505.969
      17647.9      19671.8      442.136
      17652.8      19730.8      354.241
      17657.6      20274.1      342.518
      17662.4      20786.8      576.801
      17667.3      19337.5      598.760
      17672.1      18857.3      378.100
      17677.0      18024.7      445.898
      17681.8      18306.3      322.342
      17686.7      18777.3      307.501
      17691.5      18961.3      292.355
      17696.4      19265.0      193.402
      17701.2      19269.4      219.380
      17706.0      18883.0      355.841
      17710.9      18965.3      146.399
      17715.7      18612.8      143.236
      17720.6      18741.7      323.006
      17725.4      18228.5      222.423
      17730.3      18537.3      129.230
      17735.1      18766.0      360.156
      17740.0      19260.0      363.193
      17744.8      18779.4      171.101
      17749.7      18040.7      197.450
      17754.5      17830.0      227.111
      17759.3      17993.0      316.418
      17764.2      18172.5      264.266
      17769.0      18221.8      260.127
      17773.9      17899.6      320.673
      17778.7      18102.5      403.025
      17783.6      17971.7      236.010
      17788.4      18382.8      192.029
      17793.3      18013.5      355.680
      17798.1      18224.3      228.146
      17802.9      18105.6      355.468
      17807.8      17634.4      438.500
      17812.6      18139.2      342.354
      17817.5      18697.3      422.540
      17822.3      18004.8      325.780
      17827.2      17904.6      222.428
      17832.0      18079.8      325.697
      17836.9      18495.2      650.591
      17841.7      17786.1      823.474
      17846.5      18118.0      565.643
      17851.4      17643.4      306.234
      17856.2      17329.4      117.027
      17861.1      16948.7      152.142
      17865.9      16789.7      313.358
      17870.8      16985.6      210.763
      17875.6      17171.5      410.555
      17880.5      16781.1      433.326
      17885.3      17190.4      377.221
      17890.2      17389.8      211.022
      17895.0      17657.2      709.088
      17899.8      17053.6      678.919
      17904.7      16983.2      633.839
      17909.5      17157.9      482.796
      17914.4      17085.1      389.086
      17919.2      16585.5      314.445
      17924.1      16808.3      269.569
      17928.9      16992.6      348.219
      17933.8      16803.8      266.239
      17938.6      17192.2      254.352
      17943.4      17335.1      232.234
      17948.3      17016.5      262.587
      17953.1      17343.8      301.717
      17958.0      17301.7      173.422
      17962.8      17193.0      248.196
      17967.7      17448.6      346.656
      17972.5      17471.3      346.881
      17977.4      17331.6      326.310
      17982.2      17438.5      178.046
      17987.0      17325.0      522.464
      17991.9      16161.6      1011.88
      17996.7      14916.6      989.324
      18001.6      15866.6      793.536
      18006.4      16142.2      581.639
      18011.3      17150.4      434.909
      18016.1      16657.6      333.309
      18021.0      16606.1      348.975
      18025.8      16710.1      522.402
      18030.6      16904.9      390.771
      18035.5      16760.4      346.262
      18040.3      17024.2      205.641
      18045.2      16726.2      457.651
      18050.0      15996.4      1132.99
      18054.9      14355.2      1124.16
      18059.7      15425.8      408.305
      18064.6      17255.8      724.414
      18069.4      16859.2      736.167
      18074.3      17022.5      821.212
      18079.1      17269.4      707.078
      18083.9      16082.1      317.487
      18088.8      16235.3      261.189
      18093.6      16321.0      481.303
      18098.5      16290.5      1181.52
      18103.3      14820.4      1230.17
      18108.2      15669.9      723.258
      18113.0      17785.3      454.063
      18117.9      16932.7      663.827
      18122.7      16394.2      521.955
      18127.5      18140.9      1132.05
      18132.4      18955.3      1495.08
      18137.2      18884.2      664.050
      18142.1      17861.1      886.078
      18146.9      16204.4      1298.75
      18151.8      16998.6      1902.55
      18156.6      19993.6      1549.88
      18161.5      21209.9      792.691
      18166.3      20803.7      580.501
      18171.1      19967.6      239.538
      18176.0      19097.3      809.862
      18180.8      17362.8      764.535
      18185.7      18357.6      597.771
      18190.5      18486.1      8693.22
      18195.4      15438.8      10348.5
      18200.2      13686.0      3419.76
      18205.1      17925.3      897.139
      18209.9      19789.5      1701.97
      18214.8      17419.6      1401.08
      18219.6      18296.4      2291.64
      18224.4      20480.6      2465.13
      18229.3      19901.8      1743.00
      18234.1      18375.4      714.646
      18239.0      16667.4      963.803
      18243.8      15806.7      1386.66
      18248.7      15273.1      1124.49
      18253.5      15289.6      1237.86
      18258.4      14949.4      1276.91
      18263.2      17900.0      1188.80
      18268.0      19068.8      1017.13
      18272.9      15958.9      1204.16
      18277.7      14023.9      1190.79
      18282.6      13225.0      1084.87
      18287.4      16980.6      937.089
      18292.3      18028.8      823.012
      18297.1      15560.7      1492.05
      18302.0      15685.4      1000.48
      18306.8      15998.5      959.952
      18311.6      17652.8      803.177
      18316.5      16872.2      704.753
      18321.3      14691.5      451.674
      18326.2      14496.9      683.571
      18331.0      16307.5      595.944
      18335.9      15111.5      1235.96
      18340.7      13022.8      1986.59
      18345.6      12383.8      1938.23
      18350.4      14400.1      2451.41
      18355.2      17290.2      2650.99
      18360.1      19932.6      3589.32
      18364.9      22618.2      2184.24
      18369.8      16237.5      1937.37
      18374.6      16071.4      2270.28
      18379.5      21886.0      4980.76
      18384.3      20429.1      2832.32
      18389.2      15530.7      1683.81
      18394.0      13030.0      1914.00
      18398.9      15089.6      2164.33
      18403.7      20823.0      1918.43
      18408.5      20326.5      2840.04
      18413.4      14943.0      1761.95
      18418.2      16181.2      4365.65
      18423.1      22694.5      3865.11
      18427.9      20894.8      1978.94
      18432.8      17287.6      1289.64
      18437.6      17462.0      1403.24
      18442.5      16527.9      1266.64
      18447.3      15451.5      436.771
      18452.1      13617.2      1254.32
      18457.0      11981.9      1875.40
      18461.8      11245.6      1761.75
      18466.7      14217.6      4663.55
      18471.5      21926.4      5840.62
      18476.4      29191.1      6551.55
      18481.2      27282.0      6749.60
      18486.1      21034.6      5248.75
      18490.9      21042.0      3570.93
      18495.7      17613.4      1362.91
      18500.6      15351.2      997.617
      18505.4      17470.5      2560.87
      18510.3      18899.9      2840.84
      18515.1      16525.5      1101.57
      18520.0      14315.9      1635.92
      18524.8      13000.6      1771.51
      18529.7      14229.9      1323.19
      18534.5      21216.2      2892.78
      18539.4      21405.6      3835.25
      18544.2      19651.6      4320.09
      18549.0      18659.7      2589.19
      18553.9      15324.6      1293.16
      18558.7      12923.9      1858.97
      18563.6      12221.7      1698.96
      18568.4      15381.4      1806.14
      18573.3      18978.8      2781.34
      18578.1      16339.4      1294.06
      18583.0      11808.8      1572.75
      18587.8      10503.3      1295.95
