#Spectrum of PZTelB from Maire et al. 2016
#Distance assumed: 51.49 +/-2.47 pc (Hipparcos).
#Flux-calibrared using the H-band mag reported in Bejar et al. 2008
#Resolving power: 50
#Wavelength [microns] Flux at 10 pc [W.m-2.microns-1]	Flux error [W.m-2.microns-1]
      1.75870  4.57723e-13  4.51449e-14
      1.75880  4.57613e-13  4.51359e-14
      1.75890  4.57503e-13  4.51270e-14
      1.75900  4.57393e-13  4.51182e-14
      1.75910  4.57283e-13  4.51093e-14
      1.75920  4.57173e-13  4.51004e-14
      1.75930  4.57063e-13  4.50916e-14
      1.75940  4.56953e-13  4.50827e-14
      1.75950  4.56843e-13  4.50739e-14
      1.75960  4.56733e-13  4.50651e-14
      1.75970  4.56623e-13  4.50563e-14
      1.75980  4.56513e-13  4.50474e-14
      1.75990  4.56403e-13  4.50386e-14
      1.76000  4.56293e-13  4.50298e-14
      1.76010  4.56183e-13  4.50211e-14
      1.76020  4.56073e-13  4.50123e-14
      1.76030  4.55963e-13  4.50036e-14
      1.76040  4.55853e-13  4.49949e-14
      1.76050  4.55743e-13  4.49861e-14
      1.76060  4.55633e-13  4.49774e-14
      1.76070  4.55523e-13  4.49687e-14
      1.76080  4.55413e-13  4.49600e-14
      1.76090  4.55303e-13  4.49513e-14
      1.76100  4.55193e-13  4.49427e-14
      1.76110  4.55083e-13  4.49340e-14
      1.76120  4.54973e-13  4.49253e-14
      1.76130  4.54863e-13  4.49167e-14
      1.76140  4.54753e-13  4.49080e-14
      1.76150  4.54643e-13  4.48994e-14
      1.76160  4.54533e-13  4.48908e-14
      1.76170  4.54423e-13  4.48822e-14
      1.76180  4.54313e-13  4.48736e-14
      1.76190  4.54203e-13  4.48651e-14
      1.76200  4.54093e-13  4.48564e-14
      1.76210  4.53983e-13  4.48479e-14
      1.76220  4.53873e-13  4.48393e-14
      1.76230  4.53763e-13  4.48308e-14
      1.76240  4.53653e-13  4.48223e-14
      1.76250  4.53543e-13  4.48138e-14
      1.76260  4.53433e-13  4.48053e-14
      1.76270  4.53323e-13  4.47968e-14
      1.76280  4.53213e-13  4.47883e-14
      1.76290  4.53103e-13  4.47799e-14
      1.76300  4.52993e-13  4.47714e-14
      1.76310  4.52883e-13  4.47629e-14
      1.76320  4.52773e-13  4.47545e-14
      1.76330  4.52663e-13  4.47460e-14
      1.76340  4.52553e-13  4.47376e-14
      1.76350  4.52443e-13  4.47293e-14
      1.76360  4.52333e-13  4.47208e-14
      1.76370  4.52223e-13  4.47125e-14
      1.76380  4.52113e-13  4.47040e-14
      1.76390  4.52003e-13  4.46957e-14
      1.76400  4.51893e-13  4.46874e-14
      1.76410  4.51783e-13  4.46790e-14
      1.76420  4.51673e-13  4.46707e-14
      1.76430  4.51564e-13  4.46624e-14
      1.76440  4.51453e-13  4.46541e-14
      1.76450  4.51344e-13  4.46458e-14
      1.76460  4.51233e-13  4.46375e-14
      1.76470  4.51124e-13  4.46292e-14
      1.76480  4.51014e-13  4.46209e-14
      1.76490  4.50904e-13  4.46127e-14
      1.76500  4.50794e-13  4.46044e-14
      1.76510  4.50684e-13  4.45962e-14
      1.76520  4.50574e-13  4.45879e-14
      1.76530  4.50464e-13  4.45797e-14
      1.76540  4.50354e-13  4.45716e-14
      1.76550  4.50244e-13  4.45633e-14
      1.76560  4.50149e-13  4.45537e-14
      1.76570  4.50060e-13  4.45434e-14
      1.76580  4.49971e-13  4.45331e-14
      1.76590  4.49882e-13  4.45229e-14
      1.76600  4.49793e-13  4.45126e-14
      1.76610  4.49705e-13  4.45024e-14
      1.76620  4.49616e-13  4.44921e-14
      1.76630  4.49527e-13  4.44819e-14
      1.76640  4.49438e-13  4.44717e-14
      1.76650  4.49349e-13  4.44614e-14
      1.76660  4.49260e-13  4.44512e-14
      1.76670  4.49171e-13  4.44410e-14
      1.76680  4.49082e-13  4.44307e-14
      1.76690  4.48994e-13  4.44205e-14
      1.76700  4.48905e-13  4.44103e-14
      1.76710  4.48816e-13  4.44001e-14
      1.76720  4.48727e-13  4.43898e-14
      1.76730  4.48638e-13  4.43796e-14
      1.76740  4.48549e-13  4.43694e-14
      1.76750  4.48460e-13  4.43592e-14
      1.76760  4.48372e-13  4.43490e-14
      1.76770  4.48283e-13  4.43388e-14
      1.76780  4.48194e-13  4.43286e-14
      1.76790  4.48105e-13  4.43184e-14
      1.76800  4.48016e-13  4.43082e-14
      1.76810  4.47927e-13  4.42980e-14
      1.76820  4.47838e-13  4.42879e-14
      1.76830  4.47750e-13  4.42777e-14
      1.76840  4.47661e-13  4.42675e-14
      1.76850  4.47572e-13  4.42573e-14
      1.76860  4.47483e-13  4.42472e-14
      1.76870  4.47394e-13  4.42370e-14
      1.76880  4.47305e-13  4.42268e-14
      1.76890  4.47216e-13  4.42166e-14
      1.76900  4.47127e-13  4.42065e-14
      1.76910  4.47039e-13  4.41964e-14
      1.76920  4.46950e-13  4.41862e-14
      1.76930  4.46861e-13  4.41760e-14
      1.76940  4.46772e-13  4.41660e-14
      1.76950  4.46683e-13  4.41558e-14
      1.76960  4.46594e-13  4.41456e-14
      1.76970  4.46505e-13  4.41355e-14
      1.76980  4.46417e-13  4.41254e-14
      1.76990  4.46328e-13  4.41153e-14
      1.77000  4.46239e-13  4.41051e-14
      1.77010  4.46150e-13  4.40950e-14
      1.77020  4.46061e-13  4.40849e-14
      1.77030  4.45972e-13  4.40748e-14
      1.77040  4.45883e-13  4.40647e-14
      1.77050  4.45795e-13  4.40546e-14
      1.77060  4.45706e-13  4.40445e-14
      1.77070  4.45617e-13  4.40344e-14
      1.77080  4.45528e-13  4.40243e-14
      1.77090  4.45439e-13  4.40142e-14
      1.77100  4.45350e-13  4.40041e-14
      1.77110  4.45261e-13  4.39940e-14
      1.77120  4.45173e-13  4.39839e-14
      1.77130  4.45084e-13  4.39739e-14
      1.77140  4.44995e-13  4.39638e-14
      1.77150  4.44906e-13  4.39537e-14
      1.77160  4.44817e-13  4.39436e-14
      1.77170  4.44728e-13  4.39336e-14
      1.77180  4.44639e-13  4.39235e-14
      1.77190  4.44551e-13  4.39134e-14
      1.77200  4.44462e-13  4.39034e-14
      1.77210  4.44373e-13  4.38933e-14
      1.77220  4.44284e-13  4.38833e-14
      1.77230  4.44195e-13  4.38732e-14
      1.77240  4.44106e-13  4.38632e-14
      1.77250  4.44017e-13  4.38531e-14
      1.77260  4.43929e-13  4.38431e-14
      1.77270  4.43840e-13  4.38331e-14
      1.77280  4.43751e-13  4.38231e-14
      1.77290  4.43662e-13  4.38130e-14
      1.77300  4.43573e-13  4.38030e-14
      1.77310  4.43484e-13  4.37930e-14
      1.77320  4.43395e-13  4.37830e-14
      1.77330  4.43306e-13  4.37730e-14
      1.77340  4.43218e-13  4.37629e-14
      1.77350  4.43129e-13  4.37530e-14
      1.77360  4.43040e-13  4.37430e-14
      1.77370  4.42951e-13  4.37329e-14
      1.77380  4.42862e-13  4.37229e-14
      1.77390  4.42773e-13  4.37130e-14
      1.77400  4.42684e-13  4.37030e-14
      1.77410  4.42596e-13  4.36930e-14
      1.77420  4.42507e-13  4.36830e-14
      1.77430  4.42418e-13  4.36730e-14
      1.77440  4.42329e-13  4.36631e-14
      1.77450  4.42240e-13  4.36531e-14
      1.77460  4.42150e-13  4.36445e-14
      1.77470  4.42060e-13  4.36367e-14
      1.77480  4.41970e-13  4.36290e-14
      1.77490  4.41879e-13  4.36212e-14
      1.77500  4.41789e-13  4.36134e-14
      1.77510  4.41699e-13  4.36055e-14
      1.77520  4.41609e-13  4.35978e-14
      1.77530  4.41518e-13  4.35899e-14
      1.77540  4.41428e-13  4.35822e-14
      1.77550  4.41338e-13  4.35744e-14
      1.77560  4.41247e-13  4.35666e-14
      1.77570  4.41157e-13  4.35588e-14
      1.77580  4.41067e-13  4.35511e-14
      1.77590  4.40976e-13  4.35433e-14
      1.77600  4.40886e-13  4.35355e-14
      1.77610  4.40796e-13  4.35277e-14
      1.77620  4.40705e-13  4.35200e-14
      1.77630  4.40615e-13  4.35123e-14
      1.77640  4.40525e-13  4.35045e-14
      1.77650  4.40435e-13  4.34967e-14
      1.77660  4.40344e-13  4.34890e-14
      1.77670  4.40254e-13  4.34813e-14
      1.77680  4.40164e-13  4.34735e-14
      1.77690  4.40073e-13  4.34658e-14
      1.77700  4.39983e-13  4.34580e-14
      1.77710  4.39893e-13  4.34503e-14
      1.77720  4.39802e-13  4.34425e-14
      1.77730  4.39712e-13  4.34348e-14
      1.77740  4.39622e-13  4.34271e-14
      1.77750  4.39532e-13  4.34193e-14
      1.77760  4.39441e-13  4.34117e-14
      1.77770  4.39351e-13  4.34039e-14
      1.77780  4.39261e-13  4.33962e-14
      1.77790  4.39170e-13  4.33885e-14
      1.77800  4.39080e-13  4.33808e-14
      1.77810  4.38990e-13  4.33731e-14
      1.77820  4.38900e-13  4.33654e-14
      1.77830  4.38809e-13  4.33577e-14
      1.77840  4.38719e-13  4.33500e-14
      1.77850  4.38629e-13  4.33423e-14
      1.77860  4.38538e-13  4.33346e-14
      1.77870  4.38448e-13  4.33269e-14
      1.77880  4.38358e-13  4.33192e-14
      1.77890  4.38267e-13  4.33116e-14
      1.77900  4.38177e-13  4.33039e-14
      1.77910  4.38087e-13  4.32962e-14
      1.77920  4.37996e-13  4.32885e-14
      1.77930  4.37906e-13  4.32808e-14
      1.77940  4.37816e-13  4.32732e-14
      1.77950  4.37726e-13  4.32655e-14
      1.77960  4.37635e-13  4.32579e-14
      1.77970  4.37545e-13  4.32502e-14
      1.77980  4.37455e-13  4.32425e-14
      1.77990  4.37364e-13  4.32349e-14
      1.78000  4.37274e-13  4.32272e-14
      1.78010  4.37184e-13  4.32196e-14
      1.78020  4.37093e-13  4.32120e-14
      1.78030  4.37003e-13  4.32043e-14
      1.78040  4.36913e-13  4.31967e-14
      1.78050  4.36823e-13  4.31891e-14
      1.78060  4.36732e-13  4.31814e-14
      1.78070  4.36642e-13  4.31738e-14
      1.78080  4.36552e-13  4.31661e-14
      1.78090  4.36461e-13  4.31586e-14
      1.78100  4.36371e-13  4.31509e-14
      1.78110  4.36281e-13  4.31433e-14
      1.78120  4.36190e-13  4.31357e-14
      1.78130  4.36100e-13  4.31281e-14
      1.78140  4.36010e-13  4.31204e-14
      1.78150  4.35920e-13  4.31129e-14
      1.78160  4.35829e-13  4.31053e-14
      1.78170  4.35739e-13  4.30977e-14
      1.78180  4.35649e-13  4.30901e-14
      1.78190  4.35558e-13  4.30825e-14
      1.78200  4.35468e-13  4.30749e-14
      1.78210  4.35378e-13  4.30673e-14
      1.78220  4.35287e-13  4.30597e-14
      1.78230  4.35197e-13  4.30522e-14
      1.78240  4.35107e-13  4.30446e-14
      1.78250  4.35017e-13  4.30370e-14
      1.78260  4.34926e-13  4.30294e-14
      1.78270  4.34836e-13  4.30219e-14
      1.78280  4.34746e-13  4.30143e-14
      1.78290  4.34655e-13  4.30068e-14
      1.78300  4.34565e-13  4.29992e-14
      1.78310  4.34475e-13  4.29917e-14
      1.78320  4.34384e-13  4.29841e-14
      1.78330  4.34294e-13  4.29765e-14
      1.78340  4.34204e-13  4.29690e-14
      1.78350  4.34114e-13  4.29614e-14
      1.78360  4.34071e-13  4.29589e-14
      1.78370  4.34058e-13  4.29593e-14
      1.78380  4.34046e-13  4.29597e-14
      1.78390  4.34033e-13  4.29603e-14
      1.78400  4.34021e-13  4.29607e-14
      1.78410  4.34008e-13  4.29612e-14
      1.78420  4.33995e-13  4.29617e-14
      1.78430  4.33983e-13  4.29622e-14
      1.78440  4.33970e-13  4.29627e-14
      1.78450  4.33957e-13  4.29632e-14
      1.78460  4.33945e-13  4.29637e-14
      1.78470  4.33932e-13  4.29642e-14
      1.78480  4.33919e-13  4.29647e-14
      1.78490  4.33907e-13  4.29652e-14
      1.78500  4.33894e-13  4.29658e-14
      1.78510  4.33881e-13  4.29663e-14
      1.78520  4.33869e-13  4.29668e-14
      1.78530  4.33856e-13  4.29673e-14
      1.78540  4.33843e-13  4.29679e-14
      1.78550  4.33831e-13  4.29684e-14
      1.78560  4.33818e-13  4.29690e-14
      1.78570  4.33806e-13  4.29695e-14
      1.78580  4.33793e-13  4.29701e-14
      1.78590  4.33780e-13  4.29706e-14
      1.78600  4.33768e-13  4.29713e-14
      1.78610  4.33755e-13  4.29718e-14
      1.78620  4.33742e-13  4.29724e-14
      1.78630  4.33730e-13  4.29730e-14
      1.78640  4.33717e-13  4.29735e-14
      1.78650  4.33704e-13  4.29741e-14
      1.78660  4.33692e-13  4.29747e-14
      1.78670  4.33679e-13  4.29753e-14
      1.78680  4.33666e-13  4.29760e-14
      1.78690  4.33654e-13  4.29766e-14
      1.78700  4.33641e-13  4.29772e-14
      1.78710  4.33628e-13  4.29778e-14
      1.78720  4.33616e-13  4.29784e-14
      1.78730  4.33603e-13  4.29790e-14
      1.78740  4.33591e-13  4.29797e-14
      1.78750  4.33578e-13  4.29803e-14
      1.78760  4.33565e-13  4.29810e-14
      1.78770  4.33553e-13  4.29816e-14
      1.78780  4.33540e-13  4.29822e-14
      1.78790  4.33527e-13  4.29829e-14
      1.78800  4.33515e-13  4.29836e-14
      1.78810  4.33502e-13  4.29842e-14
      1.78820  4.33489e-13  4.29849e-14
      1.78830  4.33477e-13  4.29856e-14
      1.78840  4.33464e-13  4.29862e-14
      1.78850  4.33451e-13  4.29869e-14
      1.78860  4.33439e-13  4.29876e-14
      1.78870  4.33426e-13  4.29883e-14
      1.78880  4.33413e-13  4.29890e-14
      1.78890  4.33401e-13  4.29897e-14
      1.78900  4.33388e-13  4.29904e-14
      1.78910  4.33376e-13  4.29911e-14
      1.78920  4.33363e-13  4.29918e-14
      1.78930  4.33350e-13  4.29926e-14
      1.78940  4.33338e-13  4.29933e-14
      1.78950  4.33325e-13  4.29940e-14
      1.78960  4.33312e-13  4.29948e-14
      1.78970  4.33300e-13  4.29955e-14
      1.78980  4.33287e-13  4.29962e-14
      1.78990  4.33274e-13  4.29970e-14
      1.79000  4.33262e-13  4.29977e-14
      1.79010  4.33249e-13  4.29985e-14
      1.79020  4.33236e-13  4.29993e-14
      1.79030  4.33224e-13  4.30000e-14
      1.79040  4.33211e-13  4.30008e-14
      1.79050  4.33198e-13  4.30015e-14
      1.79060  4.33186e-13  4.30024e-14
      1.79070  4.33173e-13  4.30031e-14
      1.79080  4.33160e-13  4.30039e-14
      1.79090  4.33148e-13  4.30047e-14
      1.79100  4.33135e-13  4.30055e-14
      1.79110  4.33123e-13  4.30064e-14
      1.79120  4.33110e-13  4.30071e-14
      1.79130  4.33097e-13  4.30079e-14
      1.79140  4.33085e-13  4.30088e-14
      1.79150  4.33072e-13  4.30096e-14
      1.79160  4.33059e-13  4.30104e-14
      1.79170  4.33047e-13  4.30112e-14
      1.79180  4.33034e-13  4.30121e-14
      1.79190  4.33021e-13  4.30129e-14
      1.79200  4.33009e-13  4.30138e-14
      1.79210  4.32996e-13  4.30146e-14
      1.79220  4.32983e-13  4.30155e-14
      1.79230  4.32971e-13  4.30163e-14
      1.79240  4.32958e-13  4.30172e-14
      1.79250  4.32945e-13  4.30181e-14
      1.79260  4.32884e-13  4.30144e-14
      1.79270  4.32786e-13  4.30071e-14
      1.79280  4.32687e-13  4.29999e-14
      1.79290  4.32589e-13  4.29927e-14
      1.79300  4.32490e-13  4.29855e-14
      1.79310  4.32392e-13  4.29784e-14
      1.79320  4.32293e-13  4.29712e-14
      1.79330  4.32194e-13  4.29640e-14
      1.79340  4.32096e-13  4.29568e-14
      1.79350  4.31997e-13  4.29497e-14
      1.79360  4.31899e-13  4.29425e-14
      1.79370  4.31800e-13  4.29354e-14
      1.79380  4.31702e-13  4.29283e-14
      1.79390  4.31603e-13  4.29211e-14
      1.79400  4.31505e-13  4.29140e-14
      1.79410  4.31406e-13  4.29069e-14
      1.79420  4.31308e-13  4.28997e-14
      1.79430  4.31209e-13  4.28927e-14
      1.79440  4.31111e-13  4.28856e-14
      1.79450  4.31012e-13  4.28785e-14
      1.79460  4.30913e-13  4.28714e-14
      1.79470  4.30815e-13  4.28643e-14
      1.79480  4.30716e-13  4.28572e-14
      1.79490  4.30618e-13  4.28502e-14
      1.79500  4.30519e-13  4.28432e-14
      1.79510  4.30421e-13  4.28361e-14
      1.79520  4.30322e-13  4.28290e-14
      1.79530  4.30224e-13  4.28220e-14
      1.79540  4.30125e-13  4.28150e-14
      1.79550  4.30027e-13  4.28079e-14
      1.79560  4.29928e-13  4.28010e-14
      1.79570  4.29830e-13  4.27939e-14
      1.79580  4.29731e-13  4.27869e-14
      1.79590  4.29633e-13  4.27799e-14
      1.79600  4.29534e-13  4.27729e-14
      1.79610  4.29436e-13  4.27660e-14
      1.79620  4.29337e-13  4.27590e-14
      1.79630  4.29239e-13  4.27520e-14
      1.79640  4.29140e-13  4.27450e-14
      1.79650  4.29041e-13  4.27381e-14
      1.79660  4.28943e-13  4.27311e-14
      1.79670  4.28844e-13  4.27242e-14
      1.79680  4.28746e-13  4.27173e-14
      1.79690  4.28647e-13  4.27103e-14
      1.79700  4.28549e-13  4.27034e-14
      1.79710  4.28450e-13  4.26965e-14
      1.79720  4.28352e-13  4.26896e-14
      1.79730  4.28253e-13  4.26827e-14
      1.79740  4.28155e-13  4.26758e-14
      1.79750  4.28056e-13  4.26689e-14
      1.79760  4.27958e-13  4.26620e-14
      1.79770  4.27859e-13  4.26552e-14
      1.79780  4.27761e-13  4.26483e-14
      1.79790  4.27662e-13  4.26415e-14
      1.79800  4.27563e-13  4.26346e-14
      1.79810  4.27465e-13  4.26278e-14
      1.79820  4.27366e-13  4.26209e-14
      1.79830  4.27268e-13  4.26141e-14
      1.79840  4.27169e-13  4.26073e-14
      1.79850  4.27071e-13  4.26005e-14
      1.79860  4.26972e-13  4.25936e-14
      1.79870  4.26874e-13  4.25868e-14
      1.79880  4.26775e-13  4.25800e-14
      1.79890  4.26677e-13  4.25732e-14
      1.79900  4.26578e-13  4.25664e-14
      1.79910  4.26480e-13  4.25597e-14
      1.79920  4.26381e-13  4.25529e-14
      1.79930  4.26283e-13  4.25461e-14
      1.79940  4.26184e-13  4.25394e-14
      1.79950  4.26085e-13  4.25326e-14
      1.79960  4.25987e-13  4.25259e-14
      1.79970  4.25888e-13  4.25192e-14
      1.79980  4.25790e-13  4.25125e-14
      1.79990  4.25691e-13  4.25057e-14
      1.80000  4.25593e-13  4.24990e-14
      1.80010  4.25494e-13  4.24923e-14
      1.80020  4.25396e-13  4.24856e-14
      1.80030  4.25297e-13  4.24789e-14
      1.80040  4.25199e-13  4.24722e-14
      1.80050  4.25100e-13  4.24656e-14
      1.80060  4.25002e-13  4.24589e-14
      1.80070  4.24903e-13  4.24522e-14
      1.80080  4.24805e-13  4.24456e-14
      1.80090  4.24706e-13  4.24389e-14
      1.80100  4.24608e-13  4.24323e-14
      1.80110  4.24509e-13  4.24256e-14
      1.80120  4.24411e-13  4.24190e-14
      1.80130  4.24312e-13  4.24124e-14
      1.80140  4.24213e-13  4.24058e-14
      1.80150  4.24115e-13  4.23992e-14
      1.80160  4.24019e-13  4.23957e-14
      1.80170  4.23925e-13  4.23953e-14
      1.80180  4.23830e-13  4.23950e-14
      1.80190  4.23736e-13  4.23947e-14
      1.80200  4.23642e-13  4.23945e-14
      1.80210  4.23548e-13  4.23943e-14
      1.80220  4.23454e-13  4.23942e-14
      1.80230  4.23360e-13  4.23941e-14
      1.80240  4.23266e-13  4.23941e-14
      1.80250  4.23171e-13  4.23941e-14
      1.80260  4.23077e-13  4.23942e-14
      1.80270  4.22983e-13  4.23944e-14
      1.80280  4.22889e-13  4.23946e-14
      1.80290  4.22795e-13  4.23948e-14
      1.80300  4.22701e-13  4.23951e-14
      1.80310  4.22607e-13  4.23954e-14
      1.80320  4.22512e-13  4.23958e-14
      1.80330  4.22418e-13  4.23963e-14
      1.80340  4.22324e-13  4.23968e-14
      1.80350  4.22230e-13  4.23974e-14
      1.80360  4.22136e-13  4.23980e-14
      1.80370  4.22042e-13  4.23987e-14
      1.80380  4.21948e-13  4.23994e-14
      1.80390  4.21854e-13  4.24002e-14
      1.80400  4.21760e-13  4.24010e-14
      1.80410  4.21665e-13  4.24019e-14
      1.80420  4.21571e-13  4.24028e-14
      1.80430  4.21477e-13  4.24038e-14
      1.80440  4.21383e-13  4.24049e-14
      1.80450  4.21289e-13  4.24060e-14
      1.80460  4.21195e-13  4.24071e-14
      1.80470  4.21101e-13  4.24083e-14
      1.80480  4.21006e-13  4.24096e-14
      1.80490  4.20912e-13  4.24109e-14
      1.80500  4.20818e-13  4.24123e-14
      1.80510  4.20724e-13  4.24137e-14
      1.80520  4.20630e-13  4.24152e-14
      1.80530  4.20536e-13  4.24166e-14
      1.80540  4.20442e-13  4.24182e-14
      1.80550  4.20347e-13  4.24199e-14
      1.80560  4.20253e-13  4.24216e-14
      1.80570  4.20159e-13  4.24233e-14
      1.80580  4.20065e-13  4.24251e-14
      1.80590  4.19971e-13  4.24269e-14
      1.80600  4.19877e-13  4.24288e-14
      1.80610  4.19783e-13  4.24308e-14
      1.80620  4.19689e-13  4.24328e-14
      1.80630  4.19595e-13  4.24348e-14
      1.80640  4.19500e-13  4.24369e-14
      1.80650  4.19406e-13  4.24391e-14
      1.80660  4.19312e-13  4.24413e-14
      1.80670  4.19218e-13  4.24436e-14
      1.80680  4.19124e-13  4.24459e-14
      1.80690  4.19030e-13  4.24483e-14
      1.80700  4.18936e-13  4.24507e-14
      1.80710  4.18841e-13  4.24531e-14
      1.80720  4.18747e-13  4.24557e-14
      1.80730  4.18653e-13  4.24583e-14
      1.80740  4.18559e-13  4.24609e-14
      1.80750  4.18465e-13  4.24636e-14
      1.80760  4.18371e-13  4.24664e-14
      1.80770  4.18277e-13  4.24692e-14
      1.80780  4.18183e-13  4.24720e-14
      1.80790  4.18088e-13  4.24749e-14
      1.80800  4.17994e-13  4.24779e-14
      1.80810  4.17900e-13  4.24809e-14
      1.80820  4.17806e-13  4.24839e-14
      1.80830  4.17712e-13  4.24870e-14
      1.80840  4.17618e-13  4.24902e-14
      1.80850  4.17524e-13  4.24935e-14
      1.80860  4.17429e-13  4.24967e-14
      1.80870  4.17335e-13  4.25001e-14
      1.80880  4.17241e-13  4.25035e-14
      1.80890  4.17147e-13  4.25069e-14
      1.80900  4.17053e-13  4.25103e-14
      1.80910  4.16959e-13  4.25139e-14
      1.80920  4.16865e-13  4.25175e-14
      1.80930  4.16771e-13  4.25211e-14
      1.80940  4.16676e-13  4.25249e-14
      1.80950  4.16582e-13  4.25286e-14
      1.80960  4.16488e-13  4.25324e-14
      1.80970  4.16394e-13  4.25362e-14
      1.80980  4.16300e-13  4.25402e-14
      1.80990  4.16206e-13  4.25441e-14
      1.81000  4.16112e-13  4.25481e-14
      1.81010  4.16018e-13  4.25522e-14
      1.81020  4.15923e-13  4.25563e-14
      1.81030  4.15829e-13  4.25605e-14
      1.81040  4.15735e-13  4.25647e-14
      1.81050  4.15641e-13  4.25690e-14
      1.81060  4.15556e-13  4.25795e-14
      1.81070  4.15483e-13  4.25971e-14
      1.81080  4.15409e-13  4.26150e-14
      1.81090  4.15336e-13  4.26329e-14
      1.81100  4.15262e-13  4.26510e-14
      1.81110  4.15188e-13  4.26694e-14
      1.81120  4.15115e-13  4.26878e-14
      1.81130  4.15041e-13  4.27065e-14
      1.81140  4.14967e-13  4.27253e-14
      1.81150  4.14894e-13  4.27443e-14
      1.81160  4.14820e-13  4.27635e-14
      1.81170  4.14746e-13  4.27827e-14
      1.81180  4.14673e-13  4.28022e-14
      1.81190  4.14599e-13  4.28219e-14
      1.81200  4.14525e-13  4.28417e-14
      1.81210  4.14452e-13  4.28616e-14
      1.81220  4.14378e-13  4.28818e-14
      1.81230  4.14305e-13  4.29021e-14
      1.81240  4.14231e-13  4.29225e-14
      1.81250  4.14157e-13  4.29432e-14
      1.81260  4.14084e-13  4.29640e-14
      1.81270  4.14010e-13  4.29850e-14
      1.81280  4.13936e-13  4.30060e-14
      1.81290  4.13863e-13  4.30274e-14
      1.81300  4.13789e-13  4.30488e-14
      1.81310  4.13715e-13  4.30704e-14
      1.81320  4.13642e-13  4.30922e-14
      1.81330  4.13568e-13  4.31142e-14
      1.81340  4.13494e-13  4.31363e-14
      1.81350  4.13421e-13  4.31585e-14
      1.81360  4.13347e-13  4.31809e-14
      1.81370  4.13274e-13  4.32036e-14
      1.81380  4.13200e-13  4.32263e-14
      1.81390  4.13126e-13  4.32492e-14
      1.81400  4.13053e-13  4.32723e-14
      1.81410  4.12979e-13  4.32955e-14
      1.81420  4.12905e-13  4.33189e-14
      1.81430  4.12832e-13  4.33425e-14
      1.81440  4.12758e-13  4.33662e-14
      1.81450  4.12684e-13  4.33901e-14
      1.81460  4.12611e-13  4.34141e-14
      1.81470  4.12537e-13  4.34382e-14
      1.81480  4.12463e-13  4.34626e-14
      1.81490  4.12390e-13  4.34871e-14
      1.81500  4.12316e-13  4.35118e-14
      1.81510  4.12243e-13  4.35366e-14
      1.81520  4.12169e-13  4.35616e-14
      1.81530  4.12095e-13  4.35868e-14
      1.81540  4.12022e-13  4.36120e-14
      1.81550  4.11948e-13  4.36375e-14
      1.81560  4.11874e-13  4.36631e-14
      1.81570  4.11801e-13  4.36889e-14
      1.81580  4.11727e-13  4.37148e-14
      1.81590  4.11653e-13  4.37409e-14
      1.81600  4.11580e-13  4.37671e-14
      1.81610  4.11506e-13  4.37935e-14
      1.81620  4.11432e-13  4.38201e-14
      1.81630  4.11359e-13  4.38467e-14
      1.81640  4.11285e-13  4.38736e-14
      1.81650  4.11212e-13  4.39006e-14
      1.81660  4.11138e-13  4.39278e-14
      1.81670  4.11064e-13  4.39551e-14
      1.81680  4.10991e-13  4.39825e-14
      1.81690  4.10917e-13  4.40102e-14
      1.81700  4.10843e-13  4.40379e-14
      1.81710  4.10770e-13  4.40658e-14
      1.81720  4.10696e-13  4.40940e-14
      1.81730  4.10622e-13  4.41222e-14
      1.81740  4.10549e-13  4.41506e-14
      1.81750  4.10475e-13  4.41791e-14
      1.81760  4.10401e-13  4.42078e-14
      1.81770  4.10328e-13  4.42366e-14
      1.81780  4.10254e-13  4.42656e-14
      1.81790  4.10181e-13  4.42947e-14
      1.81800  4.10107e-13  4.43240e-14
      1.81810  4.10033e-13  4.43534e-14
      1.81820  4.09960e-13  4.43830e-14
      1.81830  4.09886e-13  4.44128e-14
      1.81840  4.09812e-13  4.44426e-14
      1.81850  4.09739e-13  4.44727e-14
      1.81860  4.09665e-13  4.45028e-14
      1.81870  4.09591e-13  4.45332e-14
      1.81880  4.09518e-13  4.45636e-14
      1.81890  4.09444e-13  4.45942e-14
      1.81900  4.09371e-13  4.46250e-14
      1.81910  4.09297e-13  4.46559e-14
      1.81920  4.09223e-13  4.46870e-14
      1.81930  4.09150e-13  4.47182e-14
      1.81940  4.09076e-13  4.47495e-14
      1.81950  4.09002e-13  4.47810e-14
      1.81960  4.08924e-13  4.48095e-14
      1.81970  4.08839e-13  4.48337e-14
      1.81980  4.08755e-13  4.48580e-14
      1.81990  4.08670e-13  4.48825e-14
      1.82000  4.08585e-13  4.49070e-14
      1.82010  4.08500e-13  4.49316e-14
      1.82020  4.08416e-13  4.49563e-14
      1.82030  4.08331e-13  4.49811e-14
      1.82040  4.08246e-13  4.50061e-14
      1.82050  4.08161e-13  4.50311e-14
      1.82060  4.08076e-13  4.50562e-14
      1.82070  4.07992e-13  4.50815e-14
      1.82080  4.07907e-13  4.51068e-14
      1.82090  4.07822e-13  4.51322e-14
      1.82100  4.07737e-13  4.51578e-14
      1.82110  4.07653e-13  4.51834e-14
      1.82120  4.07568e-13  4.52091e-14
      1.82130  4.07483e-13  4.52350e-14
      1.82140  4.07399e-13  4.52609e-14
      1.82150  4.07314e-13  4.52869e-14
