#Spectrum of PZTelB from Maire et al. 2016
#Distance assumed: 51.49 +/-2.47 pc (Hipparcos).
#Flux-calibrared using the H-band mag reported in Bejar et al. 2008
#Resolving power: 50
#Wavelength [microns] Flux at 10 pc [W.m-2.microns-1]	Flux error [W.m-2.microns-1]
      1.34070  7.89232e-13  8.02336e-14
      1.34080  7.89059e-13  8.02143e-14
      1.34090  7.88886e-13  8.01951e-14
      1.34100  7.88713e-13  8.01758e-14
      1.34110  7.88540e-13  8.01565e-14
      1.34120  7.88367e-13  8.01373e-14
      1.34130  7.88194e-13  8.01180e-14
      1.34140  7.88022e-13  8.00988e-14
      1.34150  7.87849e-13  8.00796e-14
      1.34160  7.87676e-13  8.00603e-14
      1.34170  7.87503e-13  8.00410e-14
      1.34180  7.87330e-13  8.00217e-14
      1.34190  7.87157e-13  8.00025e-14
      1.34200  7.86985e-13  7.99833e-14
      1.34210  7.86812e-13  7.99640e-14
      1.34220  7.86639e-13  7.99448e-14
      1.34230  7.86459e-13  7.99255e-14
      1.34240  7.86098e-13  7.99051e-14
      1.34250  7.85737e-13  7.98848e-14
      1.34260  7.85376e-13  7.98646e-14
      1.34270  7.85015e-13  7.98444e-14
      1.34280  7.84655e-13  7.98242e-14
      1.34290  7.84294e-13  7.98041e-14
      1.34300  7.83933e-13  7.97841e-14
      1.34310  7.83572e-13  7.97640e-14
      1.34320  7.83211e-13  7.97441e-14
      1.34330  7.82850e-13  7.97242e-14
      1.34340  7.82489e-13  7.97043e-14
      1.34350  7.82129e-13  7.96845e-14
      1.34360  7.81768e-13  7.96647e-14
      1.34370  7.81407e-13  7.96450e-14
      1.34380  7.81046e-13  7.96253e-14
      1.34390  7.80685e-13  7.96057e-14
      1.34400  7.80324e-13  7.95861e-14
      1.34410  7.79963e-13  7.95666e-14
      1.34420  7.79603e-13  7.95471e-14
      1.34430  7.79242e-13  7.95276e-14
      1.34440  7.78881e-13  7.95082e-14
      1.34450  7.78520e-13  7.94889e-14
      1.34460  7.78159e-13  7.94697e-14
      1.34470  7.77798e-13  7.94504e-14
      1.34480  7.77437e-13  7.94312e-14
      1.34490  7.77077e-13  7.94121e-14
      1.34500  7.76715e-13  7.93929e-14
      1.34510  7.76355e-13  7.93739e-14
      1.34520  7.75994e-13  7.93549e-14
      1.34530  7.75633e-13  7.93360e-14
      1.34540  7.75272e-13  7.93171e-14
      1.34550  7.74911e-13  7.92982e-14
      1.34560  7.74550e-13  7.92793e-14
      1.34570  7.74189e-13  7.92606e-14
      1.34580  7.73829e-13  7.92419e-14
      1.34590  7.73468e-13  7.92232e-14
      1.34600  7.73107e-13  7.92046e-14
      1.34610  7.72746e-13  7.91860e-14
      1.34620  7.72385e-13  7.91676e-14
      1.34630  7.72024e-13  7.91491e-14
      1.34640  7.71663e-13  7.91307e-14
      1.34650  7.71303e-13  7.91123e-14
      1.34660  7.70942e-13  7.90940e-14
      1.34670  7.70581e-13  7.90757e-14
      1.34680  7.70220e-13  7.90575e-14
      1.34690  7.69859e-13  7.90393e-14
      1.34700  7.69498e-13  7.90211e-14
      1.34710  7.69137e-13  7.90031e-14
      1.34720  7.68777e-13  7.89851e-14
      1.34730  7.68416e-13  7.89671e-14
      1.34740  7.68055e-13  7.89492e-14
      1.34750  7.67694e-13  7.89313e-14
      1.34760  7.67333e-13  7.89135e-14
      1.34770  7.66972e-13  7.88957e-14
      1.34780  7.66611e-13  7.88780e-14
      1.34790  7.66251e-13  7.88603e-14
      1.34800  7.65890e-13  7.88426e-14
      1.34810  7.65529e-13  7.88251e-14
      1.34820  7.65168e-13  7.88075e-14
      1.34830  7.64807e-13  7.87900e-14
      1.34840  7.64446e-13  7.87726e-14
      1.34850  7.64085e-13  7.87552e-14
      1.34860  7.63724e-13  7.87379e-14
      1.34870  7.63364e-13  7.87206e-14
      1.34880  7.63003e-13  7.87034e-14
      1.34890  7.62642e-13  7.86861e-14
      1.34900  7.62281e-13  7.86691e-14
      1.34910  7.61920e-13  7.86520e-14
      1.34920  7.61559e-13  7.86349e-14
      1.34930  7.61198e-13  7.86180e-14
      1.34940  7.60838e-13  7.86011e-14
      1.34950  7.60477e-13  7.85841e-14
      1.34960  7.60116e-13  7.85673e-14
      1.34970  7.59755e-13  7.85505e-14
      1.34980  7.59394e-13  7.85338e-14
      1.34990  7.59033e-13  7.85171e-14
      1.35000  7.58672e-13  7.85004e-14
      1.35010  7.58311e-13  7.84838e-14
      1.35020  7.57951e-13  7.84673e-14
      1.35030  7.57590e-13  7.84508e-14
      1.35040  7.57229e-13  7.84344e-14
      1.35050  7.56868e-13  7.84180e-14
      1.35060  7.56507e-13  7.84017e-14
      1.35070  7.56146e-13  7.83854e-14
      1.35080  7.55785e-13  7.83692e-14
      1.35090  7.55424e-13  7.83530e-14
      1.35100  7.55063e-13  7.83368e-14
      1.35110  7.54703e-13  7.83207e-14
      1.35120  7.54342e-13  7.83047e-14
      1.35130  7.53981e-13  7.82887e-14
      1.35140  7.53767e-13  7.82997e-14
      1.35150  7.53555e-13  7.83111e-14
      1.35160  7.53343e-13  7.83226e-14
      1.35170  7.53130e-13  7.83343e-14
      1.35180  7.52918e-13  7.83460e-14
      1.35190  7.52706e-13  7.83579e-14
      1.35200  7.52494e-13  7.83700e-14
      1.35210  7.52282e-13  7.83821e-14
      1.35220  7.52070e-13  7.83944e-14
      1.35230  7.51858e-13  7.84067e-14
      1.35240  7.51646e-13  7.84192e-14
      1.35250  7.51433e-13  7.84318e-14
      1.35260  7.51221e-13  7.84446e-14
      1.35270  7.51009e-13  7.84574e-14
      1.35280  7.50797e-13  7.84704e-14
      1.35290  7.50585e-13  7.84835e-14
      1.35300  7.50373e-13  7.84967e-14
      1.35310  7.50161e-13  7.85100e-14
      1.35320  7.49948e-13  7.85235e-14
      1.35330  7.49736e-13  7.85371e-14
      1.35340  7.49524e-13  7.85508e-14
      1.35350  7.49312e-13  7.85646e-14
      1.35360  7.49100e-13  7.85785e-14
      1.35370  7.48888e-13  7.85925e-14
      1.35380  7.48676e-13  7.86067e-14
      1.35390  7.48463e-13  7.86210e-14
      1.35400  7.48251e-13  7.86354e-14
      1.35410  7.48039e-13  7.86500e-14
      1.35420  7.47827e-13  7.86646e-14
      1.35430  7.47615e-13  7.86793e-14
      1.35440  7.47403e-13  7.86942e-14
      1.35450  7.47191e-13  7.87092e-14
      1.35460  7.46978e-13  7.87243e-14
      1.35470  7.46766e-13  7.87396e-14
      1.35480  7.46554e-13  7.87549e-14
      1.35490  7.46342e-13  7.87704e-14
      1.35500  7.46130e-13  7.87860e-14
      1.35510  7.45918e-13  7.88017e-14
      1.35520  7.45706e-13  7.88175e-14
      1.35530  7.45493e-13  7.88335e-14
      1.35540  7.45281e-13  7.88496e-14
      1.35550  7.45069e-13  7.88658e-14
      1.35560  7.44857e-13  7.88821e-14
      1.35570  7.44645e-13  7.88985e-14
      1.35580  7.44433e-13  7.89150e-14
      1.35590  7.44221e-13  7.89317e-14
      1.35600  7.44008e-13  7.89485e-14
      1.35610  7.43796e-13  7.89654e-14
      1.35620  7.43584e-13  7.89824e-14
      1.35630  7.43372e-13  7.89995e-14
      1.35640  7.43160e-13  7.90168e-14
      1.35650  7.42948e-13  7.90341e-14
      1.35660  7.42736e-13  7.90516e-14
      1.35670  7.42524e-13  7.90692e-14
      1.35680  7.42311e-13  7.90869e-14
      1.35690  7.42099e-13  7.91048e-14
      1.35700  7.41887e-13  7.91227e-14
      1.35710  7.41675e-13  7.91408e-14
      1.35720  7.41463e-13  7.91589e-14
      1.35730  7.41251e-13  7.91772e-14
      1.35740  7.41039e-13  7.91957e-14
      1.35750  7.40826e-13  7.92142e-14
      1.35760  7.40614e-13  7.92328e-14
      1.35770  7.40402e-13  7.92516e-14
      1.35780  7.40190e-13  7.92705e-14
      1.35790  7.39978e-13  7.92895e-14
      1.35800  7.39766e-13  7.93086e-14
      1.35810  7.39554e-13  7.93279e-14
      1.35820  7.39341e-13  7.93472e-14
      1.35830  7.39129e-13  7.93666e-14
      1.35840  7.38917e-13  7.93862e-14
      1.35850  7.38705e-13  7.94060e-14
      1.35860  7.38493e-13  7.94257e-14
      1.35870  7.38280e-13  7.94457e-14
      1.35880  7.38069e-13  7.94657e-14
      1.35890  7.37856e-13  7.94858e-14
      1.35900  7.37644e-13  7.95061e-14
      1.35910  7.37432e-13  7.95265e-14
      1.35920  7.37220e-13  7.95470e-14
      1.35930  7.37008e-13  7.95677e-14
      1.35940  7.36795e-13  7.95884e-14
      1.35950  7.36584e-13  7.96092e-14
      1.35960  7.36371e-13  7.96301e-14
      1.35970  7.36159e-13  7.96512e-14
      1.35980  7.35947e-13  7.96725e-14
      1.35990  7.35735e-13  7.96937e-14
      1.36000  7.35523e-13  7.97152e-14
      1.36010  7.35311e-13  7.97367e-14
      1.36020  7.35099e-13  7.97583e-14
      1.36030  7.34886e-13  7.97801e-14
      1.36040  7.34594e-13  7.98132e-14
      1.36050  7.34297e-13  7.98473e-14
      1.36060  7.33999e-13  7.98817e-14
      1.36070  7.33702e-13  7.99163e-14
      1.36080  7.33404e-13  7.99512e-14
      1.36090  7.33106e-13  7.99863e-14
      1.36100  7.32809e-13  8.00217e-14
      1.36110  7.32511e-13  8.00572e-14
      1.36120  7.32213e-13  8.00931e-14
      1.36130  7.31916e-13  8.01291e-14
      1.36140  7.31618e-13  8.01655e-14
      1.36150  7.31320e-13  8.02020e-14
      1.36160  7.31023e-13  8.02388e-14
      1.36170  7.30726e-13  8.02759e-14
      1.36180  7.30428e-13  8.03131e-14
      1.36190  7.30130e-13  8.03508e-14
      1.36200  7.29833e-13  8.03885e-14
      1.36210  7.29535e-13  8.04266e-14
      1.36220  7.29237e-13  8.04648e-14
      1.36230  7.28940e-13  8.05033e-14
      1.36240  7.28642e-13  8.05420e-14
      1.36250  7.28345e-13  8.05810e-14
      1.36260  7.28047e-13  8.06202e-14
      1.36270  7.27750e-13  8.06597e-14
      1.36280  7.27452e-13  8.06995e-14
      1.36290  7.27154e-13  8.07394e-14
      1.36300  7.26857e-13  8.07795e-14
      1.36310  7.26559e-13  8.08200e-14
      1.36320  7.26262e-13  8.08606e-14
      1.36330  7.25964e-13  8.09015e-14
      1.36340  7.25667e-13  8.09426e-14
      1.36350  7.25369e-13  8.09840e-14
      1.36360  7.25071e-13  8.10256e-14
      1.36370  7.24774e-13  8.10674e-14
      1.36380  7.24476e-13  8.11096e-14
      1.36390  7.24179e-13  8.11518e-14
      1.36400  7.23881e-13  8.11944e-14
      1.36410  7.23583e-13  8.12372e-14
      1.36420  7.23286e-13  8.12802e-14
      1.36430  7.22988e-13  8.13235e-14
      1.36440  7.22691e-13  8.13669e-14
      1.36450  7.22393e-13  8.14107e-14
      1.36460  7.22096e-13  8.14546e-14
      1.36470  7.21798e-13  8.14988e-14
      1.36480  7.21500e-13  8.15433e-14
      1.36490  7.21203e-13  8.15879e-14
      1.36500  7.20905e-13  8.16328e-14
      1.36510  7.20608e-13  8.16778e-14
      1.36520  7.20310e-13  8.17232e-14
      1.36530  7.20012e-13  8.17688e-14
      1.36540  7.19715e-13  8.18146e-14
      1.36550  7.19417e-13  8.18606e-14
      1.36560  7.19120e-13  8.19069e-14
      1.36570  7.18822e-13  8.19534e-14
      1.36580  7.18525e-13  8.20001e-14
      1.36590  7.18227e-13  8.20470e-14
      1.36600  7.17929e-13  8.20942e-14
      1.36610  7.17632e-13  8.21416e-14
      1.36620  7.17334e-13  8.21893e-14
      1.36630  7.17037e-13  8.22371e-14
      1.36640  7.16739e-13  8.22852e-14
      1.36650  7.16442e-13  8.23334e-14
      1.36660  7.16144e-13  8.23820e-14
      1.36670  7.15846e-13  8.24307e-14
      1.36680  7.15549e-13  8.24797e-14
      1.36690  7.15251e-13  8.25289e-14
      1.36700  7.14953e-13  8.25783e-14
      1.36710  7.14656e-13  8.26280e-14
      1.36720  7.14359e-13  8.26778e-14
      1.36730  7.14061e-13  8.27280e-14
      1.36740  7.13763e-13  8.27782e-14
      1.36750  7.13466e-13  8.28288e-14
      1.36760  7.13168e-13  8.28795e-14
      1.36770  7.12870e-13  8.29305e-14
      1.36780  7.12573e-13  8.29817e-14
      1.36790  7.12275e-13  8.30331e-14
      1.36800  7.11977e-13  8.30848e-14
      1.36810  7.11680e-13  8.31366e-14
      1.36820  7.11383e-13  8.31887e-14
      1.36830  7.11085e-13  8.32410e-14
      1.36840  7.10787e-13  8.32935e-14
      1.36850  7.10490e-13  8.33462e-14
      1.36860  7.10192e-13  8.33991e-14
      1.36870  7.09894e-13  8.34523e-14
      1.36880  7.09597e-13  8.35057e-14
      1.36890  7.09299e-13  8.35593e-14
      1.36900  7.09002e-13  8.36131e-14
      1.36910  7.08704e-13  8.36671e-14
      1.36920  7.08407e-13  8.37214e-14
      1.36930  7.08109e-13  8.37758e-14
      1.36940  7.07498e-13  8.37827e-14
      1.36950  7.06848e-13  8.37839e-14
      1.36960  7.06198e-13  8.37852e-14
      1.36970  7.05548e-13  8.37866e-14
      1.36980  7.04898e-13  8.37883e-14
      1.36990  7.04248e-13  8.37900e-14
      1.37000  7.03597e-13  8.37920e-14
      1.37010  7.02947e-13  8.37941e-14
      1.37020  7.02298e-13  8.37963e-14
      1.37030  7.01647e-13  8.37987e-14
      1.37040  7.00997e-13  8.38013e-14
      1.37050  7.00347e-13  8.38041e-14
      1.37060  6.99697e-13  8.38069e-14
      1.37070  6.99047e-13  8.38100e-14
      1.37080  6.98396e-13  8.38132e-14
      1.37090  6.97747e-13  8.38166e-14
      1.37100  6.97097e-13  8.38201e-14
      1.37110  6.96447e-13  8.38238e-14
      1.37120  6.95796e-13  8.38277e-14
      1.37130  6.95146e-13  8.38317e-14
      1.37140  6.94496e-13  8.38359e-14
      1.37150  6.93846e-13  8.38402e-14
      1.37160  6.93196e-13  8.38447e-14
      1.37170  6.92546e-13  8.38494e-14
      1.37180  6.91896e-13  8.38542e-14
      1.37190  6.91246e-13  8.38592e-14
      1.37200  6.90596e-13  8.38643e-14
      1.37210  6.89945e-13  8.38696e-14
      1.37220  6.89295e-13  8.38751e-14
      1.37230  6.88646e-13  8.38807e-14
      1.37240  6.87996e-13  8.38865e-14
      1.37250  6.87345e-13  8.38924e-14
      1.37260  6.86695e-13  8.38985e-14
      1.37270  6.86045e-13  8.39048e-14
      1.37280  6.85395e-13  8.39112e-14
      1.37290  6.84744e-13  8.39178e-14
      1.37300  6.84095e-13  8.39245e-14
      1.37310  6.83445e-13  8.39314e-14
      1.37320  6.82795e-13  8.39385e-14
      1.37330  6.82144e-13  8.39457e-14
      1.37340  6.81494e-13  8.39530e-14
      1.37350  6.80844e-13  8.39606e-14
      1.37360  6.80194e-13  8.39683e-14
      1.37370  6.79544e-13  8.39761e-14
      1.37380  6.78894e-13  8.39842e-14
      1.37390  6.78244e-13  8.39923e-14
      1.37400  6.77594e-13  8.40007e-14
      1.37410  6.76944e-13  8.40092e-14
      1.37420  6.76293e-13  8.40178e-14
      1.37430  6.75643e-13  8.40266e-14
      1.37440  6.74994e-13  8.40355e-14
      1.37450  6.74343e-13  8.40447e-14
      1.37460  6.73693e-13  8.40540e-14
      1.37470  6.73043e-13  8.40634e-14
      1.37480  6.72393e-13  8.40731e-14
      1.37490  6.71743e-13  8.40828e-14
      1.37500  6.71092e-13  8.40927e-14
      1.37510  6.70443e-13  8.41028e-14
      1.37520  6.69792e-13  8.41130e-14
      1.37530  6.69143e-13  8.41234e-14
      1.37540  6.68492e-13  8.41340e-14
      1.37550  6.67842e-13  8.41447e-14
      1.37560  6.67192e-13  8.41556e-14
      1.37570  6.66542e-13  8.41666e-14
      1.37580  6.65892e-13  8.41778e-14
      1.37590  6.65241e-13  8.41892e-14
      1.37600  6.64592e-13  8.42007e-14
      1.37610  6.63942e-13  8.42123e-14
      1.37620  6.63292e-13  8.42242e-14
      1.37630  6.62641e-13  8.42361e-14
      1.37640  6.61991e-13  8.42483e-14
      1.37650  6.61342e-13  8.42606e-14
      1.37660  6.60691e-13  8.42730e-14
      1.37670  6.60041e-13  8.42856e-14
      1.37680  6.59391e-13  8.42984e-14
      1.37690  6.58741e-13  8.43113e-14
      1.37700  6.58091e-13  8.43244e-14
      1.37710  6.57440e-13  8.43377e-14
      1.37720  6.56790e-13  8.43511e-14
      1.37730  6.56140e-13  8.43646e-14
      1.37740  6.55491e-13  8.43783e-14
      1.37750  6.54840e-13  8.43922e-14
      1.37760  6.54190e-13  8.44062e-14
      1.37770  6.53540e-13  8.44204e-14
      1.37780  6.52890e-13  8.44348e-14
      1.37790  6.52240e-13  8.44493e-14
      1.37800  6.51589e-13  8.44639e-14
      1.37810  6.50940e-13  8.44787e-14
      1.37820  6.50290e-13  8.44937e-14
      1.37830  6.49640e-13  8.45088e-14
      1.37840  6.49136e-13  8.44826e-14
      1.37850  6.48660e-13  8.44485e-14
      1.37860  6.48184e-13  8.44144e-14
      1.37870  6.47709e-13  8.43803e-14
      1.37880  6.47234e-13  8.43463e-14
      1.37890  6.46758e-13  8.43122e-14
      1.37900  6.46282e-13  8.42782e-14
      1.37910  6.45806e-13  8.42441e-14
      1.37920  6.45331e-13  8.42101e-14
      1.37930  6.44855e-13  8.41761e-14
      1.37940  6.44379e-13  8.41421e-14
      1.37950  6.43904e-13  8.41081e-14
      1.37960  6.43428e-13  8.40742e-14
      1.37970  6.42953e-13  8.40402e-14
      1.37980  6.42477e-13  8.40062e-14
      1.37990  6.42001e-13  8.39723e-14
      1.38000  6.41526e-13  8.39384e-14
      1.38010  6.41050e-13  8.39044e-14
      1.38020  6.40575e-13  8.38706e-14
      1.38030  6.40099e-13  8.38367e-14
      1.38040  6.39623e-13  8.38028e-14
      1.38050  6.39148e-13  8.37689e-14
      1.38060  6.38672e-13  8.37350e-14
      1.38070  6.38196e-13  8.37012e-14
      1.38080  6.37720e-13  8.36674e-14
      1.38090  6.37245e-13  8.36336e-14
      1.38100  6.36770e-13  8.35998e-14
      1.38110  6.36294e-13  8.35660e-14
      1.38120  6.35818e-13  8.35322e-14
      1.38130  6.35342e-13  8.34985e-14
      1.38140  6.34867e-13  8.34647e-14
      1.38150  6.34391e-13  8.34310e-14
      1.38160  6.33916e-13  8.33973e-14
      1.38170  6.33440e-13  8.33636e-14
      1.38180  6.32964e-13  8.33299e-14
      1.38190  6.32489e-13  8.32961e-14
      1.38200  6.32013e-13  8.32625e-14
      1.38210  6.31537e-13  8.32288e-14
      1.38220  6.31062e-13  8.31951e-14
      1.38230  6.30587e-13  8.31615e-14
      1.38240  6.30110e-13  8.31279e-14
      1.38250  6.29635e-13  8.30943e-14
      1.38260  6.29159e-13  8.30607e-14
      1.38270  6.28684e-13  8.30271e-14
      1.38280  6.28208e-13  8.29935e-14
      1.38290  6.27732e-13  8.29599e-14
      1.38300  6.27257e-13  8.29264e-14
      1.38310  6.26781e-13  8.28929e-14
      1.38320  6.26306e-13  8.28594e-14
      1.38330  6.25830e-13  8.28259e-14
      1.38340  6.25354e-13  8.27924e-14
      1.38350  6.24879e-13  8.27589e-14
      1.38360  6.24403e-13  8.27254e-14
      1.38370  6.23928e-13  8.26920e-14
      1.38380  6.23451e-13  8.26585e-14
      1.38390  6.22976e-13  8.26251e-14
      1.38400  6.22501e-13  8.25916e-14
      1.38410  6.22025e-13  8.25582e-14
      1.38420  6.21549e-13  8.25248e-14
      1.38430  6.21074e-13  8.24915e-14
      1.38440  6.20598e-13  8.24581e-14
      1.38450  6.20122e-13  8.24247e-14
      1.38460  6.19647e-13  8.23914e-14
      1.38470  6.19171e-13  8.23581e-14
      1.38480  6.18696e-13  8.23247e-14
      1.38490  6.18220e-13  8.22915e-14
      1.38500  6.17744e-13  8.22582e-14
      1.38510  6.17268e-13  8.22249e-14
      1.38520  6.16793e-13  8.21917e-14
      1.38530  6.16318e-13  8.21584e-14
      1.38540  6.15842e-13  8.21252e-14
      1.38550  6.15366e-13  8.20919e-14
      1.38560  6.14890e-13  8.20587e-14
      1.38570  6.14415e-13  8.20255e-14
      1.38580  6.13939e-13  8.19923e-14
      1.38590  6.13463e-13  8.19592e-14
      1.38600  6.12988e-13  8.19260e-14
      1.38610  6.12512e-13  8.18929e-14
      1.38620  6.12037e-13  8.18597e-14
      1.38630  6.11561e-13  8.18266e-14
      1.38640  6.11085e-13  8.17935e-14
      1.38650  6.10610e-13  8.17604e-14
      1.38660  6.10134e-13  8.17273e-14
      1.38670  6.09659e-13  8.16943e-14
      1.38680  6.09183e-13  8.16613e-14
      1.38690  6.08707e-13  8.16282e-14
      1.38700  6.08232e-13  8.15952e-14
      1.38710  6.07756e-13  8.15621e-14
      1.38720  6.07280e-13  8.15291e-14
      1.38730  6.06804e-13  8.14962e-14
      1.38740  6.06387e-13  8.14768e-14
      1.38750  6.05985e-13  8.14610e-14
      1.38760  6.05582e-13  8.14453e-14
      1.38770  6.05180e-13  8.14295e-14
      1.38780  6.04777e-13  8.14138e-14
      1.38790  6.04375e-13  8.13981e-14
      1.38800  6.03972e-13  8.13825e-14
      1.38810  6.03570e-13  8.13668e-14
      1.38820  6.03168e-13  8.13512e-14
      1.38830  6.02765e-13  8.13356e-14
      1.38840  6.02363e-13  8.13200e-14
      1.38850  6.01960e-13  8.13044e-14
      1.38860  6.01558e-13  8.12889e-14
      1.38870  6.01156e-13  8.12733e-14
      1.38880  6.00754e-13  8.12578e-14
      1.38890  6.00351e-13  8.12424e-14
      1.38900  5.99949e-13  8.12269e-14
      1.38910  5.99546e-13  8.12115e-14
      1.38920  5.99144e-13  8.11960e-14
      1.38930  5.98741e-13  8.11807e-14
      1.38940  5.98339e-13  8.11653e-14
      1.38950  5.97937e-13  8.11499e-14
      1.38960  5.97534e-13  8.11346e-14
      1.38970  5.97132e-13  8.11193e-14
      1.38980  5.96729e-13  8.11040e-14
      1.38990  5.96327e-13  8.10887e-14
      1.39000  5.95924e-13  8.10735e-14
      1.39010  5.95522e-13  8.10582e-14
      1.39020  5.95120e-13  8.10431e-14
